seed,date,strategy,eq_gross,eq_net,rp_gross,rp_net,turnover
1,2020-03-19,Simple + Baseline,1.0234167020603426,1.0229167017643277,0.023416702060342583,0.02291670176432768,1.0000005920298085
1,2020-03-20,Simple + Baseline,0.9854935955142523,0.9844512634857598,-0.0370553914839806,-0.03760368582527057,1.0965886825799438
1,2020-03-23,Simple + Baseline,0.9744350571782244,0.9730483549057666,-0.011221319333138071,-0.011583009746584721,0.723380826893301
1,2020-03-24,Simple + Baseline,1.0284317957289686,1.026786687160699,0.055413378401130454,0.0552267849629494,0.3731868763621103
1,2020-03-25,Simple + Baseline,1.042404700768119,1.040571266479003,0.013586613227225396,0.013424968876857462,0.3232887007358662
1,2020-03-26,Simple + Baseline,1.0996266169629954,1.0975638615182024,0.05489414634518737,0.05477048701531629,0.2473186597421597
1,2020-03-27,Simple + Baseline,1.0555876512281368,1.053288141744746,-0.040049017598798815,-0.04033999416873312,0.5819531398686187
1,2020-03-30,Simple + Baseline,1.0791262385093903,1.0767499100343054,0.02229903623244084,0.022274786318865918,0.048499827149839504
1,2020-03-31,Simple + Baseline,1.06639221242671,1.0637997812803834,-0.01180031179694977,-0.012027053481257773,0.45348336861600697
1,2020-04-01,Simple + Baseline,0.999893017250733,0.9971453762963216,-0.0623590405116048,-0.06265690796047818,0.5957348977467675
1,2020-04-02,Simple + Baseline,1.0092759039530599,1.006232742615845,0.009383890616743919,0.009113381594644324,0.541018044199191
1,2020-04-03,Simple + Baseline,1.0230291857853693,1.019814752409976,0.01362688020039074,0.013497880976147361,0.25799844848675574
1,2020-04-06,Simple + Baseline,1.0675432443236175,1.0641609119831468,0.04351201232257632,0.04348452448679928,0.05497567155408279
1,2020-04-07,Simple + Baseline,1.0281853040612576,1.0247035669755582,-0.03686777137285573,-0.03707836339718276,0.421184048654059
1,2020-04-08,Simple + Baseline,1.0758339421696166,1.0721679400076052,0.046342461733454195,0.046320101307092604,0.04472085272318226
1,2020-04-09,Simple + Baseline,1.0719349297698297,1.0680235303613876,-0.003624176786915491,-0.003865448211581607,0.48254284933223207
