seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
8,False,0.09999746596814908,0.09818691672703302,False,0.09989916382376784,0.03917362820813074
