seed,strategy,final_equity_gross,final_equity_net,sharpe_gross,sharpe_net,max_dd_gross,max_dd_net,avg_turnover,avg_max_weight,has_nan_weights
7,AR1 + Advanced,2.340004742730943,2.2634169453496344,0.9010101827672511,0.8711651314823627,-0.37505526573916326,-0.38768791931190605,0.06525828352577578,0.09981636233063312,False
8,Simple + Baseline,2.046698155807752,1.8957161155279394,0.7693857063407502,0.7018859065741725,-0.32882481131287533,-0.3521268354674455,0.1493372228042337,0.100000113988791,False
8,AR1 + Baseline,2.428026086952154,2.343052087758642,0.9098491251043628,0.8789988427695556,-0.2919566404960413,-0.3012816633097314,0.06951440682500643,0.0998235650396107,False
8,Simple + Advanced,2.068785699059911,1.9177404902922566,0.787492165712639,0.7195644570761224,-0.3213412602221858,-0.34453351014825795,0.14776818918080944,0.09999445457578358,False
8,AR1 + Advanced,2.5069764057653368,2.4171377896940327,0.9630303558641309,0.9302223769951414,-0.28460996323547616,-0.288865694702616,0.07123467073187978,0.09981664064217624,False
9,Simple + Baseline,2.3774847923451086,2.209034496271319,0.8828382980908596,0.8199721265565293,-0.31041551342288465,-0.3212563698271125,0.1431891807888714,0.09999997453481607,False
9,AR1 + Baseline,3.073063872106269,2.968520082052103,1.0679338236974376,1.0395962603489286,-0.25554252919924914,-0.25786355933679417,0.06751479974631235,0.09982388553527134,False
9,Simple + Advanced,2.4859225391163307,2.311360710876374,0.930082904795371,0.8668363650293507,-0.3084487017918154,-0.31936191764158983,0.1418439543772609,0.09999348355965858,False
9,AR1 + Advanced,2.9569484631000584,2.854738231515019,1.064541657680027,1.0346235613169927,-0.24596113839983613,-0.2483568155711282,0.06860106920158107,0.09979948389535312,False
10,Simple + Baseline,2.745862041623159,2.5522529034331134,1.0771788766349506,1.0084197394045393,-0.43167676207991057,-0.45834575955939016,0.14256903400334095,0.09999993279573142,False
10,AR1 + Baseline,2.388004264732969,2.3060946631289836,0.9466151506457248,0.9139081272166067,-0.4421961935759634,-0.44782688203272314,0.06811513188640411,0.09982278681913832,False
10,Simple + Advanced,2.8068691644852604,2.609477543252392,1.1098811538020334,1.0403231513801456,-0.41904208720225034,-0.4456539821202735,0.14220045758074562,0.09999403339051195,False
10,AR1 + Advanced,2.5032309947292926,2.4151579150442513,1.0010657855767107,0.9670267091155533,-0.42492023880113783,-0.43066543328387463,0.0699104858490021,0.09981672117828366,False
11,Simple + Baseline,2.611885148363991,2.4301082209209572,0.9466603963096979,0.8863826269309752,-0.40970861236748235,-0.4377010886277438,0.1408763987846802,0.09999996194344146,False
11,AR1 + Baseline,2.013829678168289,1.9406634745255045,0.7621935317210635,0.7291884539537878,-0.261451910624804,-0.2640386305786898,0.07231947805277997,0.09982302162074251,False
11,Simple + Advanced,2.4243974394913463,2.255616212045469,0.896251676296259,0.8348320671620932,-0.3943008038106871,-0.4224088112591369,0.1409557678864257,0.09999426295619018,False
11,AR1 + Advanced,1.9026464389772804,1.8330793662459353,0.7235030512222081,0.6893662835950338,-0.25760885849059534,-0.26482719970040836,0.07276185204836133,0.09981660286149716,False
12,Simple + Baseline,3.947612251547577,3.672543696355746,1.3211454783882235,1.258784758652057,-0.33112683208876503,-0.33516023527386085,0.14148850000229815,0.09999992860943224,False
12,AR1 + Baseline,4.558925704071359,4.4078973605815115,1.4253255518511532,1.3967794457801477,-0.22348576570979162,-0.22386856516876397,0.06603294838052079,0.09982222252533242,False
12,Simple + Advanced,3.8849779498168084,3.616498638654727,1.323448484842769,1.260698881692971,-0.3173001725626359,-0.3212671346887612,0.14031742185280074,0.09999410250387761,False
12,AR1 + Advanced,4.312452896606674,4.168416677017163,1.4008807030229822,1.3715700187927038,-0.2214880712520465,-0.2219110113212558,0.06662110435883425,0.09981585232745609,False
13,Simple + Baseline,2.413726237716986,2.2457184053733346,0.8674620238610682,0.808592852074042,-0.46847431036395837,-0.4821622127546168,0.14031308272759796,0.10000006656462251,False
13,AR1 + Baseline,3.050977948831246,2.9453496019593577,1.084024637965691,1.0543497150081167,-0.2985999846883407,-0.3052016596189947,0.06861690595955072,0.09982408338666592,False
13,Simple + Advanced,2.368942457534618,2.2023031724415927,0.8656506821142613,0.8047113551290237,-0.4498210487927665,-0.4637610119334805,0.14188677547204623,0.09999465906184196,False
13,AR1 + Advanced,2.7962339508085514,2.698684023052541,1.0403899584115004,1.0092856502862733,-0.30803403810826646,-0.3147288379737969,0.06917039067588467,0.09981613288647434,False
14,Simple + Baseline,1.4440664754508412,1.336017168755496,0.4712279507361208,0.399836630824991,-0.38665726443858395,-0.40385838954010056,0.1517594659366808,0.09999989424082435,False
14,AR1 + Baseline,3.4875234814616123,3.3831648566936803,1.2452268109420923,1.218220043538279,-0.26058817657130817,-0.2674357682159144,0.059361644111812176,0.09982340184728028,False
14,Simple + Advanced,1.613030875629467,1.494037722168493,0.5744184575225332,0.5035774210875794,-0.3680412699000566,-0.38576488282280774,0.14958963430397024,0.09999340267691267,False
14,AR1 + Advanced,3.5278205395789333,3.420553916411169,1.2627469145477597,1.2351251373869976,-0.2593772797818261,-0.26378910280503287,0.06035620125644966,0.09981768637176779,False
15,Simple + Baseline,3.2195074456779724,2.988503093145482,1.1210786157663928,1.0588943348293363,-0.3972869409719445,-0.4166491007165245,0.14554424438492297,0.10000001618778223,False
15,AR1 + Baseline,3.0081910136890326,2.8959820127323077,1.0649078529311677,1.0332511436187395,-0.26835798928777,-0.2761385359786007,0.0743586567821194,0.09982326626755013,False
15,Simple + Advanced,3.3555779380738935,3.1165458819690213,1.1763312797547998,1.1130540999028053,-0.37143307444983065,-0.3937740376926122,0.14442404935111977,0.09999401728255705,False
15,AR1 + Advanced,2.9972315744130524,2.887002196124936,1.0844148069876176,1.0523092133853449,-0.26418990544373266,-0.27217354752893985,0.07330483408759733,0.099811567808098,False
16,Simple + Baseline,2.162300003470247,2.0048607602084725,0.8068955120710212,0.7416559399416633,-0.5254606966755069,-0.5422975272172201,0.14764990008654777,0.10000005768319453,False
16,AR1 + Baseline,2.767870996108803,2.6740073075794095,1.0188224351244517,0.9891282206384472,-0.32392984938923464,-0.33166151521889276,0.0674653985870536,0.09982324365307849,False
16,Simple + Advanced,2.2679176452558685,2.104248238253725,0.8631418790601525,0.7967468670688342,-0.5019048977121532,-0.5193341382185424,0.14631657291017222,0.09999455715479576,False
16,AR1 + Advanced,2.8505974748006855,2.753573594319065,1.062589130590768,1.0320419607396984,-0.3086602750418437,-0.31687696743769767,0.06770577865200769,0.09981649439638816,False
17,Simple + Baseline,2.5262583478715745,2.3495830800575987,0.9858289458884113,0.9189567363685424,-0.35953415771344566,-0.37821760615607036,0.14180085005274393,0.10000004523341034,False
17,AR1 + Baseline,2.532367065091158,2.4557896995532134,0.9930808663460499,0.9645885100699165,-0.21422528900733995,-0.21548421224078362,0.06005191229018644,0.0998228305654008,False
17,Simple + Advanced,2.7329458095522514,2.5440829492390504,1.0707410647138644,1.0036558295790208,-0.35802264875024037,-0.37644596090480653,0.14010933267465916,0.09999420475856832,False
17,AR1 + Advanced,2.5395218054005744,2.4623893871779576,1.0164857681399901,0.987040302358995,-0.2062714539341607,-0.2077317134985308,0.060315111895861445,0.09980151711587315,False
18,Simple + Baseline,2.458939921916217,2.2805919908262746,0.9056889593448124,0.841800073638759,-0.47284671441104087,-0.4917944465442795,0.14622446482136686,0.10000007396686947,False
18,AR1 + Baseline,3.042600825372841,2.954068919850436,1.1040636692943724,1.0785589344643547,-0.3199869700781591,-0.3274226062186999,0.05745848318685025,0.09982409383280609,False
18,Simple + Advanced,2.3416500260674176,2.172399499252332,0.8773493694641823,0.8122434269158896,-0.4712357983520207,-0.48995555744782404,0.14566024262320582,0.09999456879721605,False
18,AR1 + Advanced,3.2953037174056914,3.197609525127517,1.1934846064115756,1.1669305769973666,-0.3063234378897728,-0.31400091120963136,0.058585569585768306,0.0998181898678224,False
19,Simple + Baseline,2.7534482847135417,2.5663284974988203,1.0152260377593127,0.9542528939027509,-0.20106985354507922,-0.21136038601635565,0.13756082195476316,0.09999991907051098,False
19,AR1 + Baseline,2.541130758386377,2.4534608370851925,0.9696413994025312,0.93830662818518,-0.21836151096711653,-0.2236659306337173,0.06870694491906747,0.09982309474908867,False
19,Simple + Advanced,2.737831571165375,2.553094087654963,1.0203240446994286,0.9589725810324793,-0.19337349493249012,-0.21607641041548709,0.1365459639891475,0.09999405824466125,False
19,AR1 + Advanced,2.56825202406993,2.4778589028227485,0.9986111546447759,0.9657833292033671,-0.21073379093759714,-0.21611958345976345,0.07014974888668163,0.09981675992155614,False
20,Simple + Baseline,2.068121383101154,1.912453366989754,0.774519931820662,0.7061709571033398,-0.45758537216676476,-0.47888238570633657,0.15334910362194404,0.0999999986038766,False
20,AR1 + Baseline,2.84069782486662,2.7376861808196296,1.050946440487711,1.0187635336911276,-0.2392439740340092,-0.24099112724727467,0.07250784749633524,0.09982273003536306,False
20,Simple + Advanced,1.9495780501066833,1.8021853027007015,0.7315456212145369,0.6616230402851894,-0.46239798423334755,-0.4832594420540187,0.1540661144478941,0.09999432497584614,False
20,AR1 + Advanced,3.095650989008834,2.980350967462593,1.1469669289142554,1.1131191150014697,-0.22400037241852266,-0.225745378537482,0.07456493283655263,0.09981781966529002,False
21,Simple + Baseline,3.2808131161741887,3.0473185681541994,1.1109409354383204,1.0512519404363139,-0.4271446705258447,-0.43698561982986384,0.14419847299685357,0.09999998823731719,False
21,AR1 + Baseline,2.4130229558549554,2.325818384299725,0.8779152974044313,0.8474451249552583,-0.33587760851468884,-0.3423529026328761,0.07191288634288782,0.09979287488441253,False
21,Simple + Advanced,3.268831314330093,3.036083996580144,1.1213568709278103,1.0606651608942568,-0.4263081064970853,-0.4359490418831493,0.14428372088052072,0.09999438340076389,False
21,AR1 + Advanced,2.510064658511535,2.4195219536546317,0.927384352878211,0.8961325079836523,-0.3243340685537327,-0.33123540077214186,0.07177718420494583,0.09961979888056527,False
22,Simple + Baseline,2.3512839707916973,2.176443753307836,0.8831511406468423,0.8159336199280541,-0.371183376228032,-0.3939473885329341,0.15096921476989067,0.10000002129320905,False
22,AR1 + Baseline,3.3168271196594623,3.2162731019912068,1.1569677929335782,1.1309316984778592,-0.24588864435823354,-0.2500803654395327,0.06021162435021676,0.09982296529448277,False
22,Simple + Advanced,2.3806577234103004,2.203271507719398,0.9086199160883003,0.8396219723542978,-0.3701296755756459,-0.39240775054877874,0.15129841698830643,0.09999419889904627,False
22,AR1 + Advanced,3.289289655546335,3.1889198342351364,1.18242684629503,1.1552530192973454,-0.23486797338982768,-0.23946258560848688,0.06063707068606229,0.0998179951154901,False
23,Simple + Baseline,3.798222812834761,3.529479011796164,1.249906150453465,1.1891749806023753,-0.325153372244781,-0.3465693799724634,0.14347057842520433,0.10000008457455356,False
