date,strategy,eq_gross,eq_net,rp_gross,rp_net,turnover
2020-03-19,AR1 + Advanced,1.0663544516295467,1.0663544516295465,0.06635445162954672,0.06635445162954662,2.0412144197123894e-13
2020-03-19,AR1 + Baseline,1.0663544500050417,1.066354450005029,0.06635445000504177,0.0663544500050291,2.5332179062753646e-11
2020-03-19,Simple + Advanced,1.0453373058587756,1.0447813074280257,0.04533730585877557,0.044781307428025684,1.111996861499801
2020-03-19,Simple + Baseline,1.0453372494870605,1.044781247798458,0.045337249487060506,0.04478124779845798,1.1120033772050482
2020-03-20,AR1 + Advanced,1.0300737771510433,1.0297917889159718,-0.03404265319879543,-0.03430706241246846,0.5288184273460718
2020-03-20,AR1 + Baseline,1.0300737764695531,1.0295898998885709,-0.03404265236536317,-0.034496349232181006,0.9073937336356783
2020-03-20,Simple + Advanced,1.0097240554917448,1.008704902557062,-0.03392232932713631,-0.03438305772192333,0.9214567895740383
2020-03-20,Simple + Baseline,1.0097240900182936,1.008671624012005,-0.03392224393354514,-0.0344149648657903,0.9854418644903095
2020-03-23,AR1 + Advanced,1.009051141444558,1.0079780828793263,-0.020415332999457574,-0.021189083852127765,1.5475017053403906
2020-03-23,AR1 + Baseline,1.0064932884562614,1.0053435356200326,-0.022893285690497738,-0.023550625022937085,1.3146786648786914
2020-03-23,Simple + Advanced,1.0026673166616622,1.0013802001216425,-0.006951830692487492,-0.007224192214535827,0.5447230440966707
2020-03-23,Simple + Baseline,1.0007218844547447,0.9994023299096015,-0.00891596090685617,-0.00918966853806475,0.5474152624171588
2020-03-24,AR1 + Advanced,1.1037475782953883,1.1021632830221135,0.09377498271949726,0.0933671017978818,0.8157618432309535
2020-03-24,AR1 + Baseline,1.0980356114010679,1.0963749599438477,0.09091825635487667,0.090513107389602,0.8102979305493173
2020-03-24,Simple + Advanced,1.0909619370211383,1.0894221031518616,0.08815675840441772,0.0880197882719276,0.2739402649802612
2020-03-24,Simple + Baseline,1.0867513079940851,1.0852163824862366,0.08599064980740666,0.08589020213803542,0.20089533874246637
2020-03-25,AR1 + Advanced,1.112621046139464,1.1108434512850704,0.008189869595462175,0.008026472043821618,0.32679510328111405
2020-03-25,AR1 + Baseline,1.1062152474957772,1.1043656592154296,0.007582798818448799,0.0074223398921673,0.3209178525629992
2020-03-25,Simple + Advanced,1.0909347693378468,1.089106075568273,-0.00016752647192210438,-0.00043184466841019316,0.5286363929761785
2020-03-25,Simple + Baseline,1.0860441972001587,1.0842393780644672,-0.0007100537808202869,-0.0009582344680415964,0.49636137444261863
2020-03-26,AR1 + Advanced,1.154622705079541,1.1526108564335928,0.03788031296801496,0.03773027522809628,0.3000754798373565
2020-03-26,AR1 + Baseline,1.1485520064092956,1.1464488618817854,0.038456957058411984,0.0382923197129087,0.32927469100656864
2020-03-26,Simple + Advanced,1.1156409144691468,1.1135562543835187,0.022790103007609756,0.02259307504014501,0.3940559349294873
2020-03-26,Simple + Baseline,1.1130680057299385,1.1110418427660604,0.024976630302029682,0.024812469375821888,0.3283218524155849
2020-03-27,AR1 + Advanced,1.104507512928309,1.102454984845847,-0.04350293698461836,-0.04361313245321286,0.2203909371890051
2020-03-27,AR1 + Baseline,1.0984760423888,1.096336501068399,-0.04364354008831348,-0.04375466679021054,0.2222534037940986
2020-03-27,Simple + Advanced,1.064379395093046,1.0621040093534249,-0.04578886799988262,-0.04604646012021862,0.5151842406719908
2020-03-27,Simple + Baseline,1.0642378671544255,1.0620408438250497,-0.04376095745913308,-0.04399599635727228,0.4700777962783908
2020-03-30,AR1 + Advanced,1.121319687748428,1.1191396074919018,0.015099613871062543,0.015013618545893427,0.17199065033822783
2020-03-30,AR1 + Baseline,1.1153954518549403,1.1131311196785034,0.01535017892713627,0.015268066674687868,0.16422450489679824
2020-03-30,Simple + Advanced,1.0728893032065454,1.0703765818701116,0.007934535667731685,0.007728594879651079,0.4118815761612151
2020-03-30,Simple + Baseline,1.0748521474092372,1.0724522015657176,0.010025022106139514,0.009855512661346037,0.3390188895869518
2020-03-31,AR1 + Advanced,1.1086299786020652,1.1063344033851543,-0.01113867538898812,-0.011262633947330087,0.2479171166839334
2020-03-31,AR1 + Baseline,1.1026304723712093,1.1002703913946656,-0.011268149594788163,-0.011377140504784576,0.21798181999282232
2020-03-31,Simple + Advanced,1.0677335861700932,1.0650459332593087,-0.005008373873554077,-0.005184052032070706,0.351356317033259
2020-03-31,Simple + Baseline,1.0696129110883543,1.0670570450853833,-0.005073290037970517,-0.0052305114493919665,0.3144428228429002
2020-04-01,AR1 + Advanced,1.040206460684582,1.0378707074791,-0.0617694000537014,-0.06193465915770183,0.3305182080008659
2020-04-01,AR1 + Baseline,1.034653645757563,1.0322651825228844,-0.06171204696793296,-0.06187109133653596,0.31808873720600567
2020-04-01,Simple + Advanced,1.0025827224218642,0.9998051759876345,-0.060835621507363415,-0.061072880500466956,0.47451798620706626
2020-04-01,Simple + Baseline,1.006300845868007,1.003647665718263,-0.05895076722455877,-0.059181898997546466,0.46226354597538655
2020-04-02,AR1 + Advanced,1.0562655281947206,1.0538158301342841,0.015371174217019293,0.015297275812804639,0.14779680842931175
2020-04-02,AR1 + Baseline,1.0517827093281604,1.049274132972297,0.016509683006275814,0.016432767442023294,0.15383112850504232
2020-04-02,Simple + Advanced,1.0246594250082528,1.0216878071042428,0.02212596156894072,0.021993829061228157,0.2642650154251206
2020-04-02,Simple + Baseline,1.0284406976720886,1.0256045710766668,0.02217915754843869,0.022056449773121663,0.24541555063406104
2020-04-03,AR1 + Advanced,1.037794789214575,1.0353019837381856,-0.017439497161266995,-0.01752338704910674,0.1677797756794915
2020-04-03,AR1 + Baseline,1.0346852774036979,1.032131116657478,-0.016139293232022848,-0.016223645356409896,0.16870424877408727
2020-04-03,Simple + Advanced,1.0165711439553722,1.0134802195227486,-0.007664598638086766,-0.007802926366555239,0.2766554569369477
2020-04-03,Simple + Baseline,1.0229094496616054,1.0199630724712585,-0.005151551425587852,-0.0052720017072319615,0.2409005632882193
2020-04-06,AR1 + Advanced,1.1113160035130862,1.108520512173908,0.0710111784254719,0.0708894650493709,0.2434267522020047
2020-04-06,AR1 + Baseline,1.107200356740022,1.1043476854727092,0.07017300669857551,0.07005737147903011,0.23127043909079567
2020-04-06,Simple + Advanced,1.0535845526804464,1.0502413656094978,0.0365724477516314,0.03643542838158325,0.2740387400963024
2020-04-06,Simple + Baseline,1.0600088487127477,1.0568573126133745,0.03635835275862808,0.03626217749838033,0.19235052049549609
2020-04-07,AR1 + Advanced,1.0929259126872404,1.0900943566109615,-0.016580695995080073,-0.016654046872401296,0.14670175464244672
2020-04-07,AR1 + Baseline,1.0875997545610943,1.084732869642961,-0.017777918552324128,-0.0178350473833393,0.11425766203034828
2020-04-07,Simple + Advanced,1.0328917985041002,1.0293866152117854,-0.019550344679958264,-0.019765559028562436,0.4304286972083494
2020-04-07,Simple + Baseline,1.0385475140026852,1.035274076077826,-0.020164603947526016,-0.02034063248430227,0.3520570735525034
2020-04-08,AR1 + Advanced,1.1346421311903163,1.1316258212288453,0.038085286542499784,0.03801454460448563,0.1414838760283115
2020-04-08,AR1 + Baseline,1.1279570943236368,1.1249060794440988,0.03701231291595419,0.03693986818369244,0.14488946452350812
2020-04-08,Simple + Advanced,1.0727821412769867,1.0690192376238574,0.038746610560679906,0.038628028057915806,0.23716500552820527
2020-04-08,Simple + Baseline,1.0770738942666909,1.0735639959918692,0.037246827044586144,0.037136504280055146,0.22064552906200763
2020-04-09,AR1 + Advanced,1.1551369254179524,1.1519535208893565,0.01808402180269097,0.017984895124725134,0.19825335593167387
2020-04-09,AR1 + Baseline,1.1463921120063743,1.143185585196844,0.016329647159729045,0.016237350452353676,0.18459341475073476
2020-04-09,Simple + Advanced,1.0774661992939427,1.0734862354327535,0.004400619621629391,0.004213529243841341,0.3741807555760985
2020-04-09,Simple + Baseline,1.081080337055966,1.0773915298731978,0.0037921180304862495,0.003638325687108768,0.3075846867549626
2020-04-13,AR1 + Advanced,1.1507235954321744,1.1474080419963422,-0.003660169373323565,-0.0037855260970331896,0.2507134474192497
2020-04-13,AR1 + Baseline,1.1437418010620874,1.1403990874681083,-0.0021642300917802926,-0.002289916782530663,0.2513733815007398
2020-04-13,Simple + Advanced,1.0758095089026685,1.0716869002592597,-0.0015736238897333735,-0.0017121380880033821,0.2770283965400171
2020-04-13,Simple + Baseline,1.0840426943248038,1.0802016932885818,0.0026672016549409328,0.0025344184540150023,0.2655664018518614
2020-04-14,AR1 + Advanced,1.1711674252136073,1.167699435375052,0.017871981755359062,0.017788912122269362,0.1661392661793989
2020-04-14,AR1 + Baseline,1.1643635038751627,1.160862463605304,0.018184123110193448,0.018096143782630573,0.17595865512575293
2020-04-14,Simple + Advanced,1.0955242246727819,1.0912108647509593,0.01845449170194913,0.018347734783031623,0.21351383783500963
2020-04-14,Simple + Baseline,1.1057864608733945,1.1017723076049388,0.020217583717660484,0.020129254428107316,0.17665857910633373
