seed,nan_simple_baseline,nan_ar1_baseline,nan_simple_advanced,nan_ar1_advanced,avg_max_weight_simple_baseline,avg_max_weight_ar1_baseline,avg_max_weight_simple_advanced,avg_max_weight_ar1_advanced,avg_turnover_simple_baseline,avg_turnover_ar1_baseline,avg_turnover_simple_advanced,avg_turnover_ar1_advanced
1,False,False,False,False,0.09999993856646751,0.09982315565560124,0.09999360054914916,0.09979342360037413,0.13989303552099447,0.06442254974644032,0.13919349263009073,0.06478541720611528
