seed,strategy,has_nan_weights,avg_max_weight,avg_turnover,max_turnover
16,Simple alpha + SampleCov + Basic + One-Step,False,0.09999771268365214,0.19702178403292903,0.7149282344127311
16,Simple alpha + SampleCov + Basic + Two-Step,False,0.09997023495189267,0.20034242997473467,0.7131361955912676
16,Simple alpha + SampleCov + Enhanced + One-Step,False,0.09969031639552432,0.04975223905484598,0.050237037571627674
16,Simple alpha + SampleCov + Enhanced + Two-Step,False,0.07518980218209949,0.05004187428587926,0.050660597697809485
16,Simple alpha + EWMA + Basic + One-Step,False,0.09999803846646878,0.20761867083518565,0.7809684933534918
16,Simple alpha + EWMA + Basic + Two-Step,False,0.09997412068197879,0.21117479383901733,0.7871573290337286
16,Simple alpha + EWMA + Enhanced + One-Step,False,0.09965215354953956,0.04984453443084326,0.050289361564452774
16,Simple alpha + EWMA + Enhanced + Two-Step,False,0.06944836718279626,0.049942336534171475,0.05056037848250937
16,AR1 alpha + SampleCov + Basic + One-Step,False,0.09984191963238828,0.24532672046106282,1.5766241038094904
16,AR1 alpha + SampleCov + Basic + Two-Step,False,0.09980813152465244,0.25093898768633643,1.561637778981702
16,AR1 alpha + SampleCov + Enhanced + One-Step,False,0.09959332894733164,0.049946876275847145,0.050493563062918655
16,AR1 alpha + SampleCov + Enhanced + Two-Step,False,0.07638995155982545,0.049993709688031664,0.050485694179997376
16,AR1 alpha + EWMA + Basic + One-Step,False,0.09999746502534103,0.25754347807160105,1.6802151231074656
16,AR1 alpha + EWMA + Basic + Two-Step,False,0.09997009729797929,0.263407508619263,1.6831191825245906
16,AR1 alpha + EWMA + Enhanced + One-Step,False,0.09968773871527513,0.04984226436480543,0.05049689249739337
16,AR1 alpha + EWMA + Enhanced + Two-Step,False,0.06847572904583857,0.049939334354243047,0.05067184023861802
