seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
25,False,0.09999818021377918,0.08482096104929329,False,0.09985619390003554,0.0331497807398693
