seed,date,strategy,cost_coeff
25,2020-03-20,simple,0.008975826798790687
25,2020-03-23,simple,0.00904662853570585
25,2020-03-24,simple,0.012705939566407453
25,2020-03-25,simple,0.011466864917031304
25,2020-03-26,simple,0.01096970575229907
25,2020-03-27,simple,0.010286141818917587
25,2020-03-30,simple,0.009409510378633539
25,2020-03-31,simple,0.008744983160920835
25,2020-04-01,simple,0.008910822487991285
25,2020-04-02,simple,0.008365553951044954
25,2020-04-03,simple,0.008220352095070079
25,2020-04-06,simple,0.008757970511813689
25,2020-04-07,simple,0.008348889918853844
25,2020-04-08,simple,0.008318103149366405
25,2020-04-09,simple,0.008247447824722734
25,2020-04-13,simple,0.008052867157934641
25,2020-04-14,simple,0.007828175110466825
25,2020-04-15,simple,0.007825696422137358
25,2020-04-16,simple,0.007608941639518646
25,2020-04-17,simple,0.007520971197599005
25,2020-04-20,simple,0.007337209520216545
25,2020-04-21,simple,0.007129470659903072
25,2020-04-22,simple,0.006820680656737228
25,2020-04-23,simple,0.006019101035622743
25,2020-04-24,simple,0.00577226931951771
25,2020-04-27,simple,0.005637003496216017
25,2020-04-28,simple,0.005500508739337269
25,2020-04-29,simple,0.0056509778027562735
25,2020-04-30,simple,0.005743612088814221
25,2020-05-01,simple,0.005578125311679811
25,2020-05-04,simple,0.005503101983708396
25,2020-05-05,simple,0.005315152164306167
25,2020-05-06,simple,0.0047447314856111705
25,2020-05-07,simple,0.004705825906863104
25,2020-05-08,simple,0.004664369022089724
25,2020-05-11,simple,0.004492108912619483
25,2020-05-12,simple,0.004491879566285613
25,2020-05-13,simple,0.0046267555754789715
25,2020-05-14,simple,0.0043122780931957915
25,2020-05-15,simple,0.004272973488903695
25,2020-05-18,simple,0.004538816357345496
25,2020-05-19,simple,0.0044798006173406455
25,2020-05-20,simple,0.004430264975754588
25,2020-05-21,simple,0.004381274421459277
25,2020-05-22,simple,0.004255612588016662
25,2020-05-26,simple,0.004435791952509315
25,2020-05-27,simple,0.0043617282024390695
25,2020-05-28,simple,0.004329232763547338
25,2020-05-29,simple,0.0041226999506810795
25,2020-06-01,simple,0.00394168146717449
25,2020-06-02,simple,0.003666916435456421
25,2020-06-03,simple,0.003868444871091027
25,2020-06-04,simple,0.0038832162507182835
25,2020-06-05,simple,0.004084312101286698
25,2020-06-08,simple,0.004218531351180313
25,2020-06-09,simple,0.004038437034526548
25,2020-06-10,simple,0.004054600177903378
25,2020-06-11,simple,0.004419829657739267
