seed,asset
5,NYSE:MAN
5,NASDAQ:UAL
5,NYSE:GSBD
5,NASDAQ:UBSI
5,NYSE:NVR
5,NYSE:EVRG
5,NASDAQ:MNRO
5,NYSE:OLN
5,NASDAQ:LRCX
5,NYSE:MO
5,NYSE:SRE
5,NYSE:UVV
5,NASDAQ:VSEC
5,NYSE:MTZ
5,NASDAQ:PODD
5,NASDAQ:SIGI
5,NASDAQ:BOKF
5,NASDAQ:BECN
5,NASDAQ:RMBS
5,NASDAQ:WIRE
5,NYSE:GMS
5,NASDAQ:BRP
5,NYSE:AMCR
5,NYSE:FHI
5,NASDAQ:MERC
5,NASDAQ:ALGN
5,NYSE:ECL
5,NYSE:A
5,NYSE:PNR
5,NASDAQ:PINC
5,NASDAQ:FHB
5,NASDAQ:NTAP
5,NASDAQ:PCAR
5,NASDAQ:PEP
5,NASDAQ:CMCSA
5,NASDAQ:POWI
5,NASDAQ:WSBC
5,NYSE:MOH
5,NYSE:NUE
5,NASDAQ:FATE
5,NASDAQ:ZBRA
5,NASDAQ:ROST
5,NYSE:UBER
5,NASDAQ:ICHR
5,NYSE:NEM
5,NASDAQ:IESC
5,NASDAQ:COST
5,NASDAQ:EXPE
5,NYSE:TPR
5,NASDAQ:PFBC
5,NYSE:JEF
5,NASDAQ:SLGN
5,NYSE:CPB
5,NYSE:FDP
5,NYSE:MET
5,NYSE:PPG
5,NYSE:MFC
5,NASDAQ:CAPR
5,NYSE:THO
5,NYSE:INSW
5,NASDAQ:LANC
5,NASDAQ:ANAB
5,NASDAQ:IBOC
5,NYSE:AVNS
5,NASDAQ:MORN
5,NASDAQ:AEIS
5,NYSE:MS
5,NYSE:MSCI
5,NASDAQ:PBYI
5,NASDAQ:PCRX
5,NASDAQ:MGPI
5,NASDAQ:CNOB
5,NASDAQ:IRDM
5,NASDAQ:XP
5,NYSE:MC
5,NYSE:TPX
5,NASDAQ:SRCE
5,NASDAQ:FBMS
5,NYSE:BTU
5,NASDAQ:PANW
5,NASDAQ:WINA
5,NASDAQ:AAOI
5,NYSE:FNV
5,NASDAQ:MDB
5,NASDAQ:INGN
5,NASDAQ:OFIX
5,NASDAQ:POOL
5,NASDAQ:LGND
5,NYSE:MDU
5,NASDAQ:GEVO
5,NYSE:CLH
5,NYSE:INSP
5,NYSE:VST
5,NASDAQ:OPCH
5,NYSE:ASGN
5,NASDAQ:MRNA
5,NASDAQ:TBBK
5,NASDAQ:IPGP
5,NYSE:MOV
5,NYSE:VOYA
