seed,date,strategy,NASDAQ:EXPE,NYSE:GKOS,NYSE:KMT,NYSE:ANET,NYSE:ONTO,NYSE:LII,NASDAQ:PBYI,NYSE:QTWO,NASDAQ:NTNX,NYSE:INSP,NASDAQ:SAGE,NASDAQ:CLFD,NYSE:VST,NASDAQ:SITM,NYSE:SMP,NASDAQ:MNRO,NYSE:MET,NASDAQ:KHC,NYSE:FF,NASDAQ:SLGN,NYSE:BCC,NASDAQ:PNNT,NASDAQ:ZM,NASDAQ:ROST,NYSE:NFG,NASDAQ:PRDO,NASDAQ:SIGA,NYSE:THO,NYSE:GMS,NASDAQ:ITRI,NYSE:HL,NYSE:ENR,NYSE:SFL,NYSE:ALK,NASDAQ:IBOC,NASDAQ:KLIC,NYSE:SFBS,NASDAQ:NBTB,NASDAQ:ECPG,NASDAQ:BRKL,NYSE:CHGG,NASDAQ:OPCH,NASDAQ:RPD,NASDAQ:LSTR,NYSE:EGO,NYSE:FIX,NASDAQ:MSEX,NYSE:LC,NASDAQ:PINC,NYSE:ROL
2,2020-03-20,simple,2.8465377536818752e-08,2.8465024161896496e-08,2.846504158824934e-08,2.8465366501213844e-08,2.84653817195193e-08,2.8465375803097283e-08,2.8465383387483586e-08,2.846537769397275e-08,0.10000002846539399,2.8465377596319855e-08,2.8465371756998407e-08,2.8465376587137978e-08,2.846537765993157e-08,0.09999860885607759,2.8465378714636085e-08,2.8465600352770482e-08,2.8465305059961166e-08,2.8465380214734948e-08,2.8465382100919075e-08,2.8465377720077298e-08,2.8465459878638276e-08,2.8465371909904847e-08,0.1000000284653778,2.846537767911875e-08,0.1000000284653711,0.10000002846538897,0.10000002846526104,2.8465377724833123e-08,2.8465377717757953e-08,2.846536122763126e-08,2.8465386407388785e-08,2.8465372453726883e-08,2.84653821743374e-08,2.8465377720900644e-08,2.846530205192819e-08,2.8465365856900922e-08,2.8466956556530013e-08,2.8465406729339143e-08,0.1000000248142502,2.846537419152648e-08,2.846537766488846e-08,0.10000002845594169,0.10000002846544953,0.10000002846535555,2.846538216119915e-08,2.8465377583632602e-08,2.8465377638040308e-08,2.8465353872181167e-08,2.8465379328659172e-08,2.846537775857533e-08
2,2020-03-23,simple,0.09999677325198711,0.0,0.0,0.0,0.09999822991295139,0.0,0.0,0.0,0.09999827673008577,0.0,0.0,0.0,0.0,0.09999866103433819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999849399685085,0.0,0.0,0.0999983213556192,0.0,0.0,0.0,0.0,0.07823075617297232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021785358640207458,0.0,0.09999844404553072,0.09999837073808074,0.09999831412137633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2020-03-24,simple,0.09999902653432464,1.7315198149793763e-07,8.094348863881931e-08,5.8406673759590076e-08,0.09999962562627415,6.34283667105749e-08,0.0,1.3502455698416156e-08,0.0999995358132414,0.0,6.428419755656161e-08,1.1179434379605499e-07,0.0,0.09999973547833647,1.404227518351405e-07,9.431959509820804e-08,3.4263293139101515e-08,0.0,9.360932992250798e-08,1.130163539082254e-07,1.2157044006256763e-07,0.0,0.09999994343417304,3.383603582150766e-08,3.1692519516837846e-08,1.0940372210407715e-07,2.513227794506103e-08,6.909171092038305e-08,0.0,1.282897561390623e-07,0.10000016629512856,0.0,3.3396007569851814e-09,4.1265936031590266e-08,0.00788009235683571,7.048840955208583e-08,7.585793401519332e-08,6.452622908648455e-08,0.09999986258857067,5.741546711532513e-08,0.09999984495706284,0.09999955514622237,0.09212046064886793,0.0,1.4103907297502534e-07,0.0,6.715418985665231e-08,6.475845963593526e-09,6.339898271029848e-08,0.0
2,2020-03-25,simple,0.09999869634844655,1.984501002567538e-07,1.3261522719039792e-07,0.0,0.0999989460462957,0.0,0.0,0.0,0.09999861583982014,0.0,0.0,0.0,0.0,0.09999864654854616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999923204783286,0.0,0.0,0.0,0.0,0.0,0.006983967079334576,7.862293494397261e-08,0.09999930879608578,0.0,0.0,0.0,0.001001093795663362,0.0,0.0,0.0,0.09999884532353437,0.0,0.0920244407220361,0.09999846133886078,0.0,0.0,0.09999933642528128,0.0,0.0,0.0,0.0,0.0
2,2020-03-26,simple,0.0312079685403998,0.10000031688585487,2.9816761796457286e-08,3.983917436688526e-07,0.09999960053983205,3.0726317865919074e-07,1.1702322783876223e-07,4.612110072269588e-07,1.492002319527849e-07,3.229051205506177e-07,2.1124729211311314e-07,2.794191010323759e-07,4.7635484059174233e-07,0.08791051305606062,1.1215528484126916e-07,3.5733581279923927e-07,3.161815490277557e-07,4.86712134986405e-07,4.6072589774517307e-07,1.084152780223638e-07,3.27505117522418e-07,2.97488689050164e-07,0.09999948749993136,3.9434320007918074e-08,4.935207690684146e-07,3.397122027350706e-07,1.1838324914899804e-07,1.817714972469889e-07,0.100000086422891,2.6627993459691026e-07,0.0,1.6794675017480212e-07,3.5263660407494434e-07,3.850248257314031e-07,0.08087020434934104,2.901398404371494e-07,5.275988242650063e-07,4.876332101211742e-07,0.10000009453080448,4.3717320548029767e-07,0.10000002920117025,0.09999960448754626,0.10000061712063589,2.1435838915547838e-07,0.0,5.419302365150808e-07,4.2069611464125464e-07,2.023871583185673e-07,4.16493875013536e-07,3.748922562426165e-07
2,2020-03-27,simple,2.0611164018598118e-07,2.808485498170816e-07,1.1553665982072402e-07,3.3755495112849216e-07,0.1000001447581591,2.4513436633452463e-07,1.3605809257720033e-07,3.610321361941609e-07,3.179385262081362e-07,1.6365385635470817e-07,2.814249226862852e-07,3.380774817948853e-07,3.1311876927945504e-07,0.05704847387230773,2.781021830567698e-07,3.608063839788682e-07,2.1578130445117796e-07,3.568157412162332e-07,4.2098269835368056e-07,2.354951138415711e-07,3.9360399096657603e-07,6.730856714286346e-08,0.10000007735533553,0.07652063034217649,4.3279712906876327e-07,0.10000046947609895,1.7705671001532214e-07,1.8653759119100077e-07,2.4890411910221018e-08,2.8722601932514955e-07,1.749891336958798e-07,9.53042975698785e-08,0.06641866434655617,2.964117266742621e-07,0.10000024816524093,2.665291827556168e-07,3.771885540160807e-07,3.8388789411755157e-07,0.09999999010081881,3.7762588920126407e-07,0.10000032251266511,0.1000001323671151,0.1000004470655368,1.837495425643143e-07,1.752644726333168e-07,2.699844695059623e-07,4.726183405019826e-07,1.5405029435430246e-07,3.7225882182285766e-07,2.6588157302309566e-07
2,2020-03-30,simple,0.0,0.0,0.0,0.0,0.09999707154855625,0.0,0.0,1.6338957788145373e-07,0.0,0.04946416656871335,0.0,0.0,2.555038838492526e-07,0.09999910697770378,0.0,0.0,0.0,3.330373839054542e-07,6.001292543204905e-08,1.7273057913971644e-07,0.0,0.0,0.0999981657393457,0.09999754738698821,3.7045594173677455e-07,0.09999837715131045,4.5556355369318493e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999702839120322,0.0,0.0,0.0,0.09269646055627966,0.0,0.09999769487059625,0.09999820770439906,0.05785281975367305,2.1117485105827526e-07,0.0,2.3255791970407362e-07,6.44579935165471e-07,0.0,0.0,4.543446795685929e-07
2,2020-03-31,simple,0.0,0.0,6.417049309244744e-08,0.0,0.09999463381082367,0.0,0.0,0.0,0.0,0.09999601963480173,0.0,0.07356998897418188,0.0,0.09999509495260918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999437313336192,0.0999951130818279,0.0,0.09999344139185723,0.0,0.0,0.02647723074181005,0.0,0.0,0.0,0.0,0.0,0.09999531991811471,0.0,0.0,0.0,0.0,0.0,0.09999423058174005,0.09999448960837844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2020-04-01,simple,2.0867668956919155e-07,0.0,4.2249620261352954e-07,2.9210310631081183e-09,0.09999786013014396,0.0,2.0955191585494628e-07,0.0,0.0,2.779207719024844e-07,0.0,0.000500938733897968,0.0,0.09999868618308026,0.0,3.80841645242302e-07,0.0,0.0,0.09999826372864196,0.09867092538333065,0.0,0.0,0.09999809190843224,0.09999810845878288,0.0,0.09999584091707048,2.2929124729696515e-07,1.2351405439150163e-07,3.1527605086940607e-07,4.4257148886380015e-08,5.32869391505282e-07,2.229788592684568e-07,0.0,0.0,0.09999811239544233,0.0,0.0,0.0,0.0,0.0,0.0803751740689043,0.09999749125043658,0.0,1.302358881406659e-07,0.0002808667575897416,4.45948911931765e-08,0.0,4.189121968704171e-08,0.020186452767239144,0.0
2,2020-04-02,simple,3.3469402293118865e-07,0.0,0.0,0.0,0.09999629135615558,0.0,2.828867433628295e-07,0.0,0.0,0.0,7.416794024070167e-08,0.0,0.006451407753186842,0.09999819067684382,0.0,0.0,0.0,0.0,0.09999559848789026,0.09999605517909378,0.0,1.7922869114518803e-07,0.06925035608882509,0.024328716524000385,0.0,0.09999553574466588,0.0,0.0,1.3400651461422986e-07,0.0,0.0,0.0,5.9539236122099935e-08,0.0,0.09999652037394421,0.0,0.0,0.0,6.030790967258895e-07,0.0,0.09999623424942533,0.09999649692439905,0.0,0.0,0.0999969290393246,0.0,0.0,0.0,0.0,0.0
