seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
2,False,0.09999814097286691,0.09826609899616393,False,0.09985423108062777,0.036408621081152524
