date,seed,strategy,asset,target_weight
2020-03-25,16,Simple alpha + Basic + Two-Step,NYSE:TPR,1.504905034046566e-07
2020-03-26,16,Simple alpha + Basic + Two-Step,NYSE:TPR,2.6762268752852704e-09
2020-03-27,16,Simple alpha + Basic + Two-Step,NYSE:TPR,4.753823451763056e-23
2020-03-30,16,Simple alpha + Basic + Two-Step,NYSE:TPR,3.003524430474398e-23
2020-03-31,16,Simple alpha + Basic + Two-Step,NYSE:TPR,6.751773869390357e-23
2020-04-01,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-04-02,16,Simple alpha + Basic + Two-Step,NYSE:TPR,1.2861823021576397e-22
2020-04-03,16,Simple alpha + Basic + Two-Step,NYSE:TPR,5.356854701547632e-23
2020-04-06,16,Simple alpha + Basic + Two-Step,NYSE:TPR,1.0163884227151012e-22
2020-04-07,16,Simple alpha + Basic + Two-Step,NYSE:TPR,5.2491439818308546e-23
2020-04-08,16,Simple alpha + Basic + Two-Step,NYSE:TPR,1.0611459600208079e-23
2020-04-09,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-04-13,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-04-14,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-04-15,16,Simple alpha + Basic + Two-Step,NYSE:TPR,4.0619495906175725e-23
2020-04-16,16,Simple alpha + Basic + Two-Step,NYSE:TPR,8.369029710812814e-24
2020-04-17,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-04-20,16,Simple alpha + Basic + Two-Step,NYSE:TPR,3.1831404697003015e-23
2020-04-21,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-04-22,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-04-23,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-04-24,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-04-27,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-04-28,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-04-29,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-04-30,16,Simple alpha + Basic + Two-Step,NYSE:TPR,3.7762435172703874e-23
2020-05-01,16,Simple alpha + Basic + Two-Step,NYSE:TPR,1.1812432639838297e-23
2020-05-04,16,Simple alpha + Basic + Two-Step,NYSE:TPR,9.232256688252892e-23
2020-05-05,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-05-06,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-05-07,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-05-08,16,Simple alpha + Basic + Two-Step,NYSE:TPR,7.57614966853972e-24
2020-05-11,16,Simple alpha + Basic + Two-Step,NYSE:TPR,5.406624764374272e-24
2020-05-12,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-05-13,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-05-14,16,Simple alpha + Basic + Two-Step,NYSE:TPR,7.11112177878685e-23
2020-05-15,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-05-18,16,Simple alpha + Basic + Two-Step,NYSE:TPR,1.237098639070007e-22
2020-05-19,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-05-20,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-05-21,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-05-22,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-05-26,16,Simple alpha + Basic + Two-Step,NYSE:TPR,1.0194644152971688e-22
2020-05-27,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-05-28,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-05-29,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-06-01,16,Simple alpha + Basic + Two-Step,NYSE:TPR,1.0234196776571815e-22
2020-06-02,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-06-03,16,Simple alpha + Basic + Two-Step,NYSE:TPR,5.68240581670137e-24
2020-06-04,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-06-05,16,Simple alpha + Basic + Two-Step,NYSE:TPR,1.6934294504272143e-23
2020-06-08,16,Simple alpha + Basic + Two-Step,NYSE:TPR,1.9829795455682304e-23
2020-06-09,16,Simple alpha + Basic + Two-Step,NYSE:TPR,0.0
2020-06-10,16,Simple alpha + Basic + Two-Step,NYSE:TPR,5.0066224218415874e-23
2020-06-11,16,Simple alpha + Basic + Two-Step,NYSE:TPR,6.69858366351498e-24
