seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
16,False,0.09999801699241664,0.09641393280854145,False,0.09970412828814797,0.03682968651455766
