seed,date,strategy,NYSE:CNS,NYSE:MTRN,NASDAQ:TCMD,NASDAQ:RDWR,NYSE:CVS,NYSE:FDP,NYSE:CIVI,NYSE:SD,NYSE:MTD,NYSE:PBI,NASDAQ:TBBK,NYSE:FIS,NASDAQ:HOPE,NASDAQ:SIGA,NASDAQ:ROST,NASDAQ:ALGN,NYSE:ANET,NASDAQ:OLLI,NASDAQ:JOUT,NYSE:MO,NASDAQ:OTEX,NYSE:IT,NASDAQ:TROW,NYSE:STC,NYSE:MYE,NASDAQ:AVGO,NYSE:AN,NASDAQ:SIGI,NASDAQ:AXON,NASDAQ:IDXX,NASDAQ:LSTR,NASDAQ:KHC,NASDAQ:CENX,NYSE:MDU,NASDAQ:INTC,NASDAQ:OPCH,NYSE:SBOW,NASDAQ:QCOM,NASDAQ:MRUS,NYSE:RRX,NYSE:QSR,NASDAQ:BOKF,NASDAQ:RVNC,NASDAQ:MSFT,NASDAQ:EXPO,NASDAQ:ROKU,NASDAQ:ZS,NYSE:SEM,NYSE:SLCA,NASDAQ:MGPI
8,2020-03-18,Simple + Baseline,2.050473296098791e-08,2.0212077485270275e-08,-2.0810076666080938e-07,2.500686181910539e-07,0.10000005208404023,0.10000000280926659,1.5620385905402342e-08,8.394913435000335e-09,0.10000003439562785,1.4513311523134424e-08,1.6989409544685617e-08,1.1149573755482382e-08,3.659203773737785e-07,1.3940640880477856e-08,1.7106576173347903e-08,1.7035320792917494e-08,0.10000002268482763,1.5038302488223963e-08,-1.1009516197611777e-07,0.09999862305188101,9.429526654729882e-07,-2.6824497052977845e-07,0.1000000446020833,1.7557608222023917e-08,2.233264501031181e-08,1.5505433691448736e-08,1.5996752054500523e-08,0.1000000547166044,4.48884172808135e-07,-3.542268475234532e-07,-2.608339962830763e-07,0.1000000484286441,-3.294048088551015e-07,2.1581800028315256e-08,-2.6982690813631066e-07,1.5179689167099064e-08,1.1204262861435626e-08,1.519281011393388e-08,1.42026313925344e-08,1.503672645527182e-08,1.716263218707294e-08,1.2510903637728981e-08,1.7211068702624593e-08,8.633172071393927e-08,3.277568889039276e-07,0.10000005831266938,0.10000001458159524,1.4625946910694225e-08,1.191508051532279e-08,1.5431037804855226e-08
8,2020-03-19,Simple + Baseline,4.676686449029764e-08,4.5634166546918265e-08,-8.760009068691053e-08,0.09999870547026643,-1.1713267788255315e-06,0.10000003508678837,4.309920437021541e-08,3.927387726232988e-08,0.10000005373659938,4.2562748695488815e-08,0.09999875075364556,4.0654117876968067e-08,2.4850049084067725e-07,4.207506982376477e-08,4.4054192202917834e-08,4.448901882348126e-08,0.10000004687210819,4.2840011748653107e-08,-3.0489844160259435e-08,-1.1408159299479785e-06,5.863604802000494e-07,0.09999876492272275,-1.1649947807694237e-06,4.4242916523853417e-08,4.715492576913687e-08,4.288133917737382e-08,4.32614998338688e-08,9.235145330186923e-06,0.09999869288324416,-1.7323156152783022e-07,-1.1845738988817051e-07,-1.1468125166286417e-06,-1.5877730684788574e-07,4.634397164967758e-08,-1.238946279660483e-07,4.335605368208574e-08,4.059665121110363e-08,4.291184078622953e-08,4.2356982180465466e-08,4.3196070385337087e-08,4.4187456624212166e-08,4.184955279943559e-08,4.466739132374899e-08,8.448141654772221e-08,2.2600498721008235e-07,0.10000006768748175,0.10000004192453771,4.270212787266966e-08,0.0999986912891546,4.363388597297329e-08
8,2020-03-20,Simple + Baseline,8.500373991743115e-09,3.1956587956697175e-07,-1.8951411526505093e-06,0.10000025174450297,0.09999494414327087,0.09999908063104561,3.2889491688636166e-07,-1.5264309997913363e-06,-1.7061471264689736e-07,3.5784135425587226e-07,2.866986076726059e-07,-3.7451492929402296e-08,-1.4144333042319151e-06,0.10000010356516985,2.999051533191357e-07,-3.6498429004338934e-07,0.09999918467477571,2.678922030575659e-07,-4.144287993053107e-07,-2.285341149523551e-06,-9.085093856957209e-07,4.566958460937429e-07,-1.2025728221510779e-06,2.8403934753094085e-07,2.0094258643774936e-07,3.337221063273426e-07,2.92245591664884e-07,0.08510295109712282,0.014926480751570487,-3.7072213249715795e-06,-2.0733217853282755e-06,0.0999967225830635,-8.633280586712049e-07,3.0482334788849025e-07,-2.853659148020288e-06,1.1094451912338026e-07,3.589616047935166e-07,3.491912899203612e-07,1.1553518173216602e-07,1.9509654980986495e-07,3.400669625552498e-08,-1.5544357704590623e-06,-4.968335773893646e-07,-5.000453854898058e-07,-2.0851477476809944e-07,0.10000009339533156,0.09999740446035531,3.1183459092669193e-07,0.10000030848816004,-2.458302016335432e-07
8,2020-03-23,Simple + Baseline,-1.4728047814568548e-07,-1.6998101302847562e-07,4.849287402036549e-07,0.09999960931064075,0.09999868077610853,0.10000021998647005,-1.8998816257675548e-07,4.6782353369118483e-07,-1.3047508147564782e-07,-1.3861527440096273e-07,-1.2052439761534012e-07,-5.6991866048115535e-09,-7.089632847459256e-07,-4.914173864675288e-07,-2.1563566392949699e-07,-1.5864576258017274e-07,0.10000029431912837,-1.6147596641423351e-07,4.5616561052264934e-07,-6.024257393894655e-07,-1.626010329193826e-07,-5.370786528842284e-08,5.134926695369419e-07,-2.883507448999788e-07,-1.0579652263454265e-07,-2.1909348317657116e-07,-2.0389604072487343e-07,0.05832865293857507,0.09999976450214075,3.2388000446542044e-07,-4.821852310499569e-07,4.345319067973127e-07,5.76771453520297e-07,-2.2277379054215213e-07,0.10000111061461427,-8.605986056744798e-08,-2.3262716868105508e-07,3.59624559755202e-08,-1.481152621061121e-07,-2.8741314014540095e-07,0.041673380189489184,3.3967420251983933e-07,-2.309868608637598e-08,4.514309558601693e-08,2.8448342766608247e-07,0.10000026008065317,0.10000010065924435,-7.771138602887842e-08,0.09999972427742648,6.989576568740332e-08
8,2020-03-24,Simple + Baseline,-7.3957324751337965e-09,-9.158905532433271e-09,-2.8479948551886346e-11,0.09999994359479168,-7.347406346926765e-09,0.10000003429713211,-1.128122981909501e-08,8.655200864069263e-08,-1.4884870258291185e-08,-3.879138532620078e-09,-4.999339043590883e-09,-5.5175650596061e-09,-9.978055617923822e-08,-5.624339485986368e-08,-1.8351753395285198e-08,-1.0785252735391338e-08,0.10000002360029457,-1.2573744730210401e-08,1.0064816146965096e-07,-4.852893633412551e-08,-3.134098847841105e-08,-8.697472839244433e-09,8.076240461089084e-08,-2.54696288797097e-08,-1.961281226212738e-09,-1.4819904332649494e-08,-1.2916496370664947e-08,0.09999998433187621,0.09999997661907604,3.4574232586959895e-08,-7.623267278400822e-08,5.8675907832753966e-08,-5.598579064174849e-08,-9.198023520056527e-09,0.10000020314315605,-6.3527865980008125e-09,-2.8693478006602613e-08,-4.212690327159781e-10,-2.2616762549751892e-08,-2.35659217693551e-08,0.10000000564826132,1.947481079852292e-08,-2.7099292808363893e-09,2.984539245048479e-09,5.944983000452065e-08,0.1000000233356289,0.10000001240038697,-4.0899662388133464e-09,0.09999997897901781,6.796736898024429e-09
8,2020-03-25,Simple + Baseline,-1.5874632606004752e-07,9.73149567271088e-08,-8.041138025715247e-07,0.09999988263537544,-5.480428159771611e-06,0.09999818590612096,-7.130547361551692e-09,0.0999999747979285,-1.1362890277268141e-06,-9.818686550109273e-08,6.995139852762798e-08,-5.675032093101618e-07,-1.041872533664105e-06,3.4235019296979786e-05,-5.714401847302353e-09,-1.7805106241102636e-07,0.09999846586534425,2.2959471091220265e-07,-2.0397707056923676e-06,-1.074375480637825e-06,-1.514114880930538e-06,-4.4531468762535984e-07,-1.6471841066757648e-06,5.957530797019842e-09,1.8304697455068544e-07,1.2202655972614266e-07,1.4294880398740994e-07,-1.392493850845127e-06,0.09999989840376215,-1.2646729326324056e-06,-8.971443355136751e-07,-1.5674818843356628e-06,-9.535809203768245e-07,1.5496159071174368e-07,0.09999821602489896,1.3192196296058227e-07,-1.2404233434482241e-07,-3.944635397940803e-07,1.593894120765384e-07,6.694119575807352e-08,0.09999996971311206,-5.710448558213346e-07,-1.5569489440232843e-07,-1.8421093874026212e-06,-1.2826019977480183e-06,0.09999938630071017,0.09999693948213856,6.125611598268804e-08,0.10000005767569459,1.9407536084798995e-08
8,2020-03-26,Simple + Baseline,-2.2232592170545746e-08,-2.098557528357077e-07,6.529818946003289e-08,0.09999976624916732,-5.72189051714613e-07,0.10000108719924644,-1.9081279100997502e-07,0.09999994238859386,3.225380042163281e-07,4.42490604542698e-09,-2.0627115187160034e-07,-6.536041673820942e-08,2.2374668672744698e-07,-3.02590240565401e-07,-2.338678707749214e-07,-6.84479530166451e-08,0.1000002637812056,-2.966058285881101e-07,-8.437288941529201e-08,3.0458562796172367e-07,1.0037679466710399e-07,-7.589825408674432e-08,3.6148258596495395e-07,-2.7033466778908986e-07,-1.5596559777078233e-07,-2.5760544255506283e-07,-2.95865136555338e-07,4.634131246268837e-07,0.0999996490852818,1.6727580067692383e-07,2.5759612568716734e-07,3.4246486243025824e-07,9.860169471056073e-08,-2.2057442822966032e-07,0.10000047272941745,-2.329871765512189e-07,-1.7124727535974128e-08,-7.318523846464444e-08,-1.0292674686306848e-07,-1.2184231430691912e-07,0.09999974482184103,1.1409255675959664e-07,-2.663111476758179e-08,-3.1139987344131585e-08,6.110821973649701e-08,0.09999981768446423,0.10000105170004377,-1.952345751552852e-07,0.09999965006294605,-7.19786497440381e-09
8,2020-03-27,Simple + Baseline,-3.1954433000432925e-08,-3.1327881192423036e-06,1.01827705477044e-06,0.09999117940144212,0.10000348280160021,1.3544621587196016e-06,-2.0812549073942645e-06,0.01950146280310717,1.4043850695318596e-06,-2.418125280970917e-07,-1.9572098943724994e-06,-1.0901190266447642e-06,1.2190983389954323e-06,-6.209017095460283e-06,-2.1605075842426083e-06,-1.0234054866147813e-07,0.10000192682203198,-5.266100119153587e-06,-9.89497610751243e-07,2.136252499991633e-06,5.821948073595921e-07,-1.808282881071396e-06,3.370839646111621e-06,-4.197548798730177e-06,-1.7997448710253963e-06,-3.527769292604257e-06,-3.9295735855967566e-06,-9.69991919298971e-07,0.09999463063145658,0.08056458681324714,9.86618134195125e-07,3.2528380727790345e-06,9.310259868471861e-07,-2.66071886965708e-06,-4.3361882547790977e-07,-2.6122423444089073e-06,-1.187822308419024e-06,-3.00176076312791e-06,-5.913894735491313e-06,-2.1870720777606585e-06,0.09999794123974876,1.3520851237357706e-06,-6.421581664265127e-07,-1.2743204864825799e-06,0.09999918906542406,0.09999579969894688,0.09999781698179289,-1.6255419825724985e-06,0.09999744211070251,-2.0191560856176275e-06
8,2020-03-30,Simple + Baseline,-2.5968023483190696e-07,5.55007456421942e-07,-1.3860603436348476e-06,0.09999557957016983,0.0999910038594334,-6.808517041667586e-07,8.540565712388959e-07,-5.149675321865114e-07,-5.007469276723633e-06,-6.276973965873615e-08,-4.257949166808229e-08,-1.3667727439993397e-06,-4.033470289381016e-06,-1.9708903106201355e-06,-1.4176139490519844e-06,-9.757009244597335e-07,0.0999960164709307,-4.190593448711014e-07,-6.678005273989018e-07,-5.702297283496762e-06,-2.3154223501676175e-06,-6.308399627636365e-07,-3.781654710402987e-06,-9.895531976581408e-07,6.672078818327467e-07,-4.473193757687326e-08,4.240034770059784e-07,-2.776801670667298e-06,0.0635576503991562,0.08054501961122484,-3.128385146488398e-06,-3.6481387943685713e-06,-6.662925203550858e-07,1.0183882216739995e-07,0.05596652151504165,8.053066086004597e-07,-9.551088516547298e-07,3.691638179860864e-07,-9.172232536561074e-07,-7.698403254859373e-07,0.09999916591305145,-7.74725931222753e-07,-1.7720816049760502e-06,-3.0505479638549754e-06,0.09999875883916606,0.10000023210909731,0.09999681743075044,3.520121289804511e-07,0.0999989112640432,9.499824039058205e-07
8,2020-03-31,Simple + Baseline,-1.0570806519646906e-08,4.770999426512184e-08,-1.7816881269954576e-07,0.09999897498480308,0.09999671632450183,-7.866825489167589e-08,2.994852500243392e-08,-2.4981628193246248e-08,-9.315406347876051e-07,-5.669907324538843e-09,-1.0528410458901498e-08,-1.8977936187166406e-07,-8.942740262885627e-07,-3.5603619574193026e-07,0.09999998698278335,-7.541702458144905e-08,0.09999938722778684,0.03128947029906676,-1.2547259644553133e-07,-1.209171300495893e-06,-4.195386449174172e-07,-5.891608718135707e-08,-6.8050074904747e-07,-1.3856384976696007e-07,2.0217220564888055e-08,-2.2303746331020268e-10,4.770264548793403e-08,-6.099123142586251e-07,0.09999999012236514,0.09999997650772872,-6.467874691248759e-07,-7.317055592491957e-07,-9.169391627609273e-08,1.2292725420777881e-09,0.016914241806907034,6.770735048775324e-08,-1.0913367028635044e-07,8.77913439875248e-08,-1.67489044275715e-07,-9.041802532158427e-08,-4.224335704833072e-09,-8.061810461044528e-08,-2.5334158940332227e-07,-6.994550718980468e-07,0.05181057347288647,0.10000006459680673,0.0999991045831964,1.8222322393238946e-08,0.09999990334689605,1.6202905842725128e-07
