seed,asset
10,NASDAQ:MIDD
10,NASDAQ:NTNX
10,NASDAQ:PNTG
10,NYSE:LPX
10,NYSE:MYE
10,NYSE:URI
10,NYSE:ONTO
10,NASDAQ:QURE
10,NASDAQ:IPGP
10,NYSE:LC
10,NASDAQ:QUIK
10,NASDAQ:GBDC
10,NASDAQ:SONO
10,NASDAQ:HWC
10,NYSE:EGO
10,NASDAQ:ROST
10,NASDAQ:INTC
10,NASDAQ:EDIT
10,NYSE:QSR
10,NYSE:VZ
10,NYSE:FDX
10,NYSE:UVV
10,NYSE:MTD
10,NYSE:ZTS
10,NASDAQ:POOL
10,NASDAQ:LITE
10,NYSE:WTRG
10,NASDAQ:VRRM
10,NYSE:GMS
10,NASDAQ:TW
10,NYSE:MRK
10,NASDAQ:VSEC
10,NYSE:LII
10,NASDAQ:EXPO
10,NYSE:KEY
10,NYSE:MET
10,NYSE:SLCA
10,NASDAQ:ORLY
10,NASDAQ:SLGN
10,NYSE:CC
10,NYSE:CACI
10,NASDAQ:SYBT
10,NYSE:ENVA
10,NYSE:ETRN
10,NASDAQ:LGND
10,NASDAQ:TXN
10,NASDAQ:UAL
10,NYSE:LXFR
10,NASDAQ:NBIX
10,NASDAQ:SLM
10,NYSE:PGR
10,NASDAQ:TROW
10,NYSE:EVRI
10,NASDAQ:ONEW
10,NYSE:HLF
10,NASDAQ:PPBI
10,NASDAQ:TBBK
10,NYSE:TWLO
10,NASDAQ:HEAR
10,NASDAQ:UFCS
10,NYSE:PBI
10,NYSE:PLOW
10,NASDAQ:MSEX
10,NYSE:EW
10,NASDAQ:CRDF
10,NASDAQ:GO
10,NYSE:BCC
10,NASDAQ:ADBE
10,NYSE:HTH
10,NYSE:FDP
10,NASDAQ:FCFS
10,NYSE:PINS
10,NYSE:SMG
10,NASDAQ:FBMS
10,NYSE:GHC
10,NASDAQ:IBOC
10,NASDAQ:PINC
10,NASDAQ:PBPB
10,NASDAQ:ICHR
10,NASDAQ:LSEA
10,NASDAQ:NWBI
10,NASDAQ:FIVN
10,NYSE:RRX
10,NYSE:FHN
10,NASDAQ:HRTX
10,NASDAQ:UBSI
10,NYSE:PPG
10,NYSE:HL
10,NASDAQ:WIX
10,NYSE:ES
10,NASDAQ:AOSL
10,NYSE:BYD
10,NASDAQ:MORN
10,NASDAQ:RMBS
10,NYSE:CCS
10,NASDAQ:COST
10,NASDAQ:MMYT
10,NYSE:JOE
10,NASDAQ:OLLI
10,NYSE:USM
