seed,asset
7,NYSE:ASGN
7,NASDAQ:ADMA
7,NYSE:SD
7,NYSE:WCN
7,NASDAQ:ZS
7,NASDAQ:ENPH
7,NYSE:TPX
7,NYSE:PLOW
7,NASDAQ:UAL
7,NASDAQ:MU
7,NYSE:TDG
7,NYSE:EVRI
7,NASDAQ:WIRE
7,NYSE:WLK
7,NASDAQ:OTTR
7,NASDAQ:TTMI
7,NASDAQ:UCTT
7,NYSE:LEN
7,NYSE:CHGG
7,NASDAQ:SIGI
7,NYSE:USFD
7,NASDAQ:TW
7,NASDAQ:HWC
7,NYSE:FDX
7,NASDAQ:MRSN
7,NYSE:VOYA
7,NYSE:GNRC
7,NYSE:QTWO
7,NASDAQ:EXPE
7,NASDAQ:BRP
7,NYSE:AVNS
7,NYSE:KOS
7,NASDAQ:FARO
7,NASDAQ:WINA
7,NASDAQ:SATS
7,NASDAQ:CENX
7,NYSE:MS
7,NASDAQ:SIGA
7,NASDAQ:KALU
7,NASDAQ:ONEW
7,NASDAQ:SPSC
7,NYSE:HESM
7,NYSE:DOOR
7,NYSE:CRK
7,NYSE:SMP
7,NASDAQ:TXN
7,NYSE:LUV
7,NASDAQ:MMYT
7,NYSE:TRI
7,NYSE:RDN
7,NYSE:SON
7,NYSE:VZ
7,NASDAQ:IDXX
7,NYSE:WGO
7,NYSE:PAR
7,NASDAQ:RVMD
7,NYSE:FVRR
7,NASDAQ:UFCS
7,NYSE:PINS
7,NYSE:KR
7,NYSE:VST
7,NYSE:JPM
7,NASDAQ:MRUS
7,NYSE:FL
7,NYSE:GKOS
7,NYSE:KEY
7,NYSE:OIS
7,NYSE:INSP
7,NASDAQ:FATE
7,NASDAQ:MAT
7,NASDAQ:UFPI
7,NYSE:QSR
7,NYSE:IDA
7,NYSE:NX
7,NASDAQ:HAS
7,NASDAQ:KLIC
7,NASDAQ:BBSI
7,NYSE:UVV
7,NYSE:ACM
7,NYSE:ELAN
7,NASDAQ:BRKL
7,NYSE:USPH
7,NASDAQ:NBTB
7,NASDAQ:SFIX
7,NASDAQ:TCBI
7,NYSE:HOG
7,NYSE:TPH
7,NYSE:PBH
7,NASDAQ:ABCB
7,NYSE:GRC
7,NASDAQ:SUPN
7,NYSE:OC
7,NYSE:DUK
7,NASDAQ:QUIK
7,NYSE:ENVA
7,NASDAQ:MIDD
7,NASDAQ:SHYF
7,NASDAQ:MGPI
7,NYSE:HI
7,NYSE:SFL
