seed,asset
2,NASDAQ:POOL
2,NYSE:PPG
2,NYSE:AWR
2,NYSE:FIX
2,NASDAQ:GO
2,NASDAQ:TTMI
2,NASDAQ:WDC
2,NYSE:ETRN
2,NYSE:CC
2,NASDAQ:OLLI
2,NYSE:IT
2,NYSE:MTDR
2,NYSE:HLF
2,NASDAQ:INTU
2,NYSE:NI
2,NASDAQ:TROW
2,NASDAQ:CYTK
2,NASDAQ:UAL
2,NASDAQ:UBSI
2,NASDAQ:PNTG
2,NASDAQ:VSEC
2,NYSE:DBI
2,NYSE:NEM
2,NYSE:MXL
2,NASDAQ:MU
2,NYSE:UBER
2,NASDAQ:BRKL
2,NYSE:TRN
2,NYSE:USFD
2,NYSE:SO
2,NYSE:GBX
2,NASDAQ:EXPO
2,NYSE:MFC
2,NYSE:CACI
2,NYSE:PBH
2,NASDAQ:MGNI
2,NASDAQ:NBTB
2,NASDAQ:ZS
2,NASDAQ:SRCL
2,NASDAQ:MORN
2,NASDAQ:MBWM
2,NYSE:AEE
2,NASDAQ:TCBI
2,NASDAQ:PNNT
2,NYSE:FVRR
2,NYSE:BLK
2,NASDAQ:ENTA
2,NYSE:CHGG
2,NYSE:EVRI
2,NASDAQ:CNOB
2,NYSE:AVNS
2,NYSE:EW
2,NYSE:HESM
2,NASDAQ:EEFT
2,NASDAQ:PBPB
2,NYSE:KW
2,NASDAQ:SRCE
2,NYSE:MS
2,NYSE:STC
2,NYSE:RJF
2,NASDAQ:PPBI
2,NYSE:LXU
2,NYSE:AG
2,NYSE:LC
2,NYSE:PGR
2,NASDAQ:IRDM
2,NASDAQ:SAGE
2,NASDAQ:MAT
2,NASDAQ:EXPE
2,NYSE:CB
2,NASDAQ:LSCC
2,NASDAQ:RDWR
2,NASDAQ:NTAP
2,NYSE:CVS
2,NYSE:MPC
2,NASDAQ:EVBG
2,NASDAQ:SPSC
2,NASDAQ:BECN
2,NASDAQ:IHRT
2,NASDAQ:LRCX
2,NASDAQ:CENX
2,NASDAQ:RDNT
2,NYSE:OC
2,NYSE:USPH
2,NYSE:FCF
2,NASDAQ:VRRM
2,NYSE:SCL
2,NASDAQ:XP
2,NASDAQ:TBBK
2,NASDAQ:SLM
2,NYSE:PINS
2,NASDAQ:ORLY
2,NYSE:NUE
2,NASDAQ:KIDS
2,NYSE:UVV
2,NASDAQ:RGEN
2,NYSE:EGO
2,NYSE:FDX
2,NYSE:DOOR
2,NASDAQ:LKFN
