date,seed,strategy,asset,target_weight
2020-03-25,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.019999999999999997
2020-03-26,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.019999999999999997
2020-03-27,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.09999713934241698
2020-03-30,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,1.3431616347060889e-06
2020-03-31,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,4.633211385744047e-06
2020-04-01,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,7.412571796982731e-07
2020-04-02,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-04-03,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,1.0574332421454018e-06
2020-04-06,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,1.221832088778059e-07
2020-04-07,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-04-08,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-04-09,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,2.4583224488192747e-08
2020-04-13,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-04-14,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,1.54219546703683e-08
2020-04-15,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-04-16,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-04-17,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-04-20,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,5.663925690430457e-07
2020-04-21,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,3.1511723211662084e-08
2020-04-22,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-04-23,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-04-24,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-04-27,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-04-28,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-04-29,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-04-30,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-05-01,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-05-04,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-05-05,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-05-06,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-05-07,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-05-08,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-05-11,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-05-12,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-05-13,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,9.808558542752139e-09
2020-05-14,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-05-15,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-05-18,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-05-19,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-05-20,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.07590967359678988
2020-05-21,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.08784758928806523
2020-05-22,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.07827731606185773
2020-05-26,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.03979124913392242
2020-05-27,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.035761943934748824
2020-05-28,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-05-29,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-01,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-02,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-03,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-04,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-05,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-08,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-09,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-10,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,6.432304758069912e-09
2020-06-11,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-12,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,3.0942610977154003e-09
2020-06-15,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-16,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,6.806566235949652e-07
2020-06-17,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-18,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-19,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,6.850120862456835e-10
2020-06-22,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-23,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,6.58301634815409e-07
2020-06-24,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-25,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-26,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-29,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-06-30,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,6.562360061491667e-10
2020-07-01,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-07-02,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,4.149398912142421e-09
2020-07-06,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-07-07,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-07-08,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-07-09,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-07-10,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-07-13,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-07-14,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,4.333184813742179e-09
2020-07-15,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-07-16,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-07-17,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-07-20,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-07-21,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
2020-07-22,13,AR1 alpha + Enhanced + Two-Step,NASDAQ:NTNX,0.0
