seed,nan_simple_baseline,nan_ar1_baseline,nan_simple_advanced,nan_ar1_advanced,avg_max_weight_simple_baseline,avg_max_weight_ar1_baseline,avg_max_weight_simple_advanced,avg_max_weight_ar1_advanced,avg_turnover_simple_baseline,avg_turnover_ar1_baseline,avg_turnover_simple_advanced,avg_turnover_ar1_advanced
3,False,False,False,False,0.10000013580855965,0.09984359232282196,0.09999657640390669,0.09983911847213935,0.11481738555240621,0.0495606134346952,0.11382510456426478,0.049833631348982256
