seed,asset
3,NASDAQ:SYBT
3,NASDAQ:SFIX
3,NASDAQ:OLED
3,NASDAQ:RGEN
3,NYSE:GKOS
3,NASDAQ:PNFP
3,NYSE:MTRN
3,NYSE:UBER
3,NASDAQ:QCOM
3,NASDAQ:PLAB
3,NASDAQ:UBSI
3,NYSE:RDN
3,NYSE:NOV
3,NYSE:FIS
3,NYSE:OGE
3,NYSE:PAG
3,NYSE:HOG
3,NASDAQ:QUIK
3,NASDAQ:NMFC
3,NASDAQ:MCRB
3,NASDAQ:CSTL
3,NASDAQ:ITRI
3,NYSE:CCS
3,NYSE:KOS
3,NYSE:WCN
3,NASDAQ:NBIX
3,NYSE:FF
3,NYSE:FDX
3,NASDAQ:FARO
3,NYSE:GNW
3,NASDAQ:SAGE
3,NYSE:VMI
3,NASDAQ:ICUI
3,NYSE:PKG
3,NYSE:TPH
3,NYSE:PNR
3,NYSE:CB
3,NYSE:GBX
3,NASDAQ:ICHR
3,NASDAQ:ENTA
3,NYSE:FIX
3,NYSE:MTD
3,NASDAQ:DGII
3,NYSE:NI
3,NASDAQ:BBSI
3,NASDAQ:ZBRA
3,NYSE:HLF
3,NYSE:AMCR
3,NASDAQ:SRCE
3,NYSE:CACI
3,NASDAQ:IBOC
3,NYSE:NFG
3,NYSE:TPR
3,NASDAQ:AVGO
3,NYSE:PBI
3,NASDAQ:LGND
3,NYSE:HRTG
3,NYSE:EVRI
3,NYSE:BYD
3,NASDAQ:MMYT
3,NYSE:CHGG
3,NASDAQ:MNRO
3,NASDAQ:VECO
3,NASDAQ:TXN
3,NYSE:USM
3,NYSE:LUV
3,NYSE:MTDR
3,NYSE:DOOR
3,NYSE:EVRG
3,NASDAQ:ACIW
3,NYSE:ELAN
3,NYSE:PPG
3,NASDAQ:AAOI
3,NYSE:SBOW
3,NYSE:SHAK
3,NASDAQ:SPSC
3,NYSE:LEN
3,NASDAQ:KLIC
3,NYSE:CWK
3,NASDAQ:EDIT
3,NASDAQ:HEES
3,NYSE:TRN
3,NYSE:DBI
3,NASDAQ:NTAP
3,NASDAQ:MRUS
3,NASDAQ:NWLI
3,NASDAQ:BRKL
3,NASDAQ:GEVO
3,NASDAQ:QURE
3,NASDAQ:SCHL
3,NASDAQ:LSTR
3,NYSE:SKX
3,NASDAQ:WIRE
3,NYSE:IBP
3,NASDAQ:VRRM
3,NASDAQ:RPD
3,NASDAQ:MAT
3,NYSE:PLOW
3,NASDAQ:OFIX
3,NYSE:VVV
