seed,asset
11,NYSE:ROG
11,NYSE:USPH
11,NYSE:ENVA
11,NYSE:SMG
11,NYSE:MRK
11,NYSE:CIVI
11,NYSE:ARCH
11,NASDAQ:NWBI
11,NYSE:VVI
11,NYSE:JPM
11,NYSE:PBI
11,NASDAQ:MGNI
11,NASDAQ:ALGN
11,NYSE:SEM
11,NASDAQ:PCAR
11,NYSE:ANET
11,NYSE:OC
11,NYSE:KMT
11,NYSE:SFL
11,NASDAQ:LSEA
11,NYSE:YUMC
11,NASDAQ:CYRX
11,NASDAQ:ROST
11,NYSE:EW
11,NYSE:INSW
11,NASDAQ:GEVO
11,NYSE:JEF
11,NASDAQ:MMYT
11,NYSE:RDN
11,NASDAQ:PFG
11,NYSE:RRX
11,NYSE:PAG
11,NYSE:LII
11,NYSE:HL
11,NASDAQ:LXRX
11,NYSE:SO
11,NYSE:NEM
11,NASDAQ:FATE
11,NASDAQ:KALU
11,NYSE:AEE
11,NASDAQ:TILE
11,NASDAQ:PBYI
11,NASDAQ:DGII
11,NYSE:QTWO
11,NASDAQ:BBSI
11,NASDAQ:SHYF
11,NASDAQ:SRCL
11,NYSE:FDX
11,NYSE:PINS
11,NASDAQ:HWC
11,NASDAQ:TER
11,NYSE:MYE
11,NASDAQ:LASR
11,NYSE:IDA
11,NYSE:ROL
11,NYSE:ELAN
11,NASDAQ:PLMR
11,NASDAQ:OTTR
11,NASDAQ:SUPN
11,NASDAQ:LGND
11,NYSE:TRU
11,NASDAQ:ABCB
11,NYSE:MXL
11,NYSE:JWN
11,NYSE:KEX
11,NYSE:NBR
11,NASDAQ:UCTT
11,NYSE:FCF
11,NASDAQ:POWI
11,NASDAQ:OLLI
11,NASDAQ:PODD
11,NYSE:WCN
11,NASDAQ:FTDR
11,NYSE:GNRC
11,NYSE:PGR
11,NASDAQ:FAST
11,NASDAQ:AEIS
11,NYSE:TWLO
11,NASDAQ:TTMI
11,NASDAQ:VECO
11,NASDAQ:CNOB
11,NASDAQ:NBTB
11,NASDAQ:ARCC
11,NYSE:BTU
11,NYSE:IEX
11,NASDAQ:INTC
11,NYSE:OLN
11,NASDAQ:EXPO
11,NYSE:FL
11,NYSE:CCS
11,NYSE:ARW
11,NYSE:MLR
11,NASDAQ:SFIX
11,NYSE:KEY
11,NASDAQ:VRA
11,NASDAQ:IRMD
11,NYSE:OIS
11,NYSE:CRK
11,NASDAQ:WERN
11,NASDAQ:SCHL
