seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
11,False,0.0999970475646721,0.0906402744941926,False,0.09984944963079606,0.03419259468659947
