seed,date,strategy,NYSE:TPR,NASDAQ:SANM,NASDAQ:SCHL,NASDAQ:CSTL,NASDAQ:ZS,NYSE:USFD,NASDAQ:VRA,NASDAQ:INTC,NYSE:CCS,NYSE:TRI,NASDAQ:SIGI,NYSE:RNG,NASDAQ:BRP,NASDAQ:NWLI,NASDAQ:SRCL,NASDAQ:ITRI,NASDAQ:VRNT,NYSE:BYD,NASDAQ:PFG,NASDAQ:CAPR,NYSE:FHN,NYSE:MS,NASDAQ:WINA,NASDAQ:SIGA,NYSE:LXU,NYSE:KMT,NASDAQ:KELYA,NASDAQ:SPSC,NASDAQ:NWBI,NASDAQ:AEHR,NYSE:HOG,NYSE:NUE,NASDAQ:LSCC,NYSE:MYE,NASDAQ:ACIW,NYSE:LPX,NYSE:GHC,NASDAQ:EDIT,NYSE:KR,NASDAQ:MTRX,NYSE:GBX,NASDAQ:ICUI,NYSE:SON,NYSE:TMHC,NYSE:KW,NASDAQ:HWC,NYSE:PNR,NASDAQ:AOSL,NASDAQ:GO,NASDAQ:OTTR
16,2020-03-18,Simple + Baseline,0.100000016569435,0.10000001624102241,-3.320766528607848e-08,-3.220501186624773e-08,0.10000001548997088,-3.358624825854019e-08,6.10253358074967e-08,1.4250755453636516e-07,-1.460204291794912e-08,0.10000004390113619,6.094832468239247e-07,0.10000001665143535,0.10000001608318157,-5.242453545485282e-07,-2.497516822107385e-08,-2.689949944194333e-08,-3.668070654682657e-07,-9.682368482558068e-09,-3.3391508016596494e-07,1.9804229772576664e-07,-3.310983685674807e-08,-1.1530242831086395e-09,-1.1948773632448071e-08,-2.004242632161838e-08,-1.6329174570425484e-08,-2.332386405461138e-08,-7.195248120670494e-07,-3.2598561846462625e-08,9.58902008370008e-07,1.6142805780157317e-09,-2.6618260543053337e-08,-3.6771211250785426e-07,8.081587083859199e-07,4.2446976681870584e-08,-3.251465213844107e-08,-3.2504386678935753e-08,-3.3056888930054015e-08,0.10000001495495942,0.1000000163015982,3.467358895448401e-08,-3.3058620636120496e-08,0.10000001610954733,-3.2626945161523185e-08,-3.284095809364231e-08,-1.7821683059449905e-10,-3.215358705840315e-08,-3.2277593953272815e-08,-3.181078435052517e-08,0.0999999826916479,-6.633789767504197e-08
16,2020-03-19,Simple + Baseline,-8.021804553151504e-07,0.10000003599828776,1.4654370669227334e-08,2.0254900109650552e-08,0.10000003438795389,0.1000020584295428,0.10000277345399379,1.219060357767637e-07,3.191793312196782e-08,-1.840702145488137e-05,3.9014872354533226e-07,0.10000003382425438,-1.6511271115014583e-06,-2.683855269392543e-07,2.592740643619459e-08,1.8954119797552962e-08,-1.8207334262837884e-07,0.1000027023878501,-1.583049356925508e-07,1.4955983741236715e-07,1.5004717565987032e-08,3.775373083953984e-08,2.9299943433440936e-08,2.366973532859082e-08,2.4540878009858423e-08,2.8533284375183962e-08,0.1000019526070447,1.693040219714551e-08,5.987654789249103e-07,3.349102813642963e-08,2.8157015670163746e-08,-1.8115118915305817e-07,5.091584030074441e-07,6.219585568722484e-08,1.711962858183687e-08,1.6275883257350462e-08,1.595146431615534e-08,0.10000002996397155,0.10000003833018847,6.435133498379246e-08,2.0307423895161667e-08,9.22769333588901e-06,2.1822840548817172e-08,1.4822349140585823e-08,3.7524936475054286e-08,2.184484040136576e-08,2.551022223360939e-08,2.9287481684627767e-08,-1.0892978370323948e-06,0.10000138635143355
16,2020-03-20,Simple + Baseline,1.3891493769172422e-06,0.10000141712481352,1.1410490310276124e-08,0.09999992494539879,0.10000221648133512,-7.179438492905739e-08,6.296871544556258e-08,1.6578582570732325e-06,-9.993382206586789e-08,-3.802739378761719e-06,1.0377822469541288e-06,0.10000050454216824,0.10000156984583472,8.833793623974736e-07,3.4484646478344677e-07,-6.885920543541718e-08,2.2332446349882652e-07,-6.394512163320096e-08,1.2055591807516034e-06,5.352994270271201e-07,-5.296272986764901e-08,3.8679693066447054e-07,1.711157615501856e-07,0.09999999867731761,1.4565120836907293e-07,6.437935688131196e-07,0.03801161502202191,-7.736757067268544e-08,8.46228747750589e-07,6.558152840804922e-08,9.69487175522946e-07,0.07941007569421868,5.035526270473495e-07,-6.731434778298875e-08,-4.2896797038059594e-08,-2.025038456620516e-10,-7.498984650627408e-08,0.10000083143360645,0.08256176783135961,-9.134277289973986e-08,-8.757725839343575e-08,0.10000213698473585,7.162576793453695e-08,-7.193668274261798e-08,3.370232453562797e-07,3.0535034877684614e-08,6.875510241997015e-08,-8.775672581769992e-08,8.172947592348945e-07,2.8274460957042237e-07
16,2020-03-23,Simple + Baseline,3.426507280041346e-07,0.10000009070080532,-5.4395356515358414e-09,0.049353611310042546,0.10000067771000493,0.042376569624091004,4.0775558515583e-08,0.10000019574619114,-3.4034696447444297e-08,-1.2788640557334116e-06,3.4144016135384735e-07,0.10000004873704767,2.3528770098353606e-08,2.9709460368773283e-07,9.51346316210573e-08,-7.92570662684974e-09,0.1000000976425473,-1.7650698237714076e-08,3.7869183759780727e-07,8.110761522459388e-08,1.498505525530508e-08,3.405534956063991e-08,3.265889686061471e-08,-1.2689736777458517e-07,0.10000001988032074,-6.954135978771909e-08,3.124850883645966e-08,-6.102448391483997e-08,2.19902454983035e-07,-3.306885258379035e-08,2.2836562286630557e-07,-4.867168960523807e-08,2.7048431712872987e-08,-4.25770162585235e-09,3.854642894925205e-09,2.9119575544703753e-08,-1.7907087932912778e-08,0.10000015863284292,0.008267292126916952,-1.5456370873522475e-08,-7.993054484159939e-08,0.10000054674020155,-1.0583157324708305e-07,-3.264365623855384e-08,1.7901100644597972e-07,-1.0322494401166692e-08,-3.7037397950336106e-08,-1.592248067712094e-08,0.10000017664151473,1.1603995318770958e-07
16,2020-03-24,Simple + Baseline,6.003297890238809e-08,0.09999997916767232,1.0875738208076087e-07,0.009491411271424638,0.10000060439362915,0.06603906319493383,-4.832711642346928e-07,0.1000020974221309,2.9852582796432056e-07,-1.2630120789906063e-06,-1.8483531519339608e-07,0.09999914288024159,-2.466767209452692e-06,1.8098159503182375e-07,-7.500713872555905e-07,8.00052201879302e-08,0.09999980002454793,7.530518545364638e-08,2.820892766284964e-07,0.07929112235947629,-2.2742893939201382e-07,2.9753410993911154e-07,-4.4829847533956755e-07,-2.513039908320808e-07,0.10000065527321915,4.160073226356045e-07,-1.276888144862375e-06,3.038187332208239e-07,-3.160091731631141e-07,1.0118246572095083e-07,3.40941185601382e-07,-2.6364976958860147e-07,2.0871370790197055e-07,3.7688934092444474e-08,-1.1425389016452148e-07,1.635459625989754e-07,-1.8145151798143232e-07,0.0999985668432826,-6.1563402095296365e-06,1.628737118325141e-07,2.707017731837876e-07,0.045185643192431624,3.111115798926421e-07,1.7601479912775583e-07,-9.403003717414747e-07,4.758046991584364e-07,6.823254636503628e-07,9.603033470841209e-07,0.10000159374258719,-3.4398133354383243e-07
16,2020-03-25,Simple + Baseline,2.991447327010677e-08,0.10000003816934999,-2.7580678013296664e-08,-7.241922055613395e-08,0.1000000938045693,0.09999996781602356,-7.012409759717331e-08,-3.1274843660615666e-07,-4.987298093283568e-09,-1.1795549296127916e-07,-7.125554975646198e-08,0.09999984835605398,0.09999999819245384,5.239185716596254e-08,1.7103411982926053e-07,-3.556582298871722e-08,0.09999997107932247,-5.324083972242451e-08,5.679929399675981e-08,0.09999998858248944,-2.4247834945898437e-08,3.68366106600277e-08,4.135402498610491e-08,-6.123946317536325e-08,0.10000023685828643,1.5663044297320365e-07,-7.168332964837218e-08,-7.194640527993878e-08,8.410064943011027e-08,-5.88817545482465e-08,4.188108144630824e-08,-2.884035152037685e-08,-2.1831292598307803e-08,-3.6917785816322326e-08,-5.3325282946291575e-09,-2.0831947066342774e-08,-1.755469785258687e-08,0.0999996828478301,-1.528435903195612e-06,-1.7705444371728434e-08,2.1957466996502604e-08,1.5300302866539521e-06,6.609611730227574e-08,-1.9895564897547373e-07,6.529106399421649e-08,1.8458531447176816e-08,8.858556105139246e-08,-1.2307227363743715e-08,0.1000006987086246,-4.537103429919562e-08
16,2020-03-26,Simple + Baseline,4.369669543484037e-07,0.09999871256832706,-6.372921916194913e-07,-3.501539118914949e-07,0.09999842372469556,0.09999961538327949,-4.99431448543082e-07,0.09999898068686552,-7.133964659669218e-08,-3.764070878785494e-07,-3.4366646651455446e-07,0.09999899342160919,0.09999972357167966,2.1974972486943037e-07,-2.8114530799174013e-07,-3.8047533672736905e-07,0.0007136158355977128,0.017608052539891415,3.349240192884575e-07,0.0077103454399131514,-1.7283922514504979e-07,2.528219980942809e-07,-5.629372458783789e-07,-1.2232237616567937e-06,0.0999989932732693,1.418553078944501e-07,-2.7629199907275944e-07,-6.169720939777113e-07,-1.5793955179859546e-07,-2.619538923726228e-07,3.657689811107926e-07,-1.2295209055818858e-07,1.0691297664033321e-07,-2.5493366374444717e-07,-5.2660527450008e-07,5.2540741322336536e-08,-2.4974308129760494e-07,0.0999992978761508,-1.8575915347344868e-06,-3.026635350617009e-07,-3.4573124755509456e-07,6.18965867676961e-07,8.824380435630423e-08,0.07398270791596347,-1.3132551190785862e-07,7.713321165609345e-08,2.1770493037125715e-07,-7.688747836092944e-08,0.09999995674510516,-2.445155555431325e-07
16,2020-03-27,Simple + Baseline,2.2995503427541273e-08,0.09999981939888178,-3.5657791140641434e-08,2.350782824361586e-09,0.09999968086988048,0.09999998018993515,-6.332078524127068e-08,-3.5591448645688125e-09,-4.369238583701755e-09,0.044632748340414995,-4.1919631438763436e-08,0.09999989450192429,0.10000006546858764,7.258047460153922e-10,-3.275880778551486e-08,-3.340017625118516e-08,9.667957472920857e-08,-2.5263199035496272e-08,4.522789837616395e-08,-9.856373805001707e-10,-2.832032905300083e-08,1.4947629415737178e-08,-9.246869973816986e-08,-1.739465088591643e-07,0.09999992254301118,4.2621167892859844e-08,-3.10015100304188e-08,-4.105156740395504e-08,-4.413310372020767e-08,0.10000003107039286,4.003679966017661e-09,-9.02803171672643e-09,1.1836385162000293e-08,-2.335045229733258e-08,-5.2152433552543836e-08,-1.8413798196218687e-08,-5.8581786821094665e-09,0.0999998888881811,-5.107800097217352e-07,-1.8285786112057715e-08,-1.181751697893762e-08,0.09999993102888965,3.354861807887257e-08,4.653577702739548e-09,2.6092782166323093e-09,-5.897332954316101e-09,4.575279911144644e-08,4.613169809697884e-09,0.05536905184360498,-3.9430072920798816e-08
16,2020-03-30,Simple + Baseline,4.694252637556374e-08,0.0999985573492805,-7.632491522971589e-08,-5.708277642969255e-07,0.10000128481102843,0.10000017906385503,3.779090761660405e-07,0.10000161880397329,1.5815431114757494e-07,0.09999972756497275,-3.3827026790678137e-07,0.09999936644070918,4.98275160780502e-07,8.092215091742774e-08,1.961295699796148e-07,5.2015015026250737e-08,-6.403343043314608e-07,1.0980782492605975e-07,9.824254245370386e-08,-9.002292125297084e-10,6.059316402455382e-07,-6.833139107416952e-09,-3.091643621040338e-07,-6.972863456081381e-07,0.09999907283101721,-1.4939068738514394e-07,6.18419289799835e-07,-1.2843667477324413e-07,-5.30150342146998e-07,0.10000047591740521,-3.8646670820106196e-08,-4.631266373647091e-08,-8.012440135242012e-08,2.3195564962611179e-07,9.790848889502254e-08,3.975763044944366e-07,6.91405391790728e-07,0.0999992996310745,-1.1627175106229702e-06,2.0281059342515898e-07,-9.6469546357507e-08,0.09999989881264469,-1.4794114046934121e-07,3.469698565665551e-07,1.717449058269041e-07,-1.3439331801100057e-07,-1.2695971008577283e-07,-9.275902234265973e-07,1.715435604206145e-06,3.198279465197103e-08
16,2020-03-31,Simple + Baseline,-2.3204996671012757e-06,0.09999762965985323,3.0647102209371495e-07,0.02895927244608306,0.09999910740161777,0.09999895134094389,-4.836667850894958e-07,0.010150348535755095,-1.2207946525983717e-06,0.09999470178029979,-2.244642114753118e-06,0.09999954440141068,2.2849320620115416e-06,-1.852315536438561e-06,2.873937433694135e-07,3.970823738195161e-08,0.0009350170214207666,-6.57146729271489e-07,-3.4680305936137707e-06,-1.4960581697525066e-06,-4.704818203638102e-07,-2.9942612333493775e-06,1.2086603207495452e-06,1.5970897025932327e-06,0.09999894539336339,-8.988523559635724e-07,1.5251618710437252e-07,-1.109564114195731e-06,-5.366363069256854e-07,0.09999567159377357,-1.5890700089907304e-06,-2.6240949681717647e-06,-3.6676458334258975e-06,2.8925784905604866e-07,4.2474387924854696e-07,-2.250540449151122e-06,-6.697546692326752e-07,0.09999818931615996,1.0899264365194924e-05,5.080698777454318e-07,2.1839287583915134e-07,0.09999459484601714,-1.725011135441383e-06,-1.901578706612764e-06,7.507080006059245e-07,-1.644209353978316e-06,-2.260723583176519e-06,1.1981034837765242e-07,0.05999799485589434,-9.919482010412698e-07
