seed,date,strategy,NASDAQ:FHB,NASDAQ:ONEW,NYSE:JOE,NASDAQ:OLED,NASDAQ:ZS,NYSE:KEY,NYSE:RRX,NASDAQ:OPCH,NYSE:ARW,NYSE:VVI,NASDAQ:LSEA,NASDAQ:KLIC,NYSE:LEN,NASDAQ:SLGN,NYSE:CMP,NASDAQ:HOPE,NASDAQ:NWBI,NASDAQ:LITE,NASDAQ:HWC,NYSE:UVV,NASDAQ:LSTR,NYSE:ALL,NASDAQ:ICHR,NASDAQ:IBOC,NYSE:LII,NYSE:SMP,NASDAQ:WINA,NYSE:BTU,NYSE:MCD,NYSE:AWR,NASDAQ:TRS,NASDAQ:ATEX,NASDAQ:POWI,NASDAQ:ROST,NYSE:PNR,NASDAQ:JRVR,NYSE:TRN,NYSE:BBW,NYSE:GNRC,NYSE:HP,NYSE:FDP,NASDAQ:EEFT,NASDAQ:MORN,NYSE:SMG,NASDAQ:AAOI,NASDAQ:POOL,NASDAQ:SIGI,NASDAQ:TCMD,NYSE:GKOS,NASDAQ:ZM
25,2020-03-18,Simple + Baseline,0.10000001412191027,8.618192615244888e-08,0.10000002224009379,-2.3047053097091315e-08,0.1000000205557301,3.5586295460630364e-08,-5.078483912615978e-08,8.697341383259995e-08,-6.507521258865809e-08,8.676744277306384e-08,0.1000000212751545,1.7881509138497525e-07,-1.3406919670932398e-08,1.0950587240846868e-07,3.218112588583015e-08,1.454251867962208e-07,-7.315376158885034e-08,-5.4830603196217874e-08,-6.341894550568876e-08,0.10000000897937998,2.548042643791772e-07,-5.929538701548241e-08,8.624146987423723e-08,8.712234973435272e-08,9.448707993689241e-09,2.4150056003472357e-09,4.349770819220704e-08,8.683112795823956e-08,1.3177727823662551e-07,0.10000003941576628,-4.092312422125512e-08,4.643563049677012e-07,1.3741057961750545e-08,-5.669649538374091e-08,-5.831609844202036e-08,7.975400556579317e-08,-1.114395982761175e-06,-1.2434455032268615e-07,1.85748746772743e-07,-5.186239515852256e-08,0.10000002645680159,-6.55565128721605e-08,-5.651149662229382e-08,-1.4663289557474497e-08,-2.444657845574131e-07,0.100000013903063,0.10000001935131515,-1.2185691484887247e-07,-6.095000166365324e-08,0.10000002008138495
25,2020-03-19,Simple + Baseline,-1.183388446217194e-06,2.911275270868067e-08,0.0999999901113901,-3.613246392154513e-08,0.09999998791463927,-1.053186086142975e-09,-5.057127237158581e-08,3.036717146987425e-08,-5.996534047358677e-08,3.332736200991744e-08,-6.208467714629474e-07,8.270439727427484e-08,-2.9251312041227746e-08,4.2543835360000296e-08,-2.7428405101459387e-09,6.361043179166255e-08,-6.47475887299425e-08,-5.3397335969672594e-08,-5.8064513889384295e-08,4.608043563630422e-06,1.2827352145428144e-07,-5.5318129323875075e-08,2.9570082080616148e-08,3.3260359088303906e-08,-1.7286148272240463e-08,-2.086277777024925e-08,3.3812894878500563e-09,2.9357720402659595e-08,0.09999943749944333,0.09999999790787514,-4.536959090582421e-08,0.09999946601913952,-1.309653993219418e-08,-5.515690132226352e-08,-5.406456703984792e-08,2.643524636804769e-08,-6.752171166049831e-07,-9.566660935462043e-08,8.70215243169789e-08,-5.019623036597343e-08,0.09999999155617102,-6.077471964303292e-08,-5.5330140288852375e-08,-2.9677366979607493e-08,0.09999947804741695,0.09999998449675736,0.0999999883730006,-9.247438651651656e-08,-5.547377403187015e-08,0.09999998752741078
25,2020-03-20,Simple + Baseline,-2.850071375435478e-07,-5.532154005401522e-09,-1.8845325709289184e-09,-1.2032322286844108e-08,0.10000000210353892,-8.202395141459123e-09,-1.7741454120956195e-08,-8.507579582189613e-09,-1.744267859914671e-08,-5.980880508816777e-09,0.10000000380008296,1.609639115997394e-08,0.09999998679512659,-9.273484584894308e-10,-1.3888498048689729e-08,3.4310912247323136e-09,-2.4740073069183446e-08,-1.9809425592617098e-08,-1.8881201220415536e-08,9.623913229027664e-07,1.3660152620257988e-08,-2.2946695096134165e-08,-5.9220376949052635e-09,-9.75456131812814e-09,-1.2326242111352655e-08,-1.649126948943536e-08,-1.4190946040448831e-08,-5.335190209110564e-09,0.09999992617395267,0.10000001004070583,-1.8463802745343997e-08,-4.052127285607122e-09,-1.9202883063310352e-08,-1.5756091449554503e-08,-2.239685890657987e-08,-1.072349716570847e-08,-9.143401626719881e-08,0.09999997297560778,4.050186216247921e-09,-1.7663848546924323e-08,0.10000001840285368,-1.5111430799938908e-08,-3.105776010153957e-08,-1.2177311346573061e-08,0.09999996395750507,4.261339979731219e-09,0.0999999819427511,-5.046900499800215e-08,-1.1659232030429018e-08,0.0999999777055144
25,2020-03-23,Simple + Baseline,-5.983152914111384e-08,1.0324132134972137e-08,0.09999816930131447,2.4165142689296087e-08,0.10000008204713469,1.7252998075495985e-08,3.123494992503533e-08,0.10000001946780958,3.1045189793703225e-08,1.0158773860418037e-08,0.1000001112160477,4.674241239346716e-08,2.869472109540757e-08,9.387808109732094e-08,3.855494685738045e-08,6.713136822844009e-08,3.586770734340334e-08,2.516492361420587e-08,2.879822749049231e-08,2.788713202203612e-07,9.512353003183845e-08,4.427645306312931e-08,1.1583708908628557e-08,1.0985517723939719e-08,2.26435507766333e-08,4.585482035748944e-08,3.012594133807628e-08,9.928672933347956e-09,3.969129345256213e-08,0.0999999930044906,2.9796581578576827e-08,9.594448613611979e-09,5.022662542544371e-08,3.0692902781416174e-08,4.321358675644805e-08,2.0271977803968085e-08,2.2911268271828843e-08,2.3420211824166858e-08,5.623902576275952e-08,2.7628169000690115e-08,0.09999999893660785,2.3858695921914605e-08,0.10000008666438141,2.2225335070164682e-08,0.10000002604044649,-2.1088398311900807e-09,0.10000005419276314,4.224050712623161e-08,1.2361276486273781e-08,0.10000002772844181
25,2020-03-24,Simple + Baseline,6.818342018904952e-07,1.174834031480497e-07,1.1468828471077995e-06,3.4430346761881533e-07,0.10000255686096578,2.6926051860656664e-07,5.29475892034828e-07,0.10000028005907292,4.358141201953443e-07,1.0386070235824033e-07,0.1000029092031563,6.517999896646596e-07,2.900884113899015e-07,2.105682264480452e-06,7.028731139825975e-07,7.717300526349505e-07,8.006173030694778e-07,4.577238078680307e-07,2.2385422350092142e-07,7.038859018936054e-07,1.0302249826548305e-06,7.678391210206764e-07,1.8015879414854982e-07,1.1198797335625425e-07,8.659325162066637e-07,1.1885669616975865e-06,6.757368828215223e-07,2.0136991442137577e-07,0.1000004110615397,0.10000012570558263,6.236475988344888e-07,2.0590545443683527e-07,5.862981326467458e-07,4.3209832077842657e-07,2.985602194843382e-07,3.116981185326278e-07,7.624510501480805e-07,6.566587338519364e-07,8.360344636228033e-07,0.06953035528222398,0.10000061647201922,4.449945483860522e-07,1.4864684352203914e-06,2.846269663630779e-07,0.10000052359549079,0.03043818228155017,0.10000091433022444,3.750960876619891e-07,2.2474229115493954e-07,0.1000002232785982
25,2020-03-25,Simple + Baseline,-9.601573195655267e-08,1.3136242865989247e-08,2.1779882758994972e-07,3.4809868058877574e-08,0.09999992324268182,2.2665202283158607e-08,4.5153162017425955e-08,0.10000000814950064,4.1096314136027854e-08,3.495380983888762e-09,0.09999983803356935,-3.169395296907195e-08,0.10000000591364853,-4.336850678010767e-08,9.948262626004292e-08,-2.5580889003091264e-08,-5.9080042427213703e-08,2.874262135897567e-08,2.365281942777614e-08,-7.17783123611793e-08,-8.161693888539537e-08,-2.3766679989243123e-08,5.5570114932836475e-09,5.715925735686188e-09,-5.452724631339421e-08,1.0037174865626025e-08,-1.995454805558367e-08,7.141756378502414e-09,-6.083670823437092e-08,0.10000000080388548,6.828074049480576e-08,2.1127041445376185e-08,7.242134600057915e-08,0.09999998327641935,2.5689429486772835e-08,1.4142771558741074e-08,-1.784098120324922e-08,6.178604629886798e-08,-4.287869088931225e-08,1.2992696083211263e-08,0.10000005664112593,3.4571342807416735e-08,0.0999999981391168,2.126419558691013e-08,0.10000004248256575,-1.5351064733423e-08,-9.463389857299161e-08,3.823786444640791e-08,-8.636708148316734e-09,0.09999996256816297
25,2020-03-26,Simple + Baseline,4.4463755194502586e-08,-1.6796524544333752e-07,2.155916300602156e-07,-2.6838497336904554e-07,0.1000006454979642,-2.1623901786828732e-07,-1.314440299727429e-07,0.09999986797716731,-2.0167642199083937e-07,-1.1786674478677202e-07,0.10000143231364314,-1.4385944191906778e-07,0.09999986463559025,6.924920539291901e-07,-4.1022049719084234e-08,-2.8088264953343078e-08,-8.732969144556802e-08,-4.609646822228654e-08,-2.5156473415411127e-07,-4.432249332243987e-09,1.8412514192866344e-07,-9.56733734290411e-08,-1.5237764278088122e-07,-1.5083135445230161e-07,-3.883621064444809e-08,2.619212680549789e-07,-1.0106043089166115e-07,-8.740780134892051e-08,-2.3401653604471316e-07,0.10000020222534184,-1.3843091631094875e-07,0.039114442267367655,-1.673844058745127e-07,0.09999977706291306,-1.7864171103537276e-07,-1.377190562807345e-07,-5.077170969719345e-08,2.6633993292489603e-07,-1.2218392951587643e-07,-1.7211049648584314e-07,0.10000048282130332,0.017729502786615416,2.535266918874176e-07,-2.0606893009925739e-07,0.09999993209274986,3.895504372778171e-08,-4.393319176302607e-08,0.043155398577874024,-1.3665672147262945e-07,0.10000040624362569
25,2020-03-27,Simple + Baseline,-1.250512187048577e-06,-2.813162852511246e-07,1.1729934147877496e-06,-1.1843457091150655e-06,0.10000077904807492,-1.0986573852240703e-06,-2.851472198280347e-07,0.06116938608284487,-3.697091266338055e-07,2.740114492940829e-09,0.10000578874453972,-1.7918791364832796e-06,0.09999825617058708,7.664848786779716e-07,8.372666233903819e-07,-1.4571096599800573e-06,-1.3392897553551057e-06,2.096841446654751e-06,-1.1143221564500692e-06,-1.3333648536347795e-06,-3.075969822232897e-07,-6.497479968479899e-07,-1.266168403402049e-07,8.934276513670367e-08,-1.8390873949140404e-06,1.096443898012646e-06,-7.63235174522984e-08,1.7542838208410311e-06,-1.762346596690928e-06,0.09999813610412774,1.6490072665133563e-07,-1.2516847187264282e-06,-4.416610816756189e-07,0.09999840267490075,-1.011185419917787e-06,1.2486167242019243e-06,-3.104475762943111e-07,1.0106995652981144e-06,-1.8014316331872444e-06,-3.430324275375807e-07,6.981022223967216e-07,0.026474586390230224,0.08391440599508336,-1.0950943807260797e-06,0.10000044312607283,0.0999989242367414,-3.46793905388334e-07,0.028451325862814385,-3.178544543936598e-07,0.10000178790509108
25,2020-03-30,Simple + Baseline,-1.947218817553994e-06,-2.0468754181664444e-07,-5.3398632775519275e-06,-8.839913373271947e-07,0.09998522285386817,-4.739520970077235e-07,8.178763863984129e-07,0.04253049643990622,-8.350381817801961e-07,1.1384754762614248e-06,0.0999836439280785,-1.061099541210175e-06,0.09142829856473494,0.05155999541282128,-2.6292348314019176e-06,-2.3068061876124685e-06,-9.181453300482834e-07,4.2271700383609124e-07,-3.0760617422388423e-07,-3.921559187679383e-06,-5.450410706822753e-07,1.8716247776925487e-06,8.34289027206657e-07,1.0165789728030773e-06,-7.667903857167486e-07,-4.301267213221159e-06,-1.4466927608385104e-06,-5.416602039449895e-07,-2.2153805004965697e-06,0.09999684605603541,-1.147434661919988e-06,0.03744460345041787,-1.2246837004554626e-06,0.10000045947538401,4.986380903477389e-07,5.870047539362441e-08,-1.3203595561707054e-06,-4.190013022819621e-06,-3.752604729720527e-07,-9.339473165141108e-07,-4.749873449854563e-06,-5.398787091648765e-07,-5.325120412203684e-06,9.260895226674906e-07,0.09999689203481461,0.09999708771831359,-5.041543223408386e-06,0.07712536971127872,9.159313194260612e-07,0.09999813925041315
25,2020-03-31,Simple + Baseline,-6.748299739210439e-07,-1.0149623387713866e-07,-2.4142796537288635e-06,-3.345906895708324e-07,0.09999532205412415,-2.0244761817684447e-07,-1.861909263021267e-07,0.06876360979605893,-5.09245674168435e-08,6.3102016770184e-08,0.09999013161536144,-4.415552837220152e-07,0.026249247219081076,0.08077154860967434,-8.941325910611227e-07,-3.744924450060711e-07,-6.620493980016501e-07,-4.202205194259632e-07,-1.721299524882574e-08,-1.281791343177433e-06,2.2970251879986896e-07,4.43728688753995e-08,-2.0896809620914723e-07,5.153267445321845e-08,-8.325924595163044e-07,-3.153512230657177e-06,-1.0379301718758049e-06,-6.397864665837059e-07,-2.494055705677692e-07,0.09999968886103518,-8.990576027999141e-07,0.09999963007691397,-1.0690781247865559e-07,0.09999965058549043,2.7517154272762865e-07,-3.0542584453899567e-07,-8.611181644639762e-07,-1.0485005137492096e-06,-1.5475805240328384e-07,2.3719759771960282e-07,-6.538940731917907e-07,-3.794960663303719e-07,-2.660060466001042e-06,-7.401767860061213e-08,0.09999903864125229,0.09999867454892655,-1.2830890245583923e-06,0.024256028614555402,1.1194553217247217e-07,0.0999990315881374
