seed,nan_simple_baseline,nan_ar1_baseline,nan_simple_advanced,nan_ar1_advanced,avg_max_weight_simple_baseline,avg_max_weight_ar1_baseline,avg_max_weight_simple_advanced,avg_max_weight_ar1_advanced,avg_turnover_simple_baseline,avg_turnover_ar1_baseline,avg_turnover_simple_advanced,avg_turnover_ar1_advanced
19,False,False,False,False,0.09999991907051098,0.09982309474908867,0.09999405824466125,0.09981675992155614,0.13756082195476316,0.06870694491906747,0.1365459639891475,0.07014974888668163
