date,seed,strategy,asset,weight
2020-03-25,6,Simple alpha + Basic + One-Step,NYSE:MTZ,2.5133272375066657e-08
2020-03-26,6,Simple alpha + Basic + One-Step,NYSE:MTZ,7.482308724757561e-08
2020-03-27,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-03-30,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-03-31,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.09999742973156564
2020-04-01,6,Simple alpha + Basic + One-Step,NYSE:MTZ,3.313399269870448e-07
2020-04-02,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-04-03,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-04-06,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-04-07,6,Simple alpha + Basic + One-Step,NYSE:MTZ,1.4135179246659074e-07
2020-04-08,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.09999563089364151
2020-04-09,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.09999045013418846
2020-04-13,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-04-14,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-04-15,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-04-16,6,Simple alpha + Basic + One-Step,NYSE:MTZ,6.851532519520491e-08
2020-04-17,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-04-20,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-04-21,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-04-22,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-04-23,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-04-24,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-04-27,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-04-28,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-04-29,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-04-30,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-05-01,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-05-04,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-05-05,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-05-06,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-05-07,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-05-08,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-05-11,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-05-12,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-05-13,6,Simple alpha + Basic + One-Step,NYSE:MTZ,1.149020635157236e-08
2020-05-14,6,Simple alpha + Basic + One-Step,NYSE:MTZ,5.314905318515621e-08
2020-05-15,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-05-18,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-05-19,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-05-20,6,Simple alpha + Basic + One-Step,NYSE:MTZ,3.3887700741925375e-07
2020-05-21,6,Simple alpha + Basic + One-Step,NYSE:MTZ,9.309934439570793e-08
2020-05-22,6,Simple alpha + Basic + One-Step,NYSE:MTZ,3.537156860540935e-07
2020-05-26,6,Simple alpha + Basic + One-Step,NYSE:MTZ,2.0248733062744365e-08
2020-05-27,6,Simple alpha + Basic + One-Step,NYSE:MTZ,1.6252432797143234e-07
2020-05-28,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-05-29,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-01,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-02,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-03,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-04,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-05,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-08,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-09,6,Simple alpha + Basic + One-Step,NYSE:MTZ,1.1445838729475331e-07
2020-06-10,6,Simple alpha + Basic + One-Step,NYSE:MTZ,7.861403371167873e-08
2020-06-11,6,Simple alpha + Basic + One-Step,NYSE:MTZ,2.74560965376047e-07
2020-06-12,6,Simple alpha + Basic + One-Step,NYSE:MTZ,2.9083801413006286e-09
2020-06-15,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-16,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-17,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-18,6,Simple alpha + Basic + One-Step,NYSE:MTZ,2.3196650825991187e-07
2020-06-19,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-22,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-23,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-24,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-25,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-26,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-29,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-06-30,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-07-01,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-07-02,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-07-06,6,Simple alpha + Basic + One-Step,NYSE:MTZ,4.0194588557687144e-07
2020-07-07,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-07-08,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-07-09,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-07-10,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-07-13,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-07-14,6,Simple alpha + Basic + One-Step,NYSE:MTZ,4.267086580604484e-08
2020-07-15,6,Simple alpha + Basic + One-Step,NYSE:MTZ,5.101258661622259e-08
2020-07-16,6,Simple alpha + Basic + One-Step,NYSE:MTZ,2.146047516038427e-07
2020-07-17,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-07-20,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-07-21,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-07-22,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-07-23,6,Simple alpha + Basic + One-Step,NYSE:MTZ,5.239083860182392e-08
2020-07-24,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-07-27,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-07-28,6,Simple alpha + Basic + One-Step,NYSE:MTZ,1.3067192558575424e-07
2020-07-29,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-07-30,6,Simple alpha + Basic + One-Step,NYSE:MTZ,1.9335584463905085e-07
2020-07-31,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-08-03,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-08-04,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-08-05,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-08-06,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-08-07,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
2020-08-10,6,Simple alpha + Basic + One-Step,NYSE:MTZ,0.0
