seed,asset
13,NASDAQ:LSEA
13,NASDAQ:QUIK
13,NYSE:VVV
13,NYSE:SO
13,NYSE:IBP
13,NASDAQ:CNOB
13,NASDAQ:MSEX
13,NASDAQ:OSW
13,NASDAQ:PLAB
13,NASDAQ:TER
13,NYSE:FCF
13,NYSE:RNG
13,NYSE:CMP
13,NYSE:FIS
13,NYSE:TDG
13,NYSE:FIX
13,NYSE:AWR
13,NYSE:LEN
13,NYSE:BLK
13,NASDAQ:TXN
13,NASDAQ:GEVO
13,NYSE:BCC
13,NASDAQ:HOPE
13,NYSE:ROG
13,NYSE:INSW
13,NASDAQ:SHEN
13,NYSE:KGC
13,NASDAQ:IESC
13,NASDAQ:MBWM
13,NYSE:AEE
13,NASDAQ:CHTR
13,NYSE:ORA
13,NYSE:PBH
13,NASDAQ:ZS
13,NYSE:FDX
13,NYSE:MC
13,NYSE:DDS
13,NYSE:RYAM
13,NASDAQ:MORN
13,NYSE:HI
13,NYSE:USFD
13,NYSE:HOG
13,NASDAQ:NEOG
13,NASDAQ:CTMX
13,NYSE:EVRI
13,NASDAQ:GO
13,NYSE:HL
13,NASDAQ:PFBC
13,NYSE:HESM
13,NYSE:TMHC
13,NYSE:HRTG
13,NASDAQ:UBSI
13,NYSE:GRC
13,NASDAQ:TBBK
13,NYSE:OIS
13,NYSE:STC
13,NYSE:PLOW
13,NYSE:FL
13,NASDAQ:FBMS
13,NASDAQ:MGPI
13,NASDAQ:CRNT
13,NASDAQ:EBAY
13,NYSE:GBX
13,NYSE:MXL
13,NASDAQ:WERN
13,NASDAQ:PRDO
13,NASDAQ:NWLI
13,NYSE:FHN
13,NASDAQ:AEHR
13,NYSE:NFG
13,NYSE:GNRC
13,NASDAQ:AVGO
13,NASDAQ:PBYI
13,NASDAQ:AAOI
13,NASDAQ:FARO
13,NYSE:GSBD
13,NYSE:CPB
13,NYSE:LII
13,NASDAQ:TILE
13,NYSE:PGR
13,NYSE:HTH
13,NYSE:DBI
13,NYSE:MOV
13,NASDAQ:FATE
13,NASDAQ:VECO
13,NASDAQ:LSCC
13,NASDAQ:WSBC
13,NASDAQ:ROKU
13,NASDAQ:NBTB
13,NASDAQ:POWI
13,NASDAQ:QURE
13,NYSE:MPC
13,NYSE:LUV
13,NYSE:WLK
13,NASDAQ:EXPO
13,NYSE:PAGS
13,NYSE:USPH
13,NYSE:ACM
13,NYSE:KOS
13,NASDAQ:CYRX
