seed,date,strategy,NASDAQ:ADBE,NYSE:ALK,NASDAQ:OTEX,NYSE:KEY,NYSE:RJF,NASDAQ:ICHR,NYSE:PKG,NYSE:PAR,NASDAQ:CTMX,NASDAQ:RDNT,NASDAQ:DGII,NYSE:MOV,NASDAQ:NBIX,NASDAQ:ATEX,NYSE:ES,NYSE:HII,NYSE:MTDR,NYSE:FSS,NYSE:OMF,NYSE:RRC,NASDAQ:MCRB,NYSE:GNRC,NYSE:MO,NYSE:FIX,NYSE:EVRG,NYSE:STC,NYSE:PAG,NYSE:BTU,NASDAQ:PPBI,NASDAQ:TXN,NYSE:FF,NYSE:SKX,NYSE:INSW,NYSE:HP,NYSE:DBI,NYSE:LXFR,NYSE:USFD,NYSE:USM,NYSE:ARCH,NASDAQ:LANC,NYSE:EW,NASDAQ:FIVN,NYSE:GIL,NYSE:KW,NYSE:FVRR,NYSE:EGO,NASDAQ:TILE,NYSE:ALL,NASDAQ:PODD,NASDAQ:GO
18,2020-03-18,Simple + Baseline,6.0543006803499505e-09,-9.85402085904803e-09,7.3095303443131116e-09,-7.601541692755903e-09,5.662806509802816e-09,-1.492034429800001e-08,8.058308061796272e-09,-2.8645379131984466e-09,6.771855909995169e-10,-1.916829456458289e-08,-1.3993223902311533e-08,7.941900492722363e-09,5.949188260835286e-09,4.3286768602027085e-09,0.10000000692920813,0.10000001441060113,-3.691246137308224e-09,2.4947480089572432e-09,-1.9323504999238897e-08,4.2641624501590245e-09,2.2901048607426356e-09,5.0413943140208895e-09,7.745287388295477e-09,4.7226272131616775e-09,0.10000000818806407,-1.027244824746903e-09,-5.697608203895586e-09,-1.1351700388875326e-08,-9.869486399114862e-10,5.851240683906787e-09,-3.3859448685904395e-10,0.10000000812655667,-5.239187584779852e-09,-3.950948945592117e-09,-9.44313800351541e-09,0.10000001464821567,-8.392569053393193e-09,0.100000009394684,-7.669709081097242e-09,0.10000000747959639,0.10000000185174211,7.229052141347725e-09,-7.496514353619581e-09,2.931552125212073e-09,7.948637396468057e-09,-6.756302715482413e-09,-2.0829635806239997e-08,-1.8467172160264384e-09,0.10000000787602407,0.10000000704188383
18,2020-03-19,Simple + Baseline,5.172945270045571e-09,-6.1313433266674376e-09,5.649399084900984e-09,-3.1858472918629628e-09,4.0121377571235205e-09,-8.009441139529753e-09,5.9886488657328764e-09,-2.317141158143587e-10,0.09999650878485321,-9.469448837737767e-09,-9.145275014300677e-09,5.054583815030814e-09,5.162857287051396e-09,0.09999650699409686,-3.834996291552145e-06,0.100000011223287,0.09999658336124438,3.0204267970614544e-09,-1.0793454196475035e-08,4.095596718295982e-09,0.09999643956884377,4.157227245121446e-09,5.702960520243208e-09,3.822352507905835e-09,-3.7082334549543935e-06,8.260760663036865e-10,-2.4737849253587677e-09,-5.6041275522672915e-09,6.028765098310056e-10,4.812303189893001e-09,5.799703461270828e-10,4.831264289940437e-06,-1.6060383652346087e-09,-2.2233004655085187e-09,0.09999742423368822,0.10000001167489043,0.09999651747818797,1.566124830883851e-05,-4.049980493642592e-09,0.10000000724819476,1.0841085775579793e-05,5.632078980354338e-09,-4.008172353032787e-09,2.8941489771314985e-09,6.343923685501912e-09,-3.5405609220533617e-09,-1.2535962253725715e-08,-5.57292963631003e-10,0.10000000757419035,-3.7985049516832663e-06
18,2020-03-20,Simple + Baseline,-3.336128458000069e-08,-1.767750560124211e-08,-6.847665373714256e-08,-7.170291146261982e-09,-1.2724733742733837e-07,-4.353659624144012e-09,-2.3126835476708272e-07,-9.656979478420939e-09,0.09999966148921245,-2.0489708115648246e-09,-5.269549206972547e-09,-3.3347574641162064e-08,0.09999994963024246,-7.77056321632445e-09,-6.039070204602078e-07,0.09999996410392313,0.09999994398044104,-1.8696109090953335e-08,-3.5375961734971467e-09,0.09999996126839739,-1.1813946141105459e-08,-5.0605237404171394e-08,-8.953565780939816e-08,-7.142205251044316e-08,-4.3339672592748444e-07,-1.5275630523951015e-08,-1.2106681912919385e-08,-4.457132097172422e-09,-1.733464589785223e-08,-4.512890179781407e-08,-3.042370787849479e-08,0.09999973851786075,-6.97632793144327e-09,-2.452709726848295e-08,-5.04045293155359e-10,0.09999998249299469,-3.4694849998976664e-09,1.6347316224811138e-06,-1.3430275316767153e-08,-1.2101181897012214e-08,1.3912316674687954e-06,0.10000002092805618,-1.432650683479147e-08,-2.1042124866416893e-08,-4.933915923380149e-08,-1.5282538813389924e-08,-4.67496460991246e-09,-3.2204148451047535e-08,0.09999995549467902,0.09999995048767178
18,2020-03-23,Simple + Baseline,-7.496920591226415e-09,-1.4608721364753132e-08,-2.313066964210315e-08,-4.5812048006110174e-08,7.611386933322794e-09,-2.438436630526414e-08,-1.100291098055711e-07,-3.7951756108064446e-08,0.09999991308845765,-2.1877735183724216e-08,-1.0192340915985953e-08,6.243126033904938e-08,0.09999992472736788,-2.376131495870129e-08,-6.3288821723630095e-09,0.1000000650065379,0.09999996835297358,-5.113521012923703e-08,-3.019641176445303e-08,-9.178166565354493e-08,0.08716588338469494,-4.858730161625124e-08,-5.987292673485679e-09,-9.037937811841607e-08,1.7961524355050846e-08,-5.713275919660529e-08,-4.3536739983651514e-08,-2.7331879094188298e-08,-5.1502684551832515e-08,-9.288942416045666e-09,-3.0170532365351173e-08,0.09999989821637743,-2.0397805800567773e-08,-7.715205125267371e-10,-1.3819650090604171e-08,0.10000005655174536,-3.0928134458801074e-08,2.5270083149124817e-07,-5.31844619050691e-08,-4.3057598573761815e-09,1.9774093650811874e-07,0.10000006486561053,-1.715529653570504e-08,-1.7569867211598467e-08,0.012834761974623726,-4.9802228277525966e-09,-2.2291480728713378e-08,-3.780835393113989e-08,0.09999994385601234,0.10000006711305606
18,2020-03-24,Simple + Baseline,-7.134768895089724e-10,4.345954632166268e-11,-2.202784019168575e-09,-9.07832082905602e-10,2.970923716079681e-09,-3.20404724126605e-11,-1.9356092068200328e-08,-1.2911233530357975e-09,0.09999999716138219,-4.8068693584586294e-11,-1.6482172478606727e-10,8.826009511837666e-09,0.05007905419673471,-5.506049711632668e-10,2.9708028200640627e-10,0.10000001081041315,0.09999999949631463,-3.456095143530671e-09,-1.6925663055338954e-10,-6.0275244045640675e-09,0.09999999923345382,-5.262309719584505e-09,1.466849206731803e-09,-7.905581681625556e-09,1.936781568218019e-09,-3.2831649007554574e-09,-1.1125886275744642e-09,-3.566208774510682e-11,-2.6626323205056224e-09,-4.78555603441882e-10,-1.9759564744444754e-09,0.0999999824739583,-2.9344176183561604e-10,1.4975317213581512e-10,0.008412638975890369,0.10000000586499835,-3.9504532686477194e-10,3.7923086167235805e-08,-2.3786794452563216e-09,6.469570438672928e-10,1.4553769982972618e-08,0.10000001556327777,-1.3200447409955583e-10,1.0154856603693924e-10,0.04150828819610391,3.0723096026154316e-10,5.324126815905875e-12,-3.0588225281777214e-09,0.09999998968205205,0.10000001300958969
18,2020-03-25,Simple + Baseline,1.129127901716851e-06,-9.485424072691697e-08,-7.745012164500197e-07,-3.9579044727536936e-07,-7.364652652518477e-07,-1.508684584629433e-07,-1.8973755706922084e-06,-3.2398345949945157e-07,0.039330877350547584,-5.1749134183028314e-08,-1.0540453731480363e-07,-7.723090596984673e-07,0.09999794357799698,1.571912310468409e-07,-1.7781086069082808e-07,0.09999919790892324,0.09999977551730746,-6.205179722147595e-07,-3.643674947042005e-07,-2.453267562214909e-07,7.896852820473892e-07,-1.1052354006411712e-06,-1.0771314938896332e-06,-1.0004907803583665e-06,1.2016581762215347e-07,-6.560335410079874e-07,-4.6530659535251024e-07,1.8568943988965543e-07,-5.744102361515276e-07,6.794865803085047e-07,4.4303613774679125e-08,0.09999824615934545,4.584843872694908e-07,4.9535099167936506e-08,-8.097124104802573e-08,0.10000081885111686,0.09999964280919676,2.0504093230836207e-06,-6.489237543241746e-07,1.2706492556092123e-07,-4.83286875653077e-07,0.10000102684411126,1.14565650835163e-07,-3.680152003980037e-07,0.06068198579566463,8.699872787008188e-08,-2.1609140505924815e-08,-6.118031101307378e-07,0.09999842883600535,0.09999986993535515
18,2020-03-26,Simple + Baseline,-3.5377708112676084e-07,-8.675138871423805e-07,-3.2239709713655525e-06,-5.222267121469294e-07,-2.490158413022662e-06,1.553641656614367e-08,-3.7187193043499286e-06,-7.337032541025045e-07,0.05478949292416367,3.890582429386735e-08,-1.1470577584836133e-06,-3.910903077624247e-06,0.09999673647279751,3.2045761867260323e-07,-1.604425971009377e-06,0.09999570126555618,0.10000014497006607,-1.2401865577118578e-06,-2.586599951771379e-07,1.1350241031536535e-06,1.3333590791405633e-06,-2.954815373104798e-06,-3.391967138311298e-06,-2.422849325309404e-06,-1.333386998089362e-06,-8.420062794462918e-07,-5.496449325714899e-07,1.5425987970981879e-06,-1.0327994799458237e-06,-1.291940579712253e-06,-1.4951892890920887e-06,0.09999393461899032,6.381214087720806e-07,-7.732185617033232e-07,3.8456804331034933e-07,0.050340143005744076,0.09999985348434169,1.6387818343007344e-06,-4.483039679910452e-09,1.8546362182989514e-07,-9.780770338089438e-07,0.09999739206660087,-6.223579775829204e-07,-1.1782899777799886e-06,0.09493287264623095,-2.57275966624104e-07,8.672294233180352e-08,-2.716641392049416e-06,0.09999469534609291,0.09999364073060218
18,2020-03-27,Simple + Baseline,-1.978938461928117e-07,-3.536958703442169e-08,-6.091311121936788e-07,7.20002655418263e-08,-5.167656483437353e-07,1.3684248175976515e-07,-8.757628763183484e-07,1.788912046813633e-07,0.09310283202467681,1.6626251770341865e-07,1.577597380202844e-08,0.09124696402644235,-3.816739800392199e-07,1.6818061937790736e-08,-4.653958513775104e-07,0.09999911092814363,0.10000001549083677,-2.2939863446174775e-08,9.555220874387044e-08,-2.2424497782549346e-07,0.008909610802492068,-3.9738552115679924e-07,-7.658934315371858e-07,-2.811285829382385e-07,-3.6163540976628124e-07,-5.15671122723482e-08,4.880020381691794e-08,1.2081871078157495e-07,-8.508979779992757e-08,-4.751795653902993e-07,-2.8863827051117967e-07,0.09999884890856686,-7.179095518428941e-08,-1.2460066915003612e-07,3.727323546983827e-08,-6.647268233904812e-07,0.10000015884159809,0.006753579268102213,2.5302376955738785e-07,-4.8156950307223895e-08,-4.143654226909205e-07,0.09999860696642467,3.597716394368844e-08,9.227310318093619e-08,0.10000029024671066,2.0357314390242454e-08,4.2587250893494726e-08,-3.1477243074939396e-07,0.09999843408533336,0.09999789222133344
18,2020-03-30,Simple + Baseline,3.2784940415458946e-07,1.527948803655836e-07,-1.30441213692569e-07,2.9341721414381534e-08,3.2618765431982135e-08,-1.2341736037684432e-08,1.2419354376361944e-07,-5.824792379634328e-08,0.09999958416223984,-5.1078883903055484e-08,5.715904474718049e-07,0.03841130913426945,0.1000006961387748,-4.695711703544601e-07,-3.70525600191955e-08,0.09999982322279774,0.01677174543418514,-7.933364207876698e-08,1.6347977055936033e-07,-2.86407110294758e-07,0.10000009132675594,-2.8465227891682363e-08,1.7516580632287234e-07,-3.946284190336594e-08,-2.949027393110686e-07,5.4964111441881565e-08,-1.6487869713247577e-08,-1.664931837676827e-07,2.882004454768356e-08,-9.729742080003128e-09,1.9092816988114604e-07,0.099999817238837,-2.4711271985105775e-08,6.97616578120194e-08,-1.660910126562838e-07,-4.214453590213136e-07,0.09999993542834873,4.492503553797777e-07,2.158402128025899e-07,-5.191718145904118e-07,-4.4356735899016886e-07,0.10000073511608251,3.1624392798788874e-07,-5.2875630116522456e-08,0.10000060793596965,1.3800861095096692e-07,1.7504008995644045e-07,5.465101868657251e-07,0.09999991059432606,0.04481528438201654
18,2020-03-31,Simple + Baseline,8.101654947103503e-08,9.539918067756278e-09,-2.302676323136437e-08,1.583807575974016e-09,4.125816356395265e-09,1.6988845022751878e-09,2.1801729376886134e-08,-2.2334087818341696e-09,0.09999997506918583,-5.6026870061519915e-12,2.3872998437518025e-08,0.09999998431123146,-3.5202384346388125e-08,-3.6915286175426004e-08,-7.596373391210604e-09,0.09999997266617361,0.10000000273012136,-1.1942587296138265e-08,8.296862525242654e-09,-2.162205303573546e-08,0.10000001158974701,-3.4808325386228543e-09,3.479365379501547e-08,-3.0892294939343656e-09,-3.378162948534494e-08,1.0891073137547946e-08,2.4036749782211507e-09,-1.100869924376565e-08,1.959867748030933e-09,-4.332705872297148e-09,2.467269496257402e-08,2.3305760618834823e-08,-6.937979294570173e-09,3.1791305475313106e-09,-5.856777162085946e-10,0.06862782895481177,0.06401847818806827,9.167482209832224e-08,2.7623541039455492e-08,-7.043945067714018e-08,-5.799218447144716e-08,0.1000002261239154,3.120919964083008e-08,-3.1570218182353733e-09,0.10000012844445555,1.2449122846023574e-08,8.167063729458843e-09,7.934526246913055e-08,0.09999998054921377,0.0673532411817238
18,2020-04-01,Simple + Baseline,-9.771703283058889e-07,-2.8288399725102483e-07,-1.2628193616592428e-06,-2.194134233869528e-07,-5.0829447804508953e-08,-1.5154206783980712e-07,-5.902428044696762e-07,-3.077937422817044e-07,0.09999856234950072,-8.072530869501211e-08,-1.2136912950971245e-07,-5.240883316651184e-07,0.09999712442485949,-6.968463817487518e-07,-2.3195050525036543e-07,0.09999903081342879,0.08854304168264919,-3.682938914276505e-07,-1.6037123624275415e-07,-6.432086069600398e-07,-7.937626483160333e-07,-3.2482197150121356e-07,0.09463957600314511,-7.503690931545631e-07,-1.1150083216062756e-07,-9.563547544055721e-07,-5.889422790717625e-07,-4.5292446956889117e-07,-8.79909225071776e-07,-8.959698976211871e-07,0.016852282250891887,-1.0665048435102943e-06,0.09999930736286397,-3.7380339624808934e-07,-1.3855000899228727e-07,-6.27416450590761e-07,-3.957746138922567e-07,-2.423724417092515e-07,-6.932009909639002e-07,-2.6950446853795923e-07,-8.013460632635848e-07,0.09999753472821561,-5.595542651620959e-07,4.1646134278473785e-08,0.09999851300683742,-7.181025914343958e-07,-3.107594671992763e-07,-5.955609949578673e-07,0.09999765727850633,0.09999655776909637
18,2020-04-02,Simple + Baseline,-4.314517561987685e-06,-3.4527673375970077e-07,-1.8240943153293961e-06,-4.546192321091129e-07,7.401258430069134e-07,-1.2622078091354097e-06,-8.663635658100223e-07,-1.2658579523762505e-06,0.09999940865878627,-6.31678299321775e-07,-1.4966850657288705e-06,0.05560546968019809,0.09998892791555303,0.002753879747303087,1.249534562520807e-06,0.09999776267315161,0.0999982410561337,-8.477035119124968e-07,-1.4559456889762826e-06,-2.31500104915952e-06,-2.503911676602638e-06,-5.198901036646831e-07,8.925506239963625e-07,-4.1822025096111807e-07,1.3673179416946733e-06,-3.2299355215487577e-06,-1.4717044315725647e-06,-1.4348629894606984e-06,-6.076400169009973e-07,-2.9839983126815002e-06,0.09999761021053817,-3.6583879540721796e-06,0.04173047229312096,-8.967241551312918e-07,-5.496982476828555e-07,3.128261668156333e-08,-1.2835264010825038e-06,4.288515243150888e-07,-4.326339889994058e-06,2.1484090842348826e-06,-1.2185810928553005e-06,0.09999332600941645,-1.6238926082468806e-06,3.777557987733113e-07,0.09999765749062449,-3.1296592032299756e-06,-1.0021530547336649e-06,-2.1976523581391852e-06,0.09998965616655568,0.09999053982462708
18,2020-04-03,Simple + Baseline,-3.061521003079988e-06,-7.923747616059464e-07,-7.4852153207621e-07,-1.2259504390607008e-06,1.5302031181800888e-06,-1.1753379800975607e-06,7.043639084750209e-07,-1.5277964190446065e-06,0.09999834411446856,-7.486750466457428e-07,-8.762377510973849e-07,-4.3100247811180377e-07,0.09999387404413079,-5.986704747010639e-07,1.4868561822834881e-06,0.09999898864869082,0.09999836559483832,-1.1625944187721156e-06,-1.4894512269492056e-06,-5.2996988984022525e-08,-2.3431400850994854e-06,-4.766397053488742e-07,0.0999994705058843,8.884390399428395e-08,1.1399761160506298e-06,-3.075166084571389e-06,-1.497829749005098e-06,-3.9601400289454225e-07,-1.644002982776801e-06,-1.0290224582634928e-06,0.07705249907469947,-2.7029801330333016e-06,-1.1225162600065143e-06,-6.593251525763645e-07,-6.616200491579784e-07,0.02301418336018278,-1.7201688914580313e-06,3.7135123697943106e-07,-1.3470913852564968e-06,6.433509800371186e-07,-1.3068739127739064e-06,0.09999441122571116,-1.951906577086167e-06,-4.200509785925052e-08,0.09999601452748717,-1.8441775469982757e-06,-1.0063566728291648e-06,-1.8385344713393081e-06,0.09999274914424033,0.0999957075075626
18,2020-04-06,Simple + Baseline,-1.012731145998632e-06,-2.0612766631749832e-07,-2.577654913147953e-07,-2.430129506861325e-07,-8.332319394102789e-08,-1.6230098498942817e-07,6.637534950923628e-08,-2.4733212745101547e-07,0.0999998199905942,-1.1227681562815169e-07,-1.7301758904102788e-07,-9.623566037151119e-08,0.09999821938596416,-1.475163326923401e-07,-3.6165986118866195e-08,0.09999983931794158,0.0999998777660481,-3.5355667520600874e-07,-2.0592264295911535e-07,-7.876565519492179e-08,-4.929601269985851e-07,-1.814225133136066e-07,0.05444306682807882,-1.0027572014369879e-07,-4.5458217150112955e-08,-6.870144502869912e-07,-2.488586471509035e-07,-1.5403244755291716e-07,-3.8838392534274604e-07,-4.2043751372120245e-07,0.09999976586276307,-5.708573463631512e-07,-2.4348241463420197e-07,-1.5701454975947225e-07,-5.446119627532707e-08,0.045575195374047285,-1.9185051997673735e-07,7.410805276654758e-08,-3.0100489923281155e-07,1.0247268182351385e-07,-2.589379418568497e-07,0.09999796948073161,-4.3387968440922214e-07,-5.497223998292079e-08,0.09999883391453965,-3.4442477960736014e-07,-2.2499896597027684e-07,-4.715043969496113e-07,0.09999795188527885,0.09999865975301339
