seed,nan_simple_baseline,nan_ar1_baseline,nan_simple_advanced,nan_ar1_advanced,avg_max_weight_simple_baseline,avg_max_weight_ar1_baseline,avg_max_weight_simple_advanced,avg_max_weight_ar1_advanced,avg_turnover_simple_baseline,avg_turnover_ar1_baseline,avg_turnover_simple_advanced,avg_turnover_ar1_advanced
18,False,False,False,False,0.09999999366486705,0.0998432281889679,0.09999609740642415,0.09983935406756109,0.12370451867768757,0.048337190206921024,0.12411934191069117,0.050124389910891465
