seed,strategy,has_nan_weights,avg_max_weight,avg_turnover,max_turnover
22,Simple alpha + SampleCov + Basic + One-Step,False,0.09999775734723573,0.20956055762359596,1.4000010220756058
22,Simple alpha + SampleCov + Basic + Two-Step,False,0.0999742353686884,0.21374860485616048,1.391594772816242
22,Simple alpha + SampleCov + Enhanced + One-Step,False,0.09957501747221703,0.0495506067839996,0.05023754209819213
22,Simple alpha + SampleCov + Enhanced + Two-Step,False,0.07374824780672397,0.050044753213161874,0.050612325864715965
22,Simple alpha + EWMA + Basic + One-Step,False,0.09999803564850052,0.21936326450859214,1.1999999999871724
22,Simple alpha + EWMA + Basic + Two-Step,False,0.09997578198029682,0.2237938483871518,1.192763322007069
22,Simple alpha + EWMA + Enhanced + One-Step,False,0.09957023173806626,0.04992570289813533,0.05055264358813453
22,Simple alpha + EWMA + Enhanced + Two-Step,False,0.0670973379332126,0.05003915899445054,0.050432522914611685
22,AR1 alpha + SampleCov + Basic + One-Step,False,0.09984202658665428,0.23626389966129985,1.56
22,AR1 alpha + SampleCov + Basic + Two-Step,False,0.09981271036440555,0.2428114617979813,1.543984784357118
22,AR1 alpha + SampleCov + Enhanced + One-Step,False,0.09970174818708279,0.04983250032035848,0.050750675687245735
22,AR1 alpha + SampleCov + Enhanced + Two-Step,False,0.07785400491587784,0.049995190724299636,0.05090952777908269
22,AR1 alpha + EWMA + Basic + One-Step,False,0.09999785695808466,0.266283386604136,1.5440761308435655
22,AR1 alpha + EWMA + Basic + Two-Step,False,0.09997313647356453,0.27320022347885226,1.5214635799254697
22,AR1 alpha + EWMA + Enhanced + One-Step,False,0.09984518471977571,0.04988138197357911,0.05127758802372545
22,AR1 alpha + EWMA + Enhanced + Two-Step,False,0.06487419364690548,0.05003804657017049,0.050612633327457995
