seed,date,strategy,NYSE:HESM,NASDAQ:ORLY,NASDAQ:ANAB,NASDAQ:SRCE,NASDAQ:VRNT,NYSE:PKG,NYSE:TPR,NYSE:MRK,NYSE:ACM,NASDAQ:HEES,NASDAQ:GBDC,NYSE:RNG,NASDAQ:HEAR,NYSE:LPX,NASDAQ:ROST,NYSE:PBI,NYSE:VVI,NYSE:MET,NASDAQ:WIRE,NASDAQ:ONEW,NASDAQ:FTDR,NASDAQ:MGPI,NYSE:MTD,NASDAQ:WINA,NYSE:KOS,NASDAQ:EBAY,NASDAQ:TW,NASDAQ:OCSL,NASDAQ:SYBT,NASDAQ:ZS,NASDAQ:ATEX,NASDAQ:LIVN,NASDAQ:FIVN,NYSE:LII,NYSE:IEX,NASDAQ:RYTM,NYSE:USFD,NASDAQ:SCHL,NYSE:NEM,NYSE:DE,NASDAQ:NBTB,NYSE:MAS,NYSE:LEN,NASDAQ:TCMD,NASDAQ:MU,NASDAQ:CRDF,NASDAQ:PFBC,NASDAQ:MORN,NASDAQ:SDGR,NASDAQ:BBSI
1,2020-03-20,simple,0.10000038512704447,2.76424309951065e-08,2.764243089003952e-08,2.7642431324143328e-08,2.7642430964885874e-08,2.764243083236709e-08,2.7642430897340658e-08,2.7642430899577662e-08,2.764243085761529e-08,0.09999983386512508,2.764243082020135e-08,2.7642430856183565e-08,2.7642431093999325e-08,2.7642423287484252e-08,2.7642430911522246e-08,0.0,2.764243138612996e-08,2.7642431077032374e-08,2.7642430731609625e-08,0.09999983386434705,2.7642430717380567e-08,0.09999983415747912,2.764241441241403e-08,2.7642430656968156e-08,0.09999964256914175,2.764243082126316e-08,2.7642430998170755e-08,2.7640696854877414e-08,2.7642425680395828e-08,0.09999983386496437,2.7668163782986714e-08,2.764243090036164e-08,2.7642430931018367e-08,2.764243123145212e-08,2.7642430610135813e-08,2.7642430877472997e-08,0.09999983386512545,2.7574718686727432e-08,2.7642430875781178e-08,2.7642430889629273e-08,2.7642430558643678e-08,2.76424312015356e-08,0.09999983434691982,2.764243082020135e-08,2.7642430900538035e-08,0.09999983386608952,2.70696039066068e-08,2.7642430948528235e-08,0.10000005703553037,2.7642427871297997e-08
1,2020-03-23,simple,0.10000006864409133,8.596989562599752e-09,1.3701962319140507e-08,9.068480410542685e-09,1.0253071439014181e-08,8.526562752842124e-09,9.141388464595502e-09,8.714911058888694e-09,1.1111691299105832e-08,2.5305001970289496e-09,8.380246961844267e-09,0.10000000173410512,6.329394938372685e-09,8.504061879147215e-09,2.0596931917474385e-08,8.17952711481176e-10,0.10000000078320032,9.834735343690227e-09,8.2926862629558e-09,1.3178880528579786e-09,1.3176956088270296e-08,0.09999993051254202,1.3626729143931673e-08,1.2933600747008863e-08,0.09999976388213046,1.2939824730871384e-08,1.027633625254201e-08,9.965459393002733e-09,8.545735941518646e-09,0.0999999449524775,7.427149148189769e-09,1.333243478199163e-08,0.10000000134165227,1.596982322890358e-08,1.0954585239766911e-08,1.259365824643392e-08,0.09999989141301453,5.685157186268698e-09,9.837356477782394e-09,9.420737677340788e-09,1.148806996728088e-08,1.2043334807245781e-08,7.881464813133515e-10,1.0125314047158067e-08,0.10000000140913712,1.05534760588436e-09,7.424285277200527e-09,1.1334253360054092e-08,0.1000000208830589,7.780839051504242e-09
1,2020-03-24,simple,0.1000000165985776,2.9488101102704014e-09,1.1211905872496515e-08,0.0,1.1658625319314677e-08,4.338284332263713e-09,0.0,7.004396555660985e-09,6.899495191339624e-09,1.3085303441724062e-08,0.0,8.83008951096496e-09,8.52162095291898e-09,0.0,3.0233349510188674e-09,0.0,0.09999999027475125,0.0,2.929834818593803e-09,0.09999998697724229,3.525821050306216e-09,0.10000001691122216,0.0,3.719622807398228e-09,0.09999988565931447,4.2604855151630435e-09,1.6712890160000109e-09,2.6226565362039487e-09,0.0,0.09999998350322738,0.0,0.0,0.1000000029930163,6.094776440174928e-09,5.744983581720873e-09,1.0024601987131766e-08,0.0999999695751116,3.0564154587144068e-09,9.802379457712406e-10,0.0,1.3966407266490853e-09,0.0,0.0,0.0,0.099999996638383,3.607588459364853e-09,0.0,7.45670661657538e-09,0.10000001579551762,4.601091012975051e-10
1,2020-03-25,simple,0.09999473490332715,0.0,0.0,2.116139614457157e-09,0.0,0.0,5.241351001564232e-07,0.0,0.0,0.09999001516844805,0.0,9.531628496192609e-08,0.0,9.556364057068486e-07,0.09999532833531014,4.872817675858038e-07,0.09999690481377582,0.0,0.0,0.055073984189074714,0.0,0.012763871717976504,0.0,0.0,0.09999354957249615,0.0,0.0,0.0,6.063603187636857e-07,0.09999668025175566,4.957699221010283e-07,0.0,0.0,0.0,0.0,0.0,0.09999597751242133,0.0,2.21303383229586e-07,9.650636981745847e-08,0.0,0.0,0.032202330953477264,3.3773316398304334e-07,0.0999972479829171,0.0,0.0,0.0,0.09999536582585229,1.8661431188275952e-07
1,2020-03-26,simple,0.09999199815967026,0.0,0.0,0.0,0.0,0.0,1.3955118910996346e-06,0.0,0.0,0.0999877955553281,0.0,0.0,0.0,4.532335140058147e-07,0.09999107993784184,0.0,0.09999126802440653,0.0,0.0,0.09999556769780679,0.0,0.0999891821017143,0.0,0.0,0.0999885435800119,0.0,0.0,0.024414964553467325,0.0,0.03727299100884605,0.0,0.0,0.0,0.0,0.0,0.0,0.09999104588514668,0.0,0.0,0.0,0.0,0.0,1.20830523735204e-06,0.0,0.03839343131014678,0.0,0.0,0.0,0.09998907513497118,0.0
1,2020-03-27,simple,1.2325005711315911e-06,6.383100776862079e-07,2.4651917129197598e-06,0.0,2.8060946492996655e-06,9.507410653046062e-07,7.09894544327555e-07,1.2546104062462281e-06,9.579084050214366e-07,0.0,2.594274940078036e-06,0.10000039827234435,0.03399564930562004,1.6798429848234251e-06,0.09999852606929716,0.0,0.10000025204000886,0.0,0.0,0.0,3.4701129002119406e-06,0.09999614048922766,2.003988656819283e-06,2.023211932464005e-06,0.10000032801663007,1.924414786628729e-06,2.6866510313685567e-06,0.03555267070573352,0.0,4.068448893820845e-06,0.0,2.1936719892741594e-06,0.10000254933115714,2.291331658231795e-07,2.9503567533211617e-06,4.160892547322124e-06,0.099996349008725,3.092184742595124e-06,1.860143912820212e-06,3.2404187996095133e-07,0.0,1.3324844374859031e-06,0.030396691994517062,1.0050067202038058e-06,1.5672869654824908e-06,0.10000747300853255,0.0,4.0692490713317995e-06,0.09999761208151559,1.1090269473599588e-06
1,2020-03-30,simple,4.947088941086943e-07,3.02693341147159e-07,1.3506238545518756e-06,9.801635011453276e-08,1.5521561231902545e-06,4.488597769104096e-07,1.5735354858309036e-07,7.004040522646388e-07,5.156060650102626e-07,8.857709762920507e-08,7.063273715653589e-08,0.10000028114850058,0.10000010135893637,7.780664901699736e-08,0.09999964402086473,0.0,0.10000009661166075,3.2948382920541683e-08,1.1846818978794109e-07,1.1216119722456808e-07,2.3395790512759403e-07,0.09999885741960161,5.592551792005173e-07,8.170225090876396e-07,0.10000024125603599,7.257598790360174e-07,0.0,0.0,7.640841580594869e-08,1.9981815918399967e-06,3.1525586591140675e-08,6.151244960610171e-08,0.09560008974499674,1.358559769090491e-07,1.1524031432861733e-06,2.114310324506147e-06,0.09999901806236533,1.22027279510498e-07,7.835858069626402e-07,1.9382701102079285e-07,8.580089337940296e-08,3.8192872160094494e-07,0.004382739743670506,4.3757346518012636e-07,7.42044935061634e-07,0.10000021272415671,1.9219787950575665e-08,1.8867598217139924e-06,0.09999961037060962,4.2756165800097444e-07
1,2020-03-31,simple,0.07359181818672807,5.670199070998336e-07,9.196925371749832e-07,1.6153107743598166e-07,3.7402803655219316e-07,2.814121427790639e-07,5.669460498147292e-07,2.9409517059656793e-08,3.394951737034939e-07,0.011890951183116191,6.5921140933113e-07,0.07709298261295926,0.0999999708940856,6.423384826899546e-07,0.03740718111935574,0.0,0.10000077268027505,4.4856784909547997e-07,0.0,0.09999996566642294,6.035334516067192e-07,0.09999927553065098,3.9198860344299026e-07,7.135163448492582e-07,0.1000005069907589,6.291965391181167e-07,4.724735176697313e-07,3.220136102297734e-07,3.307852767191766e-08,3.598400679307181e-08,0.0,5.279413195075566e-07,2.565547721249726e-07,2.482894670012673e-07,4.085564665569024e-07,3.798409307926518e-07,0.10000017530692298,5.387879053547987e-07,7.491456358836162e-07,3.9379727948498186e-07,4.385744532234562e-09,6.427355427192007e-07,8.586831919455242e-07,5.773903644343648e-07,6.264230327024892e-07,0.10000094105036081,0.0,1.329062871197895e-06,0.09999955829120201,1.674558530308111e-07
1,2020-04-01,simple,0.10000009556413675,3.0699072822933927e-07,6.750890076740335e-07,2.9959216749781203e-07,2.549664953482666e-07,4.4391410296423945e-07,1.8605881646278675e-07,3.926537970580035e-07,3.003872095567705e-07,0.0,3.616405776693957e-07,0.10000032882593027,0.10000016712483353,2.501867983695308e-07,0.06459973354941989,1.6666583726441998e-07,0.10000012354815115,2.316078170425719e-07,1.8306398309366638e-07,1.2308041466982442e-07,4.911504791443762e-07,0.09999996656252036,4.5601803323258343e-07,4.1667487434453715e-07,0.08336589045281381,4.795244183277671e-07,4.708323621442201e-07,0.0635453601438765,2.5823262329598776e-07,0.10000045741780908,2.123038846975061e-07,3.60161676861986e-07,0.0884751861003017,2.4576759301335354e-07,4.786285647078175e-07,4.198412989602884e-07,5.8305911843085755e-08,2.3926461346429025e-07,5.201076012740724e-07,3.3744984462981136e-07,2.7415995903151044e-07,3.440246675822234e-07,2.5551204609593755e-07,3.473026855727692e-07,4.143073991474318e-07,1.5664362229408025e-07,1.7614734691008595e-07,8.210281907331923e-07,0.09999996986852312,3.115542335572316e-07
1,2020-04-02,simple,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.0,0.09999999999999999,0.10000000000000002,0.0,0.0,0.0,0.10000000000000003,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.10000000000000002,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
