seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
1,False,0.0999971296339135,0.09666698640547272,False,0.09985497145761604,0.03728405004841123
