seed,nan_simple_baseline,nan_ar1_baseline,nan_simple_advanced,nan_ar1_advanced,avg_max_weight_simple_baseline,avg_max_weight_ar1_baseline,avg_max_weight_simple_advanced,avg_max_weight_ar1_advanced,avg_turnover_simple_baseline,avg_turnover_ar1_baseline,avg_turnover_simple_advanced,avg_turnover_ar1_advanced
14,False,False,False,False,0.09999989424082435,0.09982340184728028,0.09999340267691267,0.09981768637176779,0.1517594659366808,0.059361644111812176,0.14958963430397024,0.06035620125644966
