seed,asset
14,NYSE:CE
14,NASDAQ:PPBI
14,NASDAQ:CMCSA
14,NYSE:FIX
14,NYSE:HP
14,NASDAQ:WDC
14,NYSE:INSP
14,NYSE:HLIO
14,NYSE:YUMC
14,NASDAQ:PNFP
14,NASDAQ:DGII
14,NYSE:CPB
14,NASDAQ:JRVR
14,NYSE:ONTO
14,NYSE:HTH
14,NYSE:ROG
14,NYSE:ORA
14,NASDAQ:TBBK
14,NASDAQ:ARCC
14,NASDAQ:AVGO
14,NYSE:INSW
14,NYSE:KR
14,NASDAQ:ICHR
14,NYSE:SMG
14,NYSE:IEX
14,NYSE:CACI
14,NYSE:WAT
14,NYSE:VVV
14,NASDAQ:FARO
14,NASDAQ:OTTR
14,NASDAQ:COST
14,NYSE:BYD
14,NASDAQ:RPD
14,NYSE:MTDR
14,NASDAQ:MORN
14,NYSE:AWR
14,NYSE:MXL
14,NASDAQ:NEOG
14,NYSE:AEE
14,NASDAQ:SANM
14,NYSE:USPH
14,NASDAQ:IPGP
14,NASDAQ:AAOI
14,NYSE:ETRN
14,NYSE:IT
14,NASDAQ:FBMS
14,NYSE:UBER
14,NYSE:MOH
14,NYSE:GSBD
14,NYSE:MOV
14,NASDAQ:HRTX
14,NYSE:OIS
14,NYSE:HLF
14,NYSE:DDS
14,NASDAQ:FTDR
14,NASDAQ:UFPI
14,NYSE:STC
14,NASDAQ:SATS
14,NASDAQ:INDB
14,NYSE:LXFR
14,NYSE:AG
14,NASDAQ:TILE
14,NASDAQ:MGPI
14,NYSE:PNR
14,NASDAQ:CNOB
14,NASDAQ:RDWR
14,NYSE:ES
14,NYSE:MRK
14,NYSE:PAR
14,NASDAQ:ONEW
14,NASDAQ:ICUI
14,NYSE:FSS
14,NYSE:SHAK
14,NASDAQ:OCSL
14,NYSE:ALL
14,NASDAQ:HEAR
14,NYSE:PKG
14,NASDAQ:CGBD
14,NYSE:KW
14,NYSE:HI
14,NYSE:EGO
14,NASDAQ:KHC
14,NYSE:FNV
14,NASDAQ:IBOC
14,NYSE:GBX
14,NYSE:YETI
14,NASDAQ:FAST
14,NYSE:MET
14,NYSE:PLOW
14,NYSE:TWLO
14,NASDAQ:OFIX
14,NASDAQ:LGND
14,NYSE:OC
14,NYSE:RDN
14,NASDAQ:CTMX
14,NYSE:PBI
14,NASDAQ:SIGA
14,NASDAQ:NWBI
14,NYSE:USM
14,NYSE:MTRN
