seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
19,False,0.09999733209950701,0.09257293938898996,False,0.09982507389047568,0.036076539228261796
