seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
10,False,0.09999811638624533,0.10142751609627121,False,0.09964398159415452,0.03852912129113889
