seed,nan_simple_baseline,nan_ar1_baseline,nan_simple_advanced,nan_ar1_advanced,avg_max_weight_simple_baseline,avg_max_weight_ar1_baseline,avg_max_weight_simple_advanced,avg_max_weight_ar1_advanced,avg_turnover_simple_baseline,avg_turnover_ar1_baseline,avg_turnover_simple_advanced,avg_turnover_ar1_advanced
24,False,False,False,False,0.10000003133335679,0.09984272948524048,0.09999541628790644,0.09983967940671744,0.11892745643575467,0.04422558460104807,0.1193593403881078,0.045319875043042586
