seed,date,strategy,NYSE:MYE,NASDAQ:AXON,NASDAQ:SATS,NYSE:GRC,NYSE:FHI,NASDAQ:ROKU,NASDAQ:FIVN,NASDAQ:EBAY,NYSE:SCL,NASDAQ:ROST,NYSE:KW,NYSE:INSP,NYSE:DBI,NYSE:FDP,NYSE:AVNS,NASDAQ:TXN,NYSE:IEX,NYSE:HLIO,NASDAQ:GEVO,NASDAQ:PCRX,NASDAQ:TCBI,NASDAQ:EXPE,NYSE:ONTO,NASDAQ:PTCT,NASDAQ:ITRI,NASDAQ:OTTR,NYSE:ALL,NYSE:MCD,NYSE:GNRC,NYSE:AN,NYSE:RJF,NYSE:ALLY,NYSE:MCK,NYSE:AG,NYSE:AON,NYSE:YETI,NYSE:ETRN,NASDAQ:COST,NYSE:VZ,NASDAQ:MU,NASDAQ:SRCL,NYSE:CNP,NASDAQ:CMCSA,NYSE:HOG,NASDAQ:RMBS,NASDAQ:BRP,NYSE:ECL,NASDAQ:PAAS,NASDAQ:PLMR,NASDAQ:NMIH
24,2020-03-18,Simple + Baseline,-3.251441467515776e-08,3.216983208395602e-07,1.1151530446214241e-07,-9.405445574218678e-08,-9.082998849213531e-08,0.09999996077267906,8.99079519013005e-08,-3.3934516847871586e-08,0.09999996046996744,-9.364857414642697e-08,-4.17310485017992e-08,-6.776441173442872e-08,-7.76168485021826e-10,0.09999997776305959,3.2082012236608584e-07,4.3552325883049244e-08,-5.366110376383162e-08,-1.4270133762550282e-07,-4.008197345522577e-08,0.09999995437752573,-5.168623085977091e-09,-7.432513915071572e-08,-2.4426315794677737e-09,0.09999996060199183,-5.315969900570915e-09,0.09999997150309621,-9.305375732701639e-08,1.0685255598412168e-07,8.897109461683658e-08,-3.909745057852143e-08,-9.275098101958648e-09,-3.7131194685592797e-09,0.09999997194712863,-9.233050356707436e-08,4.870809747566621e-08,-9.440267970851939e-08,-3.42531303072154e-08,0.09999995632280989,0.09999995606060846,-1.9827413481744987e-07,-8.412159586505248e-08,-8.356028889906905e-08,1.0328096659862222e-07,-8.65803682866321e-08,2.9081628307160845e-07,0.09999996304869174,5.095569213062229e-07,-5.431192293340994e-09,-6.049202858655997e-08,-5.01135048542064e-09
24,2020-03-19,Simple + Baseline,1.848005690718736e-07,0.10000023121151626,0.10000013081224861,1.484719137435541e-07,0.1000000272243908,0.10000017851939683,2.5637284119341997e-07,1.8428975140273025e-07,-7.508428117246654e-06,1.489323731599836e-07,1.7943860427620348e-07,1.6403034577413682e-07,0.1000018910030629,0.10000018834567266,3.9249951966036944e-07,2.2922857988322153e-07,1.720966898850002e-07,0.10000000197739789,1.8144527610895365e-07,0.10000017494196144,2.0100232157279646e-07,1.6051454047989968e-07,2.0347412981775295e-07,0.10000017830379068,2.0041034919298606e-07,0.10000018494606423,1.499013855390587e-07,2.659278381607731e-07,2.5598020900394057e-07,1.8068175325466083e-07,1.9884011476528714e-07,2.0246369998526033e-07,-4.611676346479917e-07,1.4999974587136452e-07,2.3250631399521038e-07,1.4855345710639317e-07,1.8356100824318386e-07,3.9043535667817425e-06,2.200837148335317e-06,8.746639263874743e-08,1.5496778408542219e-07,1.555621481704369e-07,2.643237277140072e-07,1.5392099239605232e-07,3.737318433181766e-07,-8.565621474654777e-06,5.023011813195182e-07,2.0126928196156653e-07,1.6848599017906711e-07,2.0225981440530272e-07
24,2020-03-20,Simple + Baseline,8.51082532295296e-09,3.041652031058677e-08,0.10000005638401169,3.4327907036526405e-08,1.9389474912033837e-08,0.10000008319077602,1.7392788337840426e-07,1.5399372953441044e-07,-2.976568050177551e-07,4.0884989491604825e-08,4.3541389107127944e-08,5.0423149224974365e-08,0.011337217684213656,0.10000004629472657,1.5366924783602662e-07,9.572353932244956e-08,4.493761888794914e-08,3.338945358260253e-08,3.332567389557908e-08,0.10000009337109385,2.2337072815631427e-08,4.064284180748689e-08,2.1105627521366028e-08,0.10000014490049768,1.6251045285638454e-08,2.3434367744821886e-08,5.644235917499766e-08,6.692714816644459e-08,1.0503768886929619e-07,2.6566134749253824e-08,1.5792525727847125e-07,2.664516935384475e-08,-6.352981371346343e-08,4.699300196486821e-08,1.9809491674324363e-07,3.247380291625112e-08,0.09736668518345278,0.0912934733293224,0.10000022077126984,6.744080221062148e-08,5.5948260275842985e-08,4.701324298892193e-08,8.57161066824926e-08,5.650895026571156e-08,5.043089167323237e-08,0.1000000355622568,8.783692436817033e-08,2.6877047662522395e-08,0.10000003869323563,2.9788253137263512e-08
24,2020-03-23,Simple + Baseline,-2.958748668734886e-07,0.09999941709500962,0.09999963839805126,-5.13765020574138e-07,-4.223332966571288e-07,0.09999990843954665,0.100001513020841,2.941861436646721e-06,1.7257731192605936e-07,-4.7636560622556886e-07,-3.0965571701443493e-07,-3.375081926784119e-07,0.008504283617368139,0.10000140603303415,1.689230237339389e-06,3.430458728795027e-07,-4.517942067858685e-07,-4.5104096859719334e-07,1.9836865477316276e-07,2.0312257844795675e-07,-4.944615509685108e-07,-3.498959610245807e-07,-2.1833931524868994e-07,0.10000093387765513,-4.2361758582051516e-07,-2.428127726022238e-07,4.002858018298186e-08,-3.0277730673521844e-07,3.8078487211137037e-07,-4.678975890284282e-07,2.687209981383663e-06,-4.0620311366237176e-07,2.6737793711474248e-06,-2.371159347918536e-07,2.5778254908108194e-06,-5.158497663696856e-07,-2.4554614162692424e-07,4.756539369122031e-06,0.09147964100971584,0.09999993099505618,-6.093225591420536e-08,1.0837085014047154e-07,1.9930664937680626e-07,6.965420996274036e-07,-4.788925813865702e-07,0.10000203589809194,-1.7350896674666982e-07,-2.427705307285396e-07,0.10000019825427103,-4.7486091355247293e-07
24,2020-03-24,Simple + Baseline,-5.953792747681056e-09,0.09999995176202242,0.09999994313326281,-3.892890687450126e-08,-1.4673026247422625e-08,0.09999998537108157,0.10000033227121964,5.962869806157068e-07,1.4369657100551326e-08,-3.0134873489364776e-08,-3.714610088854119e-08,-2.3410244103878768e-08,0.03414147183561423,0.10000024187388568,1.329501968752544e-07,6.172103713767735e-08,-5.31622184192688e-08,-5.487692985315813e-08,2.646197273957431e-08,1.7249598724972528e-08,-1.4609528827341524e-08,-1.7007647382629352e-08,-2.2031248024549852e-09,0.10000025395352852,-1.3913076176578804e-08,-1.521380184061214e-08,1.0514089286062274e-08,-1.8862511209603214e-08,5.503759188059746e-08,-2.3762278226110516e-08,1.1212014372302325e-07,-8.818236682310482e-09,4.102811914496796e-07,0.030196815397159037,2.989442637287056e-07,-1.7797813663889616e-08,-1.6318713598028514e-08,1.9610415471929795e-06,0.03565719467573778,0.09999999589024744,-1.2111491869733309e-08,1.42049357061748e-08,4.008002897060602e-08,2.7555479516173267e-08,-3.583016807012604e-08,0.10000049000774332,-1.919520946076055e-09,-9.330198369518755e-10,0.1000000171659854,-1.4441610909970823e-08
24,2020-03-25,Simple + Baseline,6.08899824506319e-08,0.09999980866911959,0.09999957096628151,-1.4598949606995605e-07,-1.0096223987149402e-08,0.09999951429101027,0.09999910841900383,-5.911918027408213e-07,-3.5523844252716277e-07,-1.2894812205601097e-07,-2.527650900426865e-07,-1.3100083496045193e-07,0.025856512309613895,0.09999930441588485,-2.5638121236563916e-07,-4.917105555021212e-07,-2.5170355241884004e-07,-2.024628377533494e-07,-1.0016568349425254e-07,-4.6674067063371453e-07,4.512286486950815e-08,0.09999986817262298,-1.722547897278891e-08,0.09999872227930741,5.872429078383652e-09,-2.927248562017867e-07,-2.511118546805337e-07,-8.537327330925852e-08,-3.858564610936734e-07,-1.502215150068817e-08,-3.4906621935453754e-07,-4.744266363360407e-08,-4.0349418516730315e-07,-1.204580033884216e-07,-2.993626937908358e-07,-8.606817586319774e-08,7.556654718801719e-08,-1.2685685491943809e-06,-4.542941812303696e-06,0.09999963734490588,-3.0401705101055603e-07,-1.251197090178573e-07,-7.362950999015176e-07,-6.964649537646182e-08,-2.4291033964870564e-07,0.09999936775446444,-5.486197842041715e-08,-4.4098011499928e-08,0.0741615314494213,4.487331978686122e-09
24,2020-03-26,Simple + Baseline,6.506983328984118e-08,0.10000048634091452,0.10000086618594416,4.93473742885703e-07,1.2446032651899642e-07,0.10000047908089033,0.10000129155074095,7.909123990543312e-07,1.4365538012133517e-07,0.08896715524492176,3.4060606685938994e-07,4.062186722893566e-07,0.018002413375524887,0.0930081004678923,3.025224641009998e-07,6.61896189189397e-07,5.605068683810308e-07,1.9449128156638343e-07,5.673261978696189e-07,5.88381399637247e-07,1.4684294583126694e-07,4.928810240139502e-07,2.946608160431508e-07,0.1000011280655305,1.9471590757714066e-07,2.2297736642056541e-07,7.289874770578154e-07,3.623223075523992e-07,6.375720706508651e-07,3.4680662959479646e-07,4.7293452071262335e-07,2.73504777845415e-07,5.374623345682058e-07,3.6313118505778544e-07,6.620678597392931e-07,2.734278700240414e-07,2.4104854888892395e-07,1.2571023269416772e-06,8.829026671380826e-08,0.10000076557747303,6.221186976129054e-07,5.654107040569252e-07,6.833967207676445e-07,1.8213015289587432e-07,4.351704786144194e-07,0.10000068777694537,1.7157176245997402e-07,1.7724580088857103e-07,0.10000076787951752,1.7513321413585187e-07
24,2020-03-27,Simple + Baseline,2.10793608485812e-08,0.10000004368433178,0.08250272684656301,4.9756859903357976e-08,1.618059003161508e-08,0.09999998845552209,0.10000015102097362,2.876678546101196e-08,-1.0153788936921109e-07,5.207551152830593e-08,1.6051147669700723e-08,5.334643773623136e-08,0.018058950461155396,-2.1781725868804323e-07,-4.442978101537142e-08,-1.7689481016539488e-08,3.0703281423687456e-08,-6.876890015068305e-08,9.027707748793024e-08,1.2880883945346604e-08,2.8566986675473246e-08,7.420380504564685e-08,4.0133009323748485e-08,0.10000008087927002,3.502660616613455e-08,-6.094717470880266e-08,1.0168464856329883e-07,3.4516353349327895e-08,4.07574004659615e-08,5.980787597747413e-08,-1.444730506337895e-08,4.260273756425229e-08,-4.2871816396058864e-08,3.072382327698994e-08,2.058478659198586e-08,3.973249841727926e-08,4.446014787687922e-08,7.055053773466938e-08,0.0999993842512902,0.10000005270373118,4.69323607089275e-08,0.09943796846684011,-2.518172308058027e-08,3.5432901300537643e-09,2.971192613329191e-08,0.10000002519011754,-8.727796209203521e-09,6.809445955814414e-09,0.10000008956855432,2.1312055558588672e-08
24,2020-03-30,Simple + Baseline,3.550976474192195e-07,0.1000008463273544,7.0313505372127905e-06,4.959465308548316e-07,2.1085754102583313e-07,0.10000021251856693,0.09999874645847208,-1.572166446159161e-06,-5.636747884130145e-07,0.10000050168520828,1.4106290581594106e-07,1.3447071477797044e-07,3.0215509140086425e-07,-5.608032034806485e-07,-7.668004489812089e-07,-1.5105987233621934e-07,-6.138235581340071e-08,1.2609311741558622e-07,1.002672489993114e-07,0.09999963725880065,3.8743593974741416e-07,4.779745568449319e-07,2.2290890431975208e-07,0.0999999510064273,6.025321418961795e-07,-2.0621621954499484e-07,-2.3775916988594004e-07,2.0939190485437974e-07,-1.0379355858730654e-07,7.995483857631253e-07,-8.491831639077226e-07,2.9769955903809405e-07,-1.0577967250442165e-06,2.732399308556403e-07,-1.1194717486985488e-06,2.821650843904163e-07,5.659979108944024e-07,-1.7433856428211867e-06,0.09999717559193222,0.10000002871292346,-5.312483637046781e-07,-7.46761800483942e-08,-2.763969685056687e-07,-8.404233951294177e-08,4.1104907120879175e-07,0.09999937821060283,-1.4562869529610042e-07,1.8114012031189437e-07,0.09999998731855929,3.98974577881186e-08
24,2020-03-31,Simple + Baseline,7.357447339916568e-08,0.10000041091059626,0.03621221127033793,-4.5340176651272394e-08,-1.0037092660889643e-07,0.10000021381771534,0.0999980415872054,-1.2924264629131519e-06,-9.300137127744408e-07,0.10000059791442868,-7.098737354353275e-08,0.00011980188340263827,1.6964875490205604e-07,-1.4884266126431451e-06,-7.357688715803582e-07,-1.1097323416398193e-06,0.09999909722842965,-1.086537032363362e-06,7.144502982558266e-07,0.0999984647267454,2.1985613281110502e-07,9.092191236536204e-07,3.9108796266526763e-07,0.09999715307697978,3.0560332961046886e-07,-7.830452197395522e-07,-5.271633260786849e-08,1.325120094307072e-07,-7.352651562578524e-07,6.227757906288905e-07,-8.598561075089465e-07,5.689016294327006e-07,-1.4491835821020958e-06,6.786330023783164e-07,-5.564991848169589e-07,5.452127114937224e-07,-1.0264486750308243e-07,-3.819844794490329e-06,0.09999515574934013,0.018505286789095795,-9.369996676712036e-07,6.654202532600394e-07,-1.3322366749647093e-06,1.0254664097297866e-07,1.6791115821802847e-07,0.04518465551435776,-1.285556113054309e-07,3.307276183775104e-07,0.09999975690000208,1.8076587023790696e-07
