seed,strategy,final_equity_gross,final_equity_net,cum_return_gross,cum_return_net,sharpe_gross,sharpe_net,max_drawdown_gross,max_drawdown_net,avg_turnover,max_turnover,avg_max_weight,avg_cost_coeff,avg_realised_tc,has_nan_weights
11,Simple alpha + SampleCov + Basic + One-Step,2.141541315272729,1.3916483917087217,1.141541315272729,0.3916483917087217,0.895305173652329,0.4577520316169753,-0.34492402582026704,-0.45980324969734,0.20594773808554656,0.6585433111958422,0.09999748894476325,0.0020000000000000005,0.00042256725833299984,False
11,Simple alpha + SampleCov + Basic + Two-Step,2.138753366909948,1.3783685306399718,1.138753366909948,0.3783685306399718,0.8940067133526646,0.44798471815660856,-0.3448827073796996,-0.4620107851916999,0.20981394919659047,0.6628058211710329,0.09997272534203576,0.0020000000000000005,0.0004306789324916236,False
11,Simple alpha + SampleCov + Enhanced + One-Step,2.4674987920704896,2.2293548681076327,1.4674987920704896,1.2293548681076327,1.01767393201141,0.9175572690709981,-0.36373286158711593,-0.3886978086370788,0.049856707303520084,0.05044564814795623,0.09985154423244938,0.0020000000000000005,9.947578817437042e-05,False
11,Simple alpha + SampleCov + Enhanced + Two-Step,2.515631333919319,2.2722823019922442,1.5156313339193188,1.2722823019922442,1.0914551555906244,0.9842892434960753,-0.30923445004503536,-0.3387523818944467,0.05004338612961199,0.050831162150132565,0.07354213921700811,0.0020000000000000005,9.972947480255207e-05,False
11,Simple alpha + EWMA + Basic + One-Step,3.1907227957682074,2.109695520353259,2.1907227957682074,1.109695520353259,1.2778878093981996,0.8680330857676999,-0.3154983099519194,-0.4277212383448826,0.2005621399145314,0.7835029497583134,0.09999801538046708,0.0020000000000000005,0.00040575473212393947,False
11,Simple alpha + EWMA + Basic + Two-Step,3.1875898089138603,2.092419357526279,2.1875898089138603,1.0924193575262788,1.2768774279358133,0.8598050963000079,-0.3160212129269053,-0.4300698718108378,0.2040449572473215,0.7895337609728567,0.09997721846309093,0.0020000000000000005,0.0004128417240516829,False
11,Simple alpha + EWMA + Enhanced + One-Step,2.607034539953327,2.3558755321230316,1.607034539953327,1.3558755321230316,1.0633887255985994,0.9645291890621294,-0.36429786749308224,-0.39235281418564016,0.04979825407127535,0.05034788478367128,0.09984674841728315,0.0020000000000000005,9.929387552219732e-05,False
11,Simple alpha + EWMA + Enhanced + Two-Step,2.7521535434466076,2.486665081473462,1.7521535434466076,1.486665081473462,1.1869679121398884,1.0801178814983283,-0.2829712830401456,-0.3134128461228489,0.049939465064706694,0.0505834086871082,0.0694871557556362,0.0020000000000000005,9.945055108691927e-05,False
11,AR1 alpha + SampleCov + Basic + One-Step,3.1658730316044696,1.9164873977690609,2.1658730316044696,0.9164873977690609,1.2468391854504017,0.7601346221863138,-0.19720347037525332,-0.31437659746757174,0.22482857724112634,1.52,0.09984117931151151,0.0020000000000000005,0.0004921281937305025,False
11,AR1 alpha + SampleCov + Basic + Two-Step,3.1584949931101867,1.8898060492825313,2.1584949931101867,0.8898060492825313,1.2448509717513,0.7466132991521075,-0.19879250608026466,-0.3192120017820971,0.23062537230314573,1.5063573946546434,0.0998106986648265,0.0020000000000000005,0.0005035705175365304,False
11,AR1 alpha + SampleCov + Enhanced + One-Step,3.270055907087822,2.9562816330263892,2.270055907087822,1.9562816330263892,1.293066256062672,1.1938502139752067,-0.17485585462922704,-0.2030708393715187,0.04974352579128041,0.05042647013955109,0.0996827331471663,0.0020000000000000005,9.887422296129834e-05,False
11,AR1 alpha + SampleCov + Enhanced + Two-Step,2.9784689430695885,2.691474230308684,1.9784689430695885,1.691474230308684,1.2418081060196162,1.1379064366373983,-0.17784629258002504,-0.21494705754259336,0.049993968466388754,0.05084764677084475,0.08147858195426255,0.0020000000000000005,9.930533015792946e-05,False
11,AR1 alpha + EWMA + Basic + One-Step,2.554656673921583,1.414316555854239,1.554656673921583,0.414316555854239,1.0476839820771442,0.46724319475715337,-0.30907485497408504,-0.4251268972386285,0.2683611890284018,1.7160538852393248,0.09999737931469917,0.0020000000000000005,0.000579897978098201,False
11,AR1 alpha + EWMA + Basic + Two-Step,2.5642778042184338,1.4017057341029435,1.5642778042184338,0.4017057341029435,1.0515791029536168,0.45844078074838174,-0.30786508986401073,-0.42697925107179613,0.27458780356077317,1.6888055499371513,0.09997062493961094,0.0020000000000000005,0.0005923433488839617,False
11,AR1 alpha + EWMA + Enhanced + One-Step,2.842554437960749,2.5686310927928986,1.8425544379607488,1.5686310927928986,1.1567562543098833,1.0569935976226754,-0.2676735461694135,-0.2928519507524797,0.04986274195510418,0.05048457854408033,0.09961410407298707,0.0020000000000000005,9.934592701562144e-05,False
11,AR1 alpha + EWMA + Enhanced + Two-Step,2.5744859577106887,2.326157001266606,1.5744859577106887,1.3261570012666062,1.119437044027493,1.0122034167600142,-0.24826530430549953,-0.2831669551327972,0.04993388401977512,0.050730766516972864,0.06484819896373485,0.0020000000000000005,9.943808050779082e-05,False
