seed,strategy,has_nan_weights,avg_max_weight,avg_turnover,max_turnover
11,Simple alpha + SampleCov + Basic + One-Step,False,0.09999748894476325,0.20594773808554656,0.6585433111958422
11,Simple alpha + SampleCov + Basic + Two-Step,False,0.09997272534203576,0.20981394919659047,0.6628058211710329
11,Simple alpha + SampleCov + Enhanced + One-Step,False,0.09985154423244938,0.049856707303520084,0.05044564814795623
11,Simple alpha + SampleCov + Enhanced + Two-Step,False,0.07354213921700811,0.05004338612961199,0.050831162150132565
11,Simple alpha + EWMA + Basic + One-Step,False,0.09999801538046708,0.2005621399145314,0.7835029497583134
11,Simple alpha + EWMA + Basic + Two-Step,False,0.09997721846309093,0.2040449572473215,0.7895337609728567
11,Simple alpha + EWMA + Enhanced + One-Step,False,0.09984674841728315,0.04979825407127535,0.05034788478367128
11,Simple alpha + EWMA + Enhanced + Two-Step,False,0.0694871557556362,0.049939465064706694,0.0505834086871082
11,AR1 alpha + SampleCov + Basic + One-Step,False,0.09984117931151151,0.22482857724112634,1.52
11,AR1 alpha + SampleCov + Basic + Two-Step,False,0.0998106986648265,0.23062537230314573,1.5063573946546434
11,AR1 alpha + SampleCov + Enhanced + One-Step,False,0.0996827331471663,0.04974352579128041,0.05042647013955109
11,AR1 alpha + SampleCov + Enhanced + Two-Step,False,0.08147858195426255,0.049993968466388754,0.05084764677084475
11,AR1 alpha + EWMA + Basic + One-Step,False,0.09999737931469917,0.2683611890284018,1.7160538852393248
11,AR1 alpha + EWMA + Basic + Two-Step,False,0.09997062493961094,0.27458780356077317,1.6888055499371513
11,AR1 alpha + EWMA + Enhanced + One-Step,False,0.09961410407298707,0.04986274195510418,0.05048457854408033
11,AR1 alpha + EWMA + Enhanced + Two-Step,False,0.06484819896373485,0.04993388401977512,0.050730766516972864
