seed,nan_simple_baseline,nan_ar1_baseline,nan_simple_advanced,nan_ar1_advanced,avg_max_weight_simple_baseline,avg_max_weight_ar1_baseline,avg_max_weight_simple_advanced,avg_max_weight_ar1_advanced,avg_turnover_simple_baseline,avg_turnover_ar1_baseline,avg_turnover_simple_advanced,avg_turnover_ar1_advanced
7,False,False,False,False,0.10000005239853772,0.09984280333564641,0.09999638148653525,0.09983925510370503,0.11614816741245088,0.045181701445440016,0.11624053491724147,0.04601919186528501
