seed,asset
23,NASDAQ:DGII
23,NASDAQ:EXPO
23,NASDAQ:ANAB
23,NYSE:TPX
23,NYSE:ASGN
23,NYSE:FIX
23,NASDAQ:ONEW
23,NYSE:PAGS
23,NYSE:TPR
23,NYSE:KEX
23,NYSE:WGO
23,NYSE:FHN
23,NASDAQ:HEES
23,NASDAQ:KIDS
23,NASDAQ:CRDF
23,NASDAQ:FIVN
23,NASDAQ:RYTM
23,NASDAQ:NTNX
23,NASDAQ:TRUP
23,NASDAQ:FBMS
23,NYSE:DE
23,NASDAQ:SDGR
23,NYSE:GMS
23,NYSE:INSW
23,NASDAQ:SHYF
23,NYSE:STC
23,NASDAQ:ORLY
23,NASDAQ:ALGN
23,NYSE:BCC
23,NASDAQ:MRNA
23,NASDAQ:LKFN
23,NASDAQ:TBBK
23,NASDAQ:ICUI
23,NYSE:CMP
23,NYSE:EGO
23,NYSE:ETRN
23,NASDAQ:PLMR
23,NYSE:HLIO
23,NYSE:ALLY
23,NASDAQ:FCFS
23,NASDAQ:RVMD
23,NASDAQ:TER
23,NASDAQ:KALU
23,NASDAQ:FARO
23,NYSE:MOH
23,NYSE:GKOS
23,NASDAQ:CAPR
23,NYSE:DUK
23,NASDAQ:BBSI
23,NASDAQ:PNTG
