seed,strategy,has_nan_weights,avg_max_weight,avg_turnover,max_turnover
23,Simple alpha + SampleCov + Basic + One-Step,False,0.09999811209551406,0.20913600711989266,0.8554230667978231
23,Simple alpha + SampleCov + Basic + Two-Step,False,0.09997354497226418,0.21209835822798032,0.8525720284514606
23,Simple alpha + SampleCov + Enhanced + One-Step,False,0.0999107860174785,0.04998714971729162,0.05030829799552414
23,Simple alpha + SampleCov + Enhanced + Two-Step,False,0.07402092925147617,0.05004377917096563,0.0507737265181325
23,Simple alpha + EWMA + Basic + One-Step,False,0.09999795821729805,0.21271964045836053,0.8840523081403899
23,Simple alpha + EWMA + Basic + Two-Step,False,0.0999773446720441,0.21582062492585352,0.8887057283977691
23,Simple alpha + EWMA + Enhanced + One-Step,False,0.0998852268357288,0.049867200352578536,0.05021669761684916
23,Simple alpha + EWMA + Enhanced + Two-Step,False,0.07054809770759671,0.05004054429895913,0.05062280426684768
23,AR1 alpha + SampleCov + Basic + One-Step,False,0.09984199603445933,0.21513772046406093,1.4008734034483736
23,AR1 alpha + SampleCov + Basic + Two-Step,False,0.09981271015224875,0.2206739135185051,1.4663366384494696
23,AR1 alpha + SampleCov + Enhanced + One-Step,False,0.09970048638954973,0.0497849112559474,0.05024265786080433
23,AR1 alpha + SampleCov + Enhanced + Two-Step,False,0.08188757692841599,0.04999583339934986,0.0506665367067301
23,AR1 alpha + EWMA + Basic + One-Step,False,0.09999801578665025,0.23645444109185645,1.3281677406623993
23,AR1 alpha + EWMA + Basic + Two-Step,False,0.09997157658166325,0.24206601705308,1.3137691797298847
23,AR1 alpha + EWMA + Enhanced + One-Step,False,0.09976370520189087,0.04996278495616715,0.050327666410467764
23,AR1 alpha + EWMA + Enhanced + Two-Step,False,0.0705893453859661,0.0500401626378896,0.050508197968624005
