seed,asset
23,NYSE:USFD
23,NASDAQ:FARO
23,NASDAQ:EEFT
23,NYSE:AON
23,NYSE:MTRN
23,NASDAQ:VRRM
23,NYSE:TRI
23,NYSE:MLR
23,NASDAQ:TTMI
23,NYSE:HLIO
23,NASDAQ:LGND
23,NASDAQ:EXPE
23,NYSE:AMCR
23,NYSE:MRK
23,NASDAQ:MU
23,NYSE:FVRR
23,NASDAQ:RYTM
23,NYSE:ARW
23,NYSE:OMF
23,NYSE:TPX
23,NYSE:LC
23,NASDAQ:CGBD
23,NASDAQ:ZS
23,NASDAQ:TXN
23,NASDAQ:SHYF
23,NYSE:SRE
23,NASDAQ:SEDG
23,NYSE:LII
23,NASDAQ:SCHL
23,NASDAQ:OSW
23,NASDAQ:ONEW
23,NASDAQ:VRA
23,NYSE:ASGN
23,NYSE:PPG
23,NYSE:SHAK
23,NYSE:HTH
23,NASDAQ:CSTL
23,NASDAQ:ALGN
23,NASDAQ:SANM
23,NYSE:FIX
23,NYSE:CVS
23,NASDAQ:INDB
23,NASDAQ:ABCB
23,NASDAQ:UAL
23,NYSE:YUMC
23,NASDAQ:LSEA
23,NYSE:BBDC
23,NASDAQ:MRNA
23,NASDAQ:UBSI
23,NYSE:IT
23,NYSE:AN
23,NASDAQ:BBSI
23,NASDAQ:EFSC
23,NYSE:MTZ
23,NYSE:CLH
23,NASDAQ:AVGO
23,NASDAQ:JRVR
23,NYSE:EGO
23,NYSE:CE
23,NYSE:STZ
23,NASDAQ:RCMT
23,NASDAQ:SONO
23,NASDAQ:SYBT
23,NASDAQ:MIDD
23,NASDAQ:UFPI
23,NASDAQ:AEIS
23,NASDAQ:EVBG
23,NASDAQ:INGN
23,NASDAQ:GEVO
23,NYSE:MDU
23,NASDAQ:FCFS
23,NYSE:NBR
23,NYSE:SLCA
23,NYSE:AVNS
23,NYSE:URI
23,NYSE:ONTO
23,NYSE:RNG
23,NASDAQ:IPGP
23,NASDAQ:IESC
23,NASDAQ:POWI
23,NASDAQ:PODD
23,NASDAQ:POOL
23,NYSE:CCS
23,NASDAQ:ENPH
23,NASDAQ:NBTB
23,NYSE:LXFR
23,NASDAQ:AEHR
23,NYSE:INSP
23,NYSE:NFG
23,NYSE:STC
23,NASDAQ:MCRB
23,NASDAQ:QCOM
23,NASDAQ:HEAR
23,NASDAQ:CMCSA
23,NYSE:WGO
23,NYSE:EW
23,NASDAQ:BRKL
23,NYSE:PINS
23,NASDAQ:FTDR
23,NYSE:HRTG
