seed,date,strategy,eq_gross,eq_net,rp_gross,rp_net,turnover
23,2020-03-19,Simple + Baseline,1.0450000345906305,1.04450003438672,0.04500003459063042,0.044500034386719844,1.0000004078211535
23,2020-03-20,Simple + Baseline,0.9978281588052346,0.9966529944218651,-0.045140549496608486,-0.04580855757745221,1.3360161616874475
23,2020-03-23,Simple + Baseline,0.9911555572067515,0.9897696574428995,-0.006687124971971703,-0.0069064529153986,0.43865588685379425
23,2020-03-24,Simple + Baseline,1.0686191915046939,1.0670830855145372,0.0781548705797991,0.0781125461770363,0.08464880552561584
23,2020-03-25,Simple + Baseline,1.0912909304395964,1.0895747001785794,0.021215919679468807,0.021077660183505622,0.27651899192636914
23,2020-03-26,Simple + Baseline,1.1684873595654752,1.1665547270470362,0.07073863345934947,0.07065144487646417,0.17437716577058782
23,2020-03-27,Simple + Baseline,1.1363094764108428,1.1343099818859974,-0.02753806696428306,-0.027641005101116643,0.20587627366716907
23,2020-03-30,Simple + Baseline,1.1411421407136213,1.1389559320655498,0.004252947285138516,0.004095838222130208,0.3142181260166149
23,2020-03-31,Simple + Baseline,1.132673141933447,1.1303152005208166,-0.007421510851293333,-0.007586537197328455,0.33005269207024457
23,2020-04-01,Simple + Baseline,1.0791377263348245,1.0767226004761745,-0.047264664108869724,-0.04741385413550853,0.2983800532776233
23,2020-04-02,Simple + Baseline,1.1146659752197445,1.1121299036027974,0.03292281236945345,0.03288433168484093,0.07696136922503927
23,2020-04-03,Simple + Baseline,1.1013471442156344,1.0987301595785566,-0.011948719437214851,-0.012048721989069509,0.20000510370931399
23,2020-04-06,Simple + Baseline,1.1220428742650432,1.1192667977430268,0.018791286796451433,0.018691248242741845,0.20007710741917434
23,2020-04-07,Simple + Baseline,1.072970917800162,1.0701574013599788,-0.04373447538448492,-0.0438763988014975,0.28384683402515515
23,2020-04-08,Simple + Baseline,1.1199121834703896,1.1168851163429776,0.04374887044139813,0.04366433846424482,0.16906395430661164
23,2020-04-09,Simple + Baseline,1.1403168734266214,1.1370551568333715,0.01821990175426209,0.018059189969722837,0.3214235690785066
23,2020-04-13,Simple + Baseline,1.1215275697576437,1.118121715129692,-0.01647726531706605,-0.016651295752800544,0.3480608714689947
23,2020-04-14,Simple + Baseline,1.1419019529803127,1.138254951554907,0.018166636088198632,0.01800630123964613,0.3206696971049994
23,2020-04-15,Simple + Baseline,1.1473422854811575,1.143577792463309,0.004764272875307399,0.004676316936843307,0.175911876928186
23,2020-04-16,Simple + Baseline,1.1532648672542962,1.1493713561048717,0.005162000780486375,0.005066173617348145,0.19165432627646095
23,2020-04-17,Simple + Baseline,1.1891573799111046,1.1850350958438653,0.03112252326064677,0.03102890945521329,0.1872276108669582
23,2020-04-20,Simple + Baseline,1.2185371444251836,1.214182244793777,0.024706371932262883,0.024596021714577167,0.22070043537143308
23,2020-04-21,Simple + Baseline,1.1884594869730234,1.1841463713338678,-0.024683414526808424,-0.02473753309167401,0.10823712973117477
23,2020-04-22,Simple + Baseline,1.2254591829314463,1.220936214072629,0.031132483996286774,0.031068661467348553,0.1276450578764449
23,2020-04-23,Simple + Baseline,1.225545962447717,1.2208682672504332,7.081387734440683e-05,-5.565141029703368e-05,0.252930575282881
23,2020-04-24,Simple + Baseline,1.24751277578499,1.2426256899852635,0.017924104040455503,0.01782126976224147,0.20566855642806747
23,2020-04-27,Simple + Baseline,1.262672140034922,1.2577020758167676,0.012151670543328013,0.012132684808474502,0.03797146970702038
23,2020-04-28,Simple + Baseline,1.2496058318294525,1.2444845714933013,-0.01034814010001676,-0.010509249032512637,0.3222178649917566
23,2020-04-29,Simple + Baseline,1.27867451787228,1.2733900132486338,0.023262284235878117,0.023226838176585742,0.07089211858475221
23,2020-04-30,Simple + Baseline,1.2598417555694386,1.2545157772148698,-0.014728347237402666,-0.014822038682094316,0.18738288938329897
23,2020-05-01,Simple + Baseline,1.2605987265011043,1.2551252750830417,0.0006008460414329209,0.0004858431270789597,0.23000582870792258
23,2020-05-04,Simple + Baseline,1.295479968528556,1.289848538156139,0.0276703770154264,0.02766517714401053,0.010399742831738971
23,2020-05-05,Simple + Baseline,1.2976490877071727,1.2919897641023361,0.0016743749276807043,0.0016600599860025023,0.028629883356404196
23,2020-05-06,Simple + Baseline,1.3030071125374856,1.2972508740346191,0.004129024465142729,0.004072098772344693,0.1138513855960719
23,2020-05-07,Simple + Baseline,1.368519291483558,1.3624222956244638,0.050277683303273375,0.0502381018924683,0.07916282161015414
23,2020-05-08,Simple + Baseline,1.388157315973775,1.381869915028079,0.01434983387696938,0.014274296204688524,0.15107534456171326
23,2020-05-11,Simple + Baseline,1.4246932342107426,1.4182214793189671,0.026319724584917263,0.026306068245323576,0.027312679187376215
23,2020-05-12,Simple + Baseline,1.4248769161439812,1.4183480106603092,0.000128927357011215,8.921832251675013e-05,0.07941806898892972
23,2020-05-13,Simple + Baseline,1.3828751259065053,1.3764600875993303,-0.02947748662469852,-0.029532895133034462,0.11081701667188831
23,2020-05-14,Simple + Baseline,1.3779843330069033,1.3715773805698062,-0.0035366844106014023,-0.0035472928517963627,0.021216882389920703
23,2020-05-15,Simple + Baseline,1.4180568345291633,1.4114209188422875,0.02908052041115569,0.029049427933791575,0.062184954728232864
23,2020-05-18,Simple + Baseline,1.4707870393413778,1.4638181488580277,0.03718483175586014,0.03712374481364412,0.1221738844320471
23,2020-05-19,Simple + Baseline,1.4629070797081685,1.4558743580821905,-0.005357648267513947,-0.005426760682011315,0.13822482899473507
