seed,nan_simple_baseline,nan_ar1_baseline,nan_simple_advanced,nan_ar1_advanced,avg_max_weight_simple_baseline,avg_max_weight_ar1_baseline,avg_max_weight_simple_advanced,avg_max_weight_ar1_advanced,avg_turnover_simple_baseline,avg_turnover_ar1_baseline,avg_turnover_simple_advanced,avg_turnover_ar1_advanced
23,False,False,False,False,0.10000008457455356,0.09982337479974063,0.09999502845055924,0.09981739862282277,0.14347057842520433,0.05709688408808293,0.14212029761602177,0.05932929142305138
