seed,date,strategy,NASDAQ:TILE,NASDAQ:PLMR,NYSE:PAGS,NYSE:ALLY,NYSE:MAN,NYSE:CACI,NASDAQ:VRRM,NYSE:OIS,NASDAQ:WINA,NYSE:HI,NASDAQ:GEVO,NASDAQ:CHTR,NYSE:MTZ,NASDAQ:ACIW,NASDAQ:BOKF,NYSE:ENR,NYSE:BYD,NYSE:KW,NASDAQ:TTMI,NYSE:UVV,NYSE:USFD,NASDAQ:NMFC,NASDAQ:POOL,NYSE:EGO,NYSE:MOH,NYSE:ONTO,NASDAQ:INGN,NYSE:MC,NYSE:HTH,NYSE:TPR,NYSE:VVV,NYSE:AON,NYSE:LXFR,NYSE:MYE,NYSE:ORCL,NYSE:MCK,NASDAQ:NWLI,NASDAQ:TXN,NASDAQ:TCMD,NASDAQ:NFLX,NASDAQ:CAPR,NASDAQ:FCFS,NASDAQ:SRCE,NYSE:VMI,NASDAQ:LXRX,NYSE:ECL,NASDAQ:ONEW,NASDAQ:FHB,NASDAQ:MRSN,NASDAQ:LSCC
7,2020-03-20,simple,0.0,0.10000152276251491,0.0,0.0,0.0,0.09999964817107812,0.0,0.0,0.0,0.09999964817107916,0.09999964817107813,0.0,0.0,0.0,0.0,0.0,0.09999964817157043,2.5575323551449077e-08,0.0,0.0,0.09999964817107779,0.0,0.0,0.0,0.0,0.0,0.10000111234539016,0.0,0.0999996481710781,0.0,0.0,0.0,0.0,0.0,0.09999964817107813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53942092349272e-07,0.0,0.0999996481766393,0.0,0.0,0.0
7,2020-03-23,simple,0.10000010029598606,0.1000000964463878,6.486387113048883e-08,0.0,0.0,0.02648715282769364,6.255375114645189e-08,6.508550222963852e-08,3.0629204281614686e-08,1.0480183803643133e-07,1.0415624103528334e-07,0.0,6.300978362515815e-08,1.2617794491360361e-08,3.75321675709439e-08,6.366134641197985e-08,0.09999983081338222,1.7218842174030313e-08,0.0,1.9786578132443397e-08,0.09999981475781682,7.539316746894181e-08,0.0,0.0,5.726487199237626e-08,0.09999996455810657,0.09999995985748623,1.6158867758214528e-08,0.09999985886018663,6.043571953929115e-08,6.931662028689782e-08,5.709621380156446e-08,0.0,0.0,9.617141435205903e-08,5.8591987778174064e-08,3.310797446782979e-09,1.1914047817624465e-08,1.0182842037732272e-08,0.09999998242141891,0.0,2.93912067810036e-08,1.0389206167124083e-09,6.0141470256372e-08,1.0259342144550635e-08,6.187992467214678e-08,0.09999992976540635,6.072684736803877e-08,0.0735118732135799,5.0991366543256705e-08
7,2020-03-24,simple,0.09999918168163226,0.09999939365523029,0.0,0.0,0.0,6.457642377650831e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999932727052518,0.0,0.0,0.0,0.09999932159336956,0.0,0.0,0.0,0.0,0.09999935625960805,0.09999944256034983,0.0,0.09999931515494911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999942969955496,0.0,0.0,0.0,0.0,0.0,0.0,0.09999939588229999,0.0,0.09999937860010301,0.0
7,2020-03-25,simple,9.697010481156882e-08,0.0999996401430668,1.8031401134520676e-07,2.207782449432101e-07,1.843286660762869e-07,2.565525747288405e-06,8.130355186606689e-08,2.2205919884424444e-08,1.6088915673024493e-07,0.0,0.10000015195526112,1.3835765975120063e-07,8.430864431920971e-08,2.0097143581500062e-07,8.770898129547194e-08,4.217834618875686e-08,0.09999977820570828,2.4599515386957715e-07,1.3184149480527588e-07,8.222216742861404e-08,0.09999988793161611,0.06452086172976686,1.8296565574323514e-07,0.10000035306176244,1.5107809960377746e-07,0.09999992145559225,0.09999995256757883,1.2660378882772307e-07,2.0864034111140617e-08,5.208203991759811e-09,1.847281885689768e-08,0.0,1.5682877181616558e-07,1.7852391765767702e-07,0.0,0.0,8.402136276316835e-08,5.0586812438527977e-08,6.3256083264532e-08,0.07013131334455741,0.06534213244602469,6.369905466360181e-09,9.425320041125606e-08,3.484892771146272e-08,2.2675033919839063e-07,1.0788111705223902e-08,0.0,7.805576467628766e-08,0.09999999178398057,0.0
7,2020-03-26,simple,0.0,0.09999526286578675,0.015063983429271104,0.0,0.0,0.09999426567194251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999581899114571,0.0,0.0,0.0,0.09999579003242227,0.09999585603232089,0.0,0.09999610692097029,0.0,0.09999579219017865,0.0999960109255545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07201093865088988,0.0,0.0,0.0,0.0,0.0,0.0,0.012963694483905316,0.0,0.09999647980561226,0.0
7,2020-03-27,simple,0.09999535476553621,0.09999419801976048,0.0,2.0297945853341887e-08,0.0,0.09999378823847545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08787776943087439,0.0,0.0,0.0,0.09999536174666393,0.09999598680836422,0.0,0.012161829918686988,0.0,0.09999576617991095,0.09999685944787394,0.0,0.0,6.11218826664576e-08,3.424674293304153e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0999953661598778,4.3836149413946597e-07,0.0,0.0,0.0,0.0,0.0,1.4198299206135441e-07,0.0,0.0999970232729179,0.0
7,2020-03-30,simple,0.09999719503115283,0.0999973706075768,0.0,0.0,1.2024737083956561e-08,0.09999650445784158,0.0,0.0,2.3035228442538793e-08,0.0,0.0,5.362386056527164e-07,9.402902521971079e-09,0.0,0.0,0.0,0.0,0.0,1.7442425477717773e-08,6.089211762024612e-07,0.0999971192343695,0.09999724615865573,8.905413190519427e-07,0.0,0.0,0.09999737729506725,0.09999860315819348,4.816669054572699e-07,6.054967256881648e-07,0.0,0.0,2.44492322166432e-07,5.705886795968902e-07,1.2344708837116156e-06,8.520837702481734e-07,8.356108771821053e-07,0.0,9.106005413975951e-07,0.09999893371171338,0.10000682079092785,0.0,5.239940656021341e-07,2.0704366057759192e-07,4.325590460943869e-06,1.1460995639200418e-06,0.0,0.0,3.4612418011242944e-07,0.09999831724419705,1.3084127355648861e-07
7,2020-03-31,simple,0.09998728868181646,0.09998740304345818,1.6455097635038462e-06,2.2524257272150215e-06,0.0,0.09998840376019395,0.0,2.479657146061646e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.873220834617608e-07,2.984583694484972e-06,2.2402055059827745e-07,0.0,0.0,0.0,0.09999132080815681,3.2054190396210136e-06,0.0,8.651215399963386e-08,0.05372447018276758,0.0999901390444721,0.09998565941162102,0.0,0.0,3.376920976304481e-06,3.9432981324781226e-06,0.0,0.0,0.0,0.0,0.0,5.15646410242492e-07,0.0,0.046364286038527686,0.09998055226232284,2.5204120489432674e-06,0.0,0.0,0.09998176215710632,0.0,1.4274928830164905e-06,0.0999931653889471,0.0,0.0,0.0
7,2020-04-01,simple,0.0999992347654065,0.1000004473420305,4.511583131426334e-07,5.824907686693783e-07,1.0684833781696796e-07,0.0999989193618522,6.419909927696157e-08,6.985905063375376e-07,8.144561199092589e-08,4.803188495100683e-08,1.2556205900413524e-07,8.850538054235322e-08,5.7720091897032166e-08,8.566607825507938e-08,3.515876017103426e-07,7.981961328341231e-07,1.3701277678026128e-07,4.76810362392181e-08,6.960335048780714e-08,3.521622696555226e-08,1.825573685266923e-07,5.094658729827771e-07,4.232726785845179e-08,0.10000043585964648,0.050725116231492465,0.0999998525068305,0.10000031473456629,8.783401140196918e-08,8.063141211570572e-08,5.623699606874381e-07,6.412281845442889e-07,7.084971288843048e-08,6.297953225379551e-08,0.0,0.10000058197194418,2.795949106424836e-08,1.2704108317951716e-07,5.6246005287889364e-08,0.01586652755077152,0.10000071808453304,2.2254295975725258e-07,5.676968531845164e-08,5.3952556455995784e-08,0.10000057308561355,4.490871424141734e-08,3.2643934544081014e-07,6.191853454522823e-08,2.8295562698921792e-08,1.0255338120665927e-07,0.03340010011941348
7,2020-04-02,simple,0.09999773092331128,0.09999849131235795,0.0,0.0,0.0,0.09999787001542194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999832782605626,0.09999809062082067,0.09999825644809979,0.09999870299193353,1.7009079984086092e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.09999843337540479,0.0,0.0,0.0,0.0,0.09999891276996423,0.0,0.0,0.0,0.0999981746366456,0.0,0.0,0.0,0.0,0.0,0.0
