seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
7,False,0.09999766938855548,0.09878869501144681,False,0.09985454323125612,0.036338875004493634
