seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
23,False,0.09999792745205006,0.09621698423770508,False,0.09990902930166334,0.037716220346192014
