seed,date,strategy,NASDAQ:KIDS,NASDAQ:NTAP,NASDAQ:CRUS,NASDAQ:MTRX,NYSE:THO,NASDAQ:ITCI,NASDAQ:KALU,NASDAQ:MDB,NASDAQ:CRDF,NASDAQ:UBSI,NASDAQ:HWC,NASDAQ:VRA,NASDAQ:SRCE,NYSE:FL,NYSE:EGO,NYSE:BBW,NASDAQ:RVNC,NYSE:IEX,NYSE:WCN,NASDAQ:RYTM,NASDAQ:FCFS,NYSE:MC,NYSE:QTWO,NASDAQ:AOSL,NASDAQ:NFLX,NYSE:KEX,NYSE:ELAN,NYSE:SBOW,NASDAQ:CHTR,NASDAQ:CAPR,NYSE:HI,NASDAQ:RPD,NASDAQ:GEVO,NASDAQ:QURE,NASDAQ:CENX,NYSE:JOE,NASDAQ:RDNT,NYSE:PINS,NYSE:TD,NYSE:NEM,NYSE:DHI,NYSE:AMCR,NYSE:GHC,NYSE:VST,NYSE:TPR,NASDAQ:SLM,NASDAQ:NBIX,NASDAQ:AAOI,NYSE:RYAM,NYSE:CHGG
5,2020-03-20,simple,2.3784210925915204e-08,2.378420602889338e-08,2.378420581284922e-08,2.378420580754282e-08,2.3784205797437384e-08,0.10000002378421238,2.3771159703388858e-08,2.3784205858222844e-08,0.10000002378410636,2.378196752019889e-08,2.3784205264572973e-08,2.388136352936528e-08,2.3784224678875055e-08,2.378421206467227e-08,2.3784206142978436e-08,0.10000002378424142,0.10000002378388118,2.378420587990975e-08,2.3784205763692336e-08,2.3784205718969082e-08,2.3784205747638695e-08,2.3784205798907155e-08,2.3784205833335676e-08,2.3784206086807933e-08,2.3784205833280615e-08,2.3784205806406364e-08,2.3784205737874543e-08,2.3784188558471775e-08,2.378420575335163e-08,2.3784205630952744e-08,0.10000002378420313,0.10000002378418785,0.10000002378420737,2.378420582224958e-08,2.3784205834556915e-08,2.3784174326774722e-08,2.3784205433310248e-08,2.378420579784113e-08,2.3784205794014596e-08,2.3784205823799018e-08,0.10000002378410065,2.378420579840737e-08,2.378420576030206e-08,2.37842057925143e-08,2.3784205999049033e-08,2.378420581120946e-08,2.37842051418342e-08,0.10000002378420647,0.099998834492567,2.3784205768534085e-08
5,2020-03-23,simple,1.4681741142856214e-07,1.6090866804478352e-07,1.7169795386022852e-07,1.5103804555964127e-07,1.7762703815349186e-07,0.10000011723532908,8.165169850913665e-08,0.10000016177431219,9.784609894041027e-08,8.357358244874948e-08,1.0075893875807503e-07,8.348199266545762e-08,1.0002636804054937e-07,1.352380037715053e-07,0.04014813689759931,6.114336520872212e-08,0.059846786531240384,1.0665562392885631e-07,1.3659573359319305e-07,1.2032634660561447e-07,1.2376938941117505e-07,1.0634378914222945e-07,9.932611733187968e-08,7.362214226547837e-08,0.10000011840854914,0.10000014744725252,1.0799215635789002e-07,1.4208177592505884e-07,8.707387196470193e-08,8.100147670566253e-08,9.67896694909569e-08,0.10000012781260519,1.1465902470633425e-07,1.0760390678431403e-07,9.14414937068946e-08,8.164221439222421e-08,0.10000015353264623,9.650808697462266e-08,8.304062327193097e-08,9.73564528791632e-08,9.076234927010205e-08,8.037841086589059e-08,7.320773107473101e-08,8.170589050017384e-08,8.35042146809186e-08,1.4077207329008058e-07,1.0029887197817337e-07,0.10000016850606219,0.09999985906930105,0.10000006651650026
5,2020-03-24,simple,0.0,0.0,0.0,0.0,0.0,0.09999967385590545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03097771614895337,0.0,0.06902587762515079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999943541682314,0.09999959544789808,0.0,0.0,0.0,0.09999971546459543,0.0,0.09999962305184178,0.0,0.0,0.0,0.0,0.09999954270194715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8094815278947327e-08,0.0,0.0,0.09999964627452373,0.09999968249770248,0.09999946341984317
5,2020-03-25,simple,0.0,2.3116404398116288e-07,2.939593175174588e-07,0.0,3.8543390287994367e-07,0.06336471105007044,1.2417707404497853e-07,0.0,0.1000006713725045,1.4647415309935113e-07,3.815418657246589e-07,2.479212156046684e-07,2.7647438552434003e-07,5.532188187110008e-07,0.10000014959115261,1.9050951690563542e-07,0.10000039133201734,6.802664636612465e-08,1.6879247698888045e-07,2.0040810446388273e-09,2.5163743504990624e-07,5.326914204002047e-08,3.8404091690987875e-07,0.0,0.09999904044454347,0.0,3.332104299641866e-07,4.49259942980349e-07,7.052777819805447e-08,0.10000032026949135,3.495396576287545e-07,0.0999998458646717,0.030169947816165155,2.1762794190229641e-07,1.9927589098288678e-07,0.0,0.09999959176490245,1.002838042515184e-07,4.315340354426889e-07,1.1806505794803829e-07,0.10000057772779529,4.038753432882286e-07,4.888492562702709e-07,3.6624992714865755e-07,4.832515532082268e-07,2.0243647593152308e-07,1.986492353888295e-07,0.0,0.006457492407278807,0.09999908907808404
5,2020-03-26,simple,2.9116985347682203e-07,2.7919994525354377e-07,4.3162213181929484e-07,2.3610846016629286e-07,0.08647099772548787,0.10000074212496139,4.879791943808491e-07,1.1692370572850567e-06,0.1000002171331272,4.0777121314019905e-07,3.4999529510925763e-07,3.390640453830672e-07,3.3537438611094077e-07,1.9088262534014836e-07,0.10000040656874791,4.5075881017142654e-08,0.10000041368818992,2.652407620349478e-07,2.034745824312266e-07,3.1969482544898575e-07,5.340818129902206e-07,2.706352549437386e-07,2.521589447677272e-07,0.10000067776014987,7.174977142430367e-07,7.152000756198043e-07,2.355710455212303e-07,1.784851920813991e-08,4.7379622371799725e-07,2.575821978071165e-07,2.3956573399619513e-07,0.10000025774956676,1.1327740072221495e-07,2.423641039581724e-07,3.5843693988587167e-07,3.583351939638566e-07,0.09999996795474277,5.265802867651869e-07,2.0858419683878807e-07,3.709852325981152e-07,0.1000001779556097,2.4666596594209657e-07,1.3157822749132405e-07,2.813438304473636e-07,2.0564684214733005e-07,2.0747749155490098e-07,2.6150053757321647e-07,4.074400493192352e-07,0.01351308185638697,0.10000007343894916
5,2020-03-27,simple,0.0,0.0,0.0,0.0,0.0,0.09999786948588997,0.0,0.0,0.09999744032929353,7.547295170485056e-08,0.0,0.0,0.0,0.0,0.0999980107499994,0.0,0.09999722691807014,0.0,0.0,0.0,0.0,0.0,0.0,4.80055489365137e-08,0.09999861682786425,2.0667896653872435e-05,0.09999748010701184,0.0,0.0,0.0,0.0,0.09999798230914009,0.0,0.0,0.0,9.045150232339991e-08,0.0,1.187375657115617e-07,0.0,0.0,0.0999973965147049,0.0,0.0,0.0,0.0,0.0,0.0,0.09999824837243741,0.0,0.09999872782136603
5,2020-03-30,simple,0.0,3.5397834349096636e-07,4.929723262749644e-07,0.0,7.191795695655126e-08,0.09999873644956915,9.051121570343598e-08,0.0,0.09999771254998278,3.9075155742351484e-07,1.4285444481890404e-06,2.9782214998340813e-07,3.9819990158703705e-07,4.382622993972269e-07,5.12931138784005e-07,0.0,0.0999977301073065,0.0,0.0,0.0,6.461391665949831e-07,2.2595760911832714e-07,1.7835290740829097e-07,7.398939159002924e-07,0.09999732868134248,5.982824784321278e-07,0.09999802153217258,3.671638727550781e-08,2.3000729112859887e-07,7.912349666941506e-07,4.5896213233185007e-07,0.099998613679354,0.0,0.0,7.202237743180623e-07,0.0,0.09999913390888755,0.020541010928764637,4.0044953117587507e-07,4.445474570518834e-07,0.07946360536855315,3.4487970022396676e-07,0.0,3.9076711513446046e-07,1.1145368786215613e-06,8.855819069856197e-08,0.0,0.09999846352250374,0.0,0.09999775787072347
5,2020-03-31,simple,1.0616961154913902e-06,2.972553808086503e-07,0.0,8.337337918363983e-07,0.0,0.09678462621144009,0.0,2.530823543405876e-07,0.09999718274243397,0.0,0.0,0.0,0.0,0.0,0.0,5.00782609803522e-07,0.099997411683443,0.013306252574028371,4.922149566899998e-07,1.7721802352898584e-07,0.0,7.393347602305942e-07,0.0,0.0,0.0999991506984547,5.10934957594425e-07,0.09999745732531617,0.0,3.1308537957328913e-07,0.0,0.0,0.089917123644505,0.0,0.0,0.0,5.100702441391526e-07,0.09999862127902961,0.09999804797821354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.693696155620434e-08,0.0999976953096711,1.3168153803244985e-06,0.09999937739254865
5,2020-04-01,simple,6.476794751783232e-07,0.0,0.0,0.00897148915941688,0.0,0.09999921207076816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999905315569937,1.5765383837317501e-07,0.0,0.09999925374890876,1.7435690213176232e-07,4.370711751858747e-08,0.0,0.0,0.0,0.0,0.0999998065298282,0.0,0.0999983192140506,0.0,0.0,0.0,0.0,0.015298649783220816,0.0,0.09999918434540224,0.0,1.9787661738138032e-07,7.418260272189539e-08,0.0,0.0,0.09999921131776121,0.0,0.0,0.0,0.0,0.0,0.0,0.07573575168266564,0.09999861954003626,5.369019344465727e-07,0.09999961709375416
5,2020-04-02,simple,2.2821704477437318e-07,0.0,0.0,0.06389090372104805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09999778150060548,1.0509197318868832e-07,0.0,0.09999824956129738,8.610234734306454e-08,0.0,0.0,0.0,0.0,0.0,0.09999822895738127,0.0,0.09999781584618116,0.0,0.0,0.0,0.0,0.0,0.0,0.09999815432167194,0.0,0.0,0.0,0.0,0.0,0.09999809549847188,0.0,0.0,0.0,0.06039020239307393,0.0,0.0,0.07573393019053408,0.09999811344168134,2.3456381651846826e-07,0.09999787059287162
