seed,strategy,has_nan_weights,avg_max_weight,avg_turnover,max_turnover
21,Simple alpha + SampleCov + Basic + One-Step,False,0.09999778980774357,0.19991213281978606,0.9054052176782121
21,Simple alpha + SampleCov + Basic + Two-Step,False,0.09997278616589315,0.20330308073345338,0.9015768672968408
21,Simple alpha + SampleCov + Enhanced + One-Step,False,0.09991051457977723,0.04970969109748821,0.05024419697620855
21,Simple alpha + SampleCov + Enhanced + Two-Step,False,0.07757438511748538,0.05004500454010552,0.050748033445908294
21,Simple alpha + EWMA + Basic + One-Step,False,0.09999823170695733,0.2058374985277088,0.9999782008081208
21,Simple alpha + EWMA + Basic + Two-Step,False,0.09997555829513459,0.20891545515102133,0.9937331011232574
21,Simple alpha + EWMA + Enhanced + One-Step,False,0.0998838990164187,0.0496847330491572,0.050207582874197264
21,Simple alpha + EWMA + Enhanced + Two-Step,False,0.07312191117618388,0.050037487138792684,0.050542137059857536
21,AR1 alpha + SampleCov + Basic + One-Step,False,0.09984078006098399,0.20485633988863258,1.5542380266773848
21,AR1 alpha + SampleCov + Basic + Two-Step,False,0.09981032102200554,0.2104735848291756,1.543112561270302
21,AR1 alpha + SampleCov + Enhanced + One-Step,False,0.09964021500126487,0.049624574592571906,0.05022650545188183
21,AR1 alpha + SampleCov + Enhanced + Two-Step,False,0.07992869780833821,0.049998324133917256,0.05089008899933345
21,AR1 alpha + EWMA + Basic + One-Step,False,0.09999758980392887,0.2300607801307038,1.4792444921517687
21,AR1 alpha + EWMA + Basic + Two-Step,False,0.09997123172529802,0.2350378381484287,1.4676282891818506
21,AR1 alpha + EWMA + Enhanced + One-Step,False,0.09978511974815306,0.049902092797580844,0.05034822803558656
21,AR1 alpha + EWMA + Enhanced + Two-Step,False,0.07063526740757915,0.0500386905041785,0.05059415170491903
