seed,date,cost_coeff
21,2020-03-20,0.01050326803450111
21,2020-03-23,0.009352276643476745
21,2020-03-24,0.012301455951119762
21,2020-03-25,0.01123144364898851
21,2020-03-26,0.010903484948609703
21,2020-03-27,0.010323369691141593
21,2020-03-30,0.009683619266599879
21,2020-03-31,0.008966637039302663
21,2020-04-01,0.009301790481943024
21,2020-04-02,0.008773477160703239
21,2020-04-03,0.00842842007338743
21,2020-04-06,0.008845922538631309
21,2020-04-07,0.008524129882601626
21,2020-04-08,0.008493440287620857
21,2020-04-09,0.008409060533887024
21,2020-04-13,0.008206669760122916
21,2020-04-14,0.007950722725564085
21,2020-04-15,0.007841797109062775
21,2020-04-16,0.007612717967527987
21,2020-04-17,0.007565982036012002
21,2020-04-20,0.00742175826031151
21,2020-04-21,0.007160417378606164
21,2020-04-22,0.007000698638655416
21,2020-04-23,0.006260637824088514
21,2020-04-24,0.006056357910561546
21,2020-04-27,0.005920213122308463
21,2020-04-28,0.0057371609680186356
21,2020-04-29,0.005945457656916778
21,2020-04-30,0.005988541992269401
21,2020-05-01,0.0057162598361461476
21,2020-05-04,0.005676359074885609
21,2020-05-05,0.005583472816351251
21,2020-05-06,0.005147532999996651
21,2020-05-07,0.0050739667403223885
21,2020-05-08,0.004967638175805994
21,2020-05-11,0.004809224204274066
21,2020-05-12,0.004807865692421101
21,2020-05-13,0.004894259546457176
21,2020-05-14,0.004765654533565281
21,2020-05-15,0.004761293824842636
21,2020-05-18,0.004919805157561991
21,2020-05-19,0.004863197155629541
21,2020-05-20,0.004833405075479995
21,2020-05-21,0.004734299876331172
21,2020-05-22,0.004689809202487648
21,2020-05-26,0.0047860938723703
21,2020-05-27,0.004772758126592151
21,2020-05-28,0.004791947977706126
21,2020-05-29,0.004521506021921995
21,2020-06-01,0.0044361425547938295
21,2020-06-02,0.004220549436098184
21,2020-06-03,0.004310751489658426
21,2020-06-04,0.004281271504308586
21,2020-06-05,0.004373178876813093
21,2020-06-08,0.004511021910687155
21,2020-06-09,0.004446204876808
21,2020-06-10,0.0045039216416840454
21,2020-06-11,0.004865857017862986
21,2020-06-12,0.004749091544354498
21,2020-06-15,0.004694560032126727
21,2020-06-16,0.004680154165413362
21,2020-06-17,0.004363626831723861
21,2020-06-18,0.004265537331900643
21,2020-06-19,0.004127786964246054
21,2020-06-22,0.0040463362849667145
21,2020-06-23,0.004022006339181171
21,2020-06-24,0.004032947562896045
21,2020-06-25,0.00384115967183517
21,2020-06-26,0.003831361995059046
21,2020-06-29,0.003812173063196819
21,2020-06-30,0.003791582988914305
21,2020-07-01,0.003859046033191208
21,2020-07-02,0.0036688855543754507
21,2020-07-06,0.0036456668920843162
21,2020-07-07,0.003576107797277781
21,2020-07-08,0.0033592773558427463
21,2020-07-09,0.0033065319787970743
21,2020-07-10,0.003209022619196353
21,2020-07-13,0.002676704257371034
21,2020-07-14,0.0025893420933848716
21,2020-07-15,0.002692358396822078
21,2020-07-16,0.002620445198067361
21,2020-07-17,0.002558806838445869
21,2020-07-20,0.0025877212521850474
