seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
3,False,0.09999781051768217,0.08680906006725186,False,0.0998553219661027,0.03592270535300499
