seed,asset
18,NASDAQ:FHB
18,NYSE:HLF
18,NYSE:CMP
18,NYSE:MAN
18,NYSE:SFBS
18,NYSE:GMS
18,NYSE:FCF
18,NASDAQ:ALGN
18,NASDAQ:UFPI
18,NASDAQ:CRDF
18,NYSE:TD
18,NYSE:INSP
18,NYSE:CPB
18,NYSE:MLR
18,NYSE:HP
18,NASDAQ:WSBC
18,NYSE:UBER
18,NASDAQ:SDGR
18,NYSE:GHC
18,NASDAQ:OSW
18,NASDAQ:FIVN
18,NASDAQ:LGND
18,NASDAQ:JRVR
18,NYSE:TFC
18,NYSE:LPX
18,NASDAQ:PFG
18,NASDAQ:ACIW
18,NYSE:DOOR
18,NYSE:PINS
18,NASDAQ:KIDS
18,NASDAQ:PFBC
18,NYSE:FHN
18,NYSE:BLK
18,NYSE:CACI
18,NYSE:HTH
18,NYSE:NBR
18,NASDAQ:TW
18,NASDAQ:RGEN
18,NYSE:DDS
18,NASDAQ:CLFD
18,NYSE:VVI
18,NYSE:NX
18,NASDAQ:RDFN
18,NASDAQ:TSCO
18,NYSE:MXL
18,NYSE:LXFR
18,NYSE:LII
18,NASDAQ:FCFS
18,NYSE:WLK
18,NASDAQ:PAAS
18,NYSE:NFG
18,NYSE:SKX
18,NYSE:MTZ
18,NYSE:BCC
18,NYSE:MDU
18,NASDAQ:MGPI
18,NYSE:ALL
18,NYSE:NEM
18,NASDAQ:ZBRA
18,NASDAQ:CMCSA
18,NASDAQ:IBOC
18,NYSE:PPG
18,NYSE:HRTG
18,NYSE:ENR
18,NASDAQ:RNST
18,NASDAQ:LXRX
18,NYSE:NUE
18,NASDAQ:HEAR
18,NASDAQ:ARCC
18,NASDAQ:HOPE
18,NYSE:PAR
18,NYSE:RDN
18,NYSE:KOS
18,NASDAQ:SANM
18,NASDAQ:SITM
18,NYSE:CCS
18,NYSE:LC
18,NASDAQ:CSTL
18,NASDAQ:FTDR
18,NYSE:AVNS
18,NASDAQ:SRCL
18,NASDAQ:PPBI
18,NASDAQ:INTU
18,NASDAQ:RMBS
18,NYSE:HLIO
18,NASDAQ:MERC
18,NASDAQ:GBDC
18,NYSE:CVS
18,NASDAQ:NFLX
18,NASDAQ:IRMD
18,NASDAQ:AOSL
18,NYSE:HPQ
18,NASDAQ:QURE
18,NASDAQ:WIRE
18,NYSE:AN
18,NYSE:FDP
18,NYSE:KR
18,NASDAQ:EXPO
18,NYSE:ALLY
18,NASDAQ:PCRX
