date,seed,strategy,asset,target_weight
2020-03-25,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.02
2020-03-26,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.02
2020-03-27,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.1
2020-03-30,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.09999999999999999
2020-03-31,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.09999999999999999
2020-04-01,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,1.1526347670991125e-08
2020-04-02,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,8.087379516878859e-23
2020-04-03,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,6.4466167912944926e-24
2020-04-06,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,8.215239428092642e-23
2020-04-07,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-04-08,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,1.6792334906067773e-25
2020-04-09,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-04-13,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,5.56703025563149e-23
2020-04-14,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,3.30894585370951e-24
2020-04-15,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,4.6931892570144746e-23
2020-04-16,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-04-17,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,8.224841068840059e-24
2020-04-20,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,1.479509085961e-22
2020-04-21,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-04-22,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-04-23,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-04-24,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-04-27,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,8.784035348693774e-23
2020-04-28,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,6.768505373210375e-23
2020-04-29,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-04-30,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-05-01,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-05-04,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,2.2390499130684654e-23
2020-05-05,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,3.799265848456056e-23
2020-05-06,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,1.5393435175004734e-22
2020-05-07,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-05-08,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-05-11,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-05-12,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-05-13,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-05-14,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-05-15,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-05-18,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-05-19,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,5.890289749758454e-23
2020-05-20,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-05-21,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-05-22,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-05-26,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-05-27,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-05-28,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,3.8749902557835255e-23
2020-05-29,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-01,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-02,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-03,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-04,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-05,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-08,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-09,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-10,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-11,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-12,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-15,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-16,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-17,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-18,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,7.846459923963391e-23
2020-06-19,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,1.1865634735074791e-23
2020-06-22,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,4.073141522424097e-23
2020-06-23,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-24,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-25,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-26,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-06-29,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,1.851877863473449e-23
2020-06-30,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,2.5391989044635603e-23
2020-07-01,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-02,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-06,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-07,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,2.2010273629172416e-23
2020-07-08,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-09,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-10,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-13,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-14,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-15,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-16,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-17,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-20,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-21,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-22,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-23,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,5.440848229463962e-23
2020-07-24,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-27,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-28,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,1.913512641283233e-23
2020-07-29,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-30,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-07-31,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-03,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-04,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-05,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-06,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-07,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-10,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-11,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-12,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-13,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-14,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-17,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-18,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-19,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-20,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-21,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-24,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-25,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-26,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-27,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-28,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-08-31,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-09-01,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-09-02,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
2020-09-03,4,AR1 alpha + Basic + Two-Step,NYSE:DDS,0.0
