seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
20,False,0.09999811957092619,0.09593083707158821,False,0.09985486214049832,0.03909857649826889
