seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
4,False,0.09999776780936645,0.09531665921760461,False,0.09985447971968721,0.03801967812257767
