seed,date,strategy,NYSE:MCD,NASDAQ:EBAY,NASDAQ:SFIX,NASDAQ:CGBD,NASDAQ:TCPC,NYSE:VMI,NASDAQ:PFBC,NASDAQ:CHTR,NASDAQ:SIGI,NASDAQ:HOPE,NASDAQ:SANM,NASDAQ:PTCT,NASDAQ:SPSC,NASDAQ:TRUP,NYSE:GMS,NASDAQ:MRSN,NASDAQ:PEP,NASDAQ:MU,NYSE:ALL,NASDAQ:KIDS,NASDAQ:TRS,NYSE:HLIO,NYSE:PBH,NASDAQ:PNFP,NYSE:DBI,NYSE:SKX,NYSE:SHAK,NASDAQ:MSEX,NYSE:CHGG,NASDAQ:PBPB,NYSE:PNR,NASDAQ:PNTG,NYSE:CNP,NASDAQ:AEIS,NASDAQ:KALU,NASDAQ:WDC,NYSE:MFC,NASDAQ:RDWR,NASDAQ:MDB,NASDAQ:EXPO,NYSE:WGO,NYSE:MOV,NYSE:ES,NASDAQ:LSEA,NYSE:TPX,NASDAQ:OTTR,NYSE:SD,NYSE:ACM,NASDAQ:INDB,NASDAQ:CSTL
22,2023-07-14,AR1 + Baseline,0.09999587939438938,-3.385699086637323e-06,-5.367964681015597e-07,-4.517663413643832e-06,-4.656380260958924e-06,0.00855900387792162,-2.3142697912579684e-06,-2.882909972976292e-06,0.09999536923036087,-1.1535550211442061e-06,0.06853337278412358,-1.6393385425928347e-06,0.09999476246647639,-4.848306003883923e-07,-3.5532359613719703e-06,0.014135019856958628,0.09999596937120596,-2.6588788266169124e-06,-3.4034264805567503e-06,-2.309455934208697e-06,-2.792318419665043e-06,-1.942366762430251e-06,0.02179944567557994,-1.8290972423649864e-06,-6.519045294754078e-07,0.07440697966994862,0.09999711465061675,-3.596121793211612e-06,-4.0263734682085737e-07,0.09999734824757184,-3.6981737654813447e-06,-9.808945401336668e-07,-3.970391982647418e-06,-3.6328099038349502e-06,-1.6051025424207242e-06,-2.189677326037233e-06,-3.939993502772416e-06,-2.508041849176389e-06,0.012764085467525516,-3.217056155934311e-06,-2.2894678869026013e-06,-2.158109593196831e-06,-3.5098780043813396e-06,-1.463453217265798e-06,0.09999662058284703,0.09991588781390368,-1.368899207123097e-06,-4.666508430700824e-06,-5.727343549288366e-07,-3.575445818052414e-07
22,2023-07-17,AR1 + Baseline,0.09999607624865056,-3.116095267262418e-06,-6.245563605687465e-07,-4.289049934329782e-06,-4.656782232921231e-06,0.008574970812699636,-2.2933342583659632e-06,-3.0702885883218392e-06,0.0999932488177979,-1.2232026550927524e-06,0.06853045449982226,-1.222003169503333e-06,0.0999948742173888,-6.418985083558424e-07,-3.2510782330298137e-06,0.014130460273096572,0.09999609129514582,-2.5361944333937488e-06,-3.2000361617573106e-06,-2.332282748488617e-06,-2.700355931070316e-06,-1.7402249507514046e-06,0.02179791188341397,-1.8936710404825487e-06,-6.484763552481615e-07,0.07440384139438376,0.09999719055812388,-3.3492374038919794e-06,-3.178837127971532e-07,0.09999736337310211,-3.546890340790886e-06,-8.424745187857203e-07,-3.6606464215299947e-06,-3.417811361203422e-06,-1.3563785408165225e-06,-2.0334256425561275e-06,-3.547516074109203e-06,-2.5947926324640615e-06,0.012759446839591349,-2.9128785959622206e-06,-2.146478170721468e-06,-2.107068667187595e-06,-3.1395785215291795e-06,-1.6935929072539532e-06,0.09999673707861904,0.09991336813080383,-1.2218743366803298e-06,-4.1619189991790635e-06,-4.6163186610862285e-07,-6.152753769395315e-08
22,2023-07-18,AR1 + Baseline,0.09999657376360002,-2.6678700443771864e-06,-3.0184146176095504e-07,-3.631487497904444e-06,-2.929004507227527e-06,0.008573089971961054,-2.5145935315703445e-06,-2.397274915975937e-06,0.09999142662615025,-1.8435239861776872e-06,0.0685286557631268,-1.15319372429863e-06,0.0999960885874566,-4.020543276566737e-07,-2.616059916087599e-06,0.014129052806360138,0.09999658637287065,-2.035447163081417e-06,-2.972376121166856e-06,-1.7126925573143946e-06,-2.4850606646036543e-06,-1.7204110218825155e-06,0.02179608648199675,-1.7009702582877443e-06,-6.625715411783467e-07,0.07440202874280208,0.0999981423693255,-3.0606764041576016e-06,-4.247578429038498e-07,0.09999822491105805,-2.7956070323900782e-06,-7.482069733254929e-07,-3.2519988504484364e-06,-2.6846431018067066e-06,-1.2197535641359275e-06,-1.6477980856775574e-06,-3.184279915593444e-06,-2.1698664998984655e-06,0.012757980405846508,-2.7487427980590074e-06,-1.786547893492037e-06,-1.8713581336741428e-06,-2.936590428901542e-06,-1.3673799832949677e-06,0.0999975734288376,0.09991135236851444,-1.0787071333470392e-06,-3.5670754520427066e-06,-2.3461588369538606e-06,-2.1033761118758728e-07
22,2023-07-19,AR1 + Baseline,0.09999819709863259,-1.2678616584681687e-06,-4.698313979021633e-09,-1.9221001937309792e-06,5.682194843590878e-07,0.015314430182119167,-1.2394891312060048e-06,-1.0420343035633887e-06,0.09999178418577011,-7.880694078344627e-07,0.06852900086036003,-3.5183589364976785e-07,0.09999800502712379,-2.5643415034719897e-08,-1.189702587150865e-06,0.01412936702380551,0.09999820456956231,-8.319269550248526e-07,-1.535311811419914e-06,-6.120322744076227e-07,-1.1852937641082736e-06,-6.995599932652509e-07,5.822661935211281e-07,-6.616562483443934e-07,-1.1863693728199351e-07,0.07440237363579989,0.09999934834459,-1.5864354694071694e-06,-3.4511411342250113e-08,0.09999938610264726,-1.2946035978516636e-06,-1.5006813590188013e-07,-1.6999120944236165e-06,-1.2188867843955608e-06,-3.7995715469916415e-07,-6.073387704301429e-07,-1.6586828850147163e-06,-9.328853710562171e-07,0.01685039450598346,-1.3821301685156157e-06,-6.92820300301644e-07,-7.709568786676552e-07,-1.5139725535469382e-06,0.010906036346985244,0.09999897494215584,0.09991170016695465,-3.050132924284085e-07,4.5028274469874917e-07,-1.112241609598009e-06,9.691092536540505e-09
22,2023-07-20,AR1 + Baseline,0.09999782668832637,-2.224452460688003e-06,-6.592361683708906e-07,-2.808069551952997e-06,-1.3891960988384515e-06,0.015311753306463836,-9.295403641780139e-07,-1.7421542459149222e-06,0.01095896311663449,-4.5443481825440675e-07,0.06852543025374526,-9.770324721876337e-07,0.0999964927101021,-5.518729571563271e-07,-2.64668691998228e-06,0.014125358340090337,0.09999777444170359,-1.9405103243165045e-06,-1.1599039682319783e-06,-1.5330784894209813e-06,-1.804753052743733e-06,-1.3806854056806522e-06,-2.6967296204250432e-08,-1.5692606596298434e-06,-6.412710953049103e-07,0.07439788910529103,0.09999800233160687,-1.7509415403898162e-06,-2.948953493977552e-07,0.09999812299130052,-2.5010160271997266e-06,-9.048430247208863e-07,-2.14451552760065e-06,-2.773057640421687e-06,-1.371218380235342e-06,-2.4140935620409897e-06,-2.2680075104100114e-06,-1.6558818509391166e-06,0.016842647007755427,-1.704029577473331e-06,-1.7465978662692703e-06,-2.617953756986686e-06,-2.8274083863459337e-06,0.09999715191637545,0.09999722805681029,0.09990939012415513,-1.0521512932304257e-06,-1.4789001184285533e-06,1.1507646794830674e-07,-1.8581993072032798e-07
22,2023-07-21,AR1 + Baseline,0.09999794874572132,-1.8897510329557144e-06,-2.4710389427486174e-07,-2.421191013561257e-06,-1.5859096847449935e-06,0.015310422176632081,-1.68748712731661e-06,-1.4701560668105474e-06,0.010957641142705702,-1.3104861204505945e-06,0.06852414689073244,-8.55308233649001e-07,0.09999733358042956,-3.001897572972969e-07,-2.013805433457457e-06,0.014124435071702655,0.09999792027181313,-1.5087072768627e-06,-1.4480121395986734e-06,-1.1534169724087133e-06,-1.69654062995644e-06,-1.2812074575963366e-06,-7.77816740966138e-07,-1.3011969588993066e-06,-5.260442964192158e-07,0.07439661529162772,0.09999869567691175,-1.791523992548207e-06,-3.032581030134091e-07,0.09999875684574747,-1.959757189954159e-06,-6.307337515569389e-07,-2.03179697812978e-06,-2.0664346093625232e-06,-1.0269853425243554e-06,-1.6095413867497711e-06,-2.0969833788235363e-06,-1.4447093605392055e-06,0.016841627770905167,-1.730128051557121e-06,-1.3693964121158227e-06,-1.8989177737762897e-06,-2.4185363297760433e-06,0.09999837726430406,0.09999806914870736,0.0999081282379641,-8.325345321825807e-07,-1.6449571241748448e-06,-1.5992832508244336e-06,-1.7747598778292798e-07
22,2023-07-26,AR1 + Baseline,0.09999821198262605,-1.485563314171886e-06,-9.369520661818426e-08,-1.979756510557238e-06,-1.4927079119248998e-06,0.015309415517700186,-1.4233524623843848e-06,-1.1309997058413438e-06,0.010956671945466461,-1.027404162826728e-06,0.06852322346391533,-6.635913720039726e-07,0.09999798837219573,-1.6322627152440504e-07,-1.501539553429064e-06,0.01412362349450534,0.09999820538922892,-1.1066659439674937e-06,-1.4015229058248153e-06,-8.328532225681676e-07,-1.4427273187126617e-06,-1.0378992039977241e-06,-9.871809704044922e-07,-9.713264232286938e-07,-3.648303376912195e-07,0.07439570825159744,0.09999912280935255,-1.5795697251065329e-06,-2.0317871846208562e-07,0.09999913308441889,-1.4815591329190866e-06,-4.392148045925977e-07,-1.7651872071360726e-06,-1.5206894950976354e-06,-7.483076065873833e-07,-1.0548740274021763e-06,-1.7668628899436217e-06,-1.1358037934284853e-06,0.009563751869340961,-1.5353564479043077e-06,-1.0176366195275348e-06,-1.3303726875225369e-06,-1.9450359361822687e-06,0.09999899765737343,0.09999864209980011,0.09990718689983814,-6.289176505910477e-07,0.00726875892802156,-1.2647783278522848e-06,-1.0953265015020857e-07
22,2023-07-27,AR1 + Baseline,0.0999957010845949,-2.767576174152241e-06,6.055680206113383e-07,-3.970461026577265e-06,-3.4196149219758083e-06,0.07520598301749018,-2.259027354752217e-06,-2.0598339986087347e-06,-3.2349292113159906e-06,-8.030283121426599e-07,0.06851919070931008,-1.381086714792002e-06,0.09999643522882402,3.8103584225702816e-07,-2.7804344698562128e-06,4.1797709940926885e-07,0.0999959002839497,-1.8369670741420702e-06,-3.664183451600091e-06,-1.6308531238945776e-06,-3.4405305157991144e-06,-1.6371996969077605e-06,-2.7488401326697207e-06,-1.4731893137789324e-06,-2.3108202806184386e-07,0.07439138964583022,0.09999820018681252,-2.8417222273623443e-06,-4.685786395627575e-07,0.09999769387545869,-2.8253839574933995e-06,-9.532014024962789e-07,-3.506006975543126e-06,-2.711643964804138e-06,-1.3736282618438051e-06,-1.9035911515952874e-06,-3.2874431658448267e-06,-1.635867650859104e-06,-2.7625041780277366e-07,-3.2780521058361187e-06,-1.9276645478974784e-06,-1.3908552091771545e-06,-2.9476943944873696e-06,0.09999787194748921,0.09999739616424473,0.07471323551415489,-1.511220469111497e-06,0.007263038951730689,-1.3171144410501188e-06,9.747996576173338e-08
22,2023-07-28,AR1 + Baseline,0.09999630437423798,2.874728361643955e-07,2.3495213222163866e-06,-2.461454781223479e-06,-2.0512988304889544e-06,0.09999958641744432,-1.7963874677279198e-06,9.929275785463866e-07,-2.568872052815177e-06,-7.533249950587035e-09,0.0685223943220188,-2.8712939598910825e-07,0.10000015438687501,2.421669325531114e-06,9.065563071946953e-07,-5.114200548946039e-07,0.09999657945270272,1.392303790172068e-06,-2.521669297591228e-06,1.2917754949013175e-06,-1.4066250892119324e-06,9.840790442593547e-07,-2.2174316811291668e-06,-1.9310262575421722e-07,9.386302276970169e-07,0.04249875580878577,0.10000117920283483,-2.154882022385311e-06,-7.563714917361871e-07,0.09999940366600917,0.007015208201186614,1.2324248958969043e-07,-3.012825226201144e-06,1.1041812919269039e-06,1.340177068233181e-06,1.8357176078765619e-06,-1.044897970275323e-06,6.757614646757782e-07,2.2356307436659247e-06,-1.1652097368268463e-06,9.537154394233232e-07,9.572079633037669e-07,-2.2146624348761095e-06,0.1000001693024357,0.10000135892790225,0.07471380552234651,-4.4277343337299683e-07,0.0072629936053003425,-2.7302145410519416e-06,8.784827538060052e-07
22,2023-07-31,AR1 + Baseline,0.09999801428142319,2.6481735890756484e-07,3.681417167358407e-07,-1.3116737441653554e-06,-1.044823709763156e-06,0.09999989896012633,-8.743295303512267e-07,6.468637007351949e-07,-1.3243048074759384e-06,8.886609079995393e-08,0.0685226599584964,-1.7976256137562359e-09,0.10000026319512095,5.219592505837827e-07,5.835300852151061e-07,-6.237001841894593e-08,0.099998149218722,7.564327844020642e-07,-1.3596148334896312e-06,6.859685442352108e-07,0.013073312106929597,5.942599799817701e-07,-1.177765282544303e-06,2.2186779898039105e-08,3.458806243251866e-07,0.029417701161985162,0.10000060736730103,-1.0816592761354173e-06,-1.4249604739049896e-07,0.0999998368502258,0.007015464084815396,1.0147045962707198e-07,-1.6007418057444622e-06,6.793849074374119e-07,6.397039464611089e-07,9.119163047733797e-07,-4.81682524698153e-07,4.574736035184675e-07,5.679577992457851e-07,-4.918204008259722e-07,5.252019580659276e-07,5.448170709367618e-07,-1.1564733064741917e-06,0.1000001399518061,0.10000071677480554,0.07471413586602221,-1.1791831902070486e-07,0.007263239829005661,-1.3905249728552314e-06,1.7148785271157713e-07
22,2023-08-01,AR1 + Baseline,0.09999525449989147,-3.512717185272301e-06,-5.892380086263105e-07,-4.771685721481864e-06,-4.299585415361312e-06,0.09999618705924093,-8.88357814802966e-06,-2.6571857945894287e-06,-4.841887753848081e-06,-6.438710371042279e-06,0.06851573248584085,-1.9785919519915593e-06,0.09999605577306815,-1.3588792234185987e-06,-2.9262360353789126e-06,-2.2847699505584853e-07,0.09999529045433761,-2.899596971697695e-06,-4.904878005269327e-06,-2.554138717570647e-06,0.013066103115207006,-1.919703576830838e-06,-4.1195649747519e-06,-3.347494280208824e-06,-1.4011165668511112e-06,0.029411044030066745,0.09999758519198822,-3.1926026465216226e-06,-1.942855922726293e-06,0.09999715683533354,0.007009048401311618,-1.5462124238252527e-06,-3.880864632360934e-06,-3.166585905723112e-06,-2.4960475849751786e-06,-2.7708348281117037e-06,-4.155070032526542e-06,-2.268457414867261e-06,-1.6155185216813482e-06,-3.7752405841845885e-06,-3.0958028228314077e-06,-2.3189589509092574e-06,-3.6065438971878092e-06,0.0904400900099854,0.099996875410812,0.08444223017983134,-2.971073009586843e-06,0.007256225175723419,-7.997704090352575e-06,-3.9376948743332237e-07
