seed,date,strategy,cost_coeff
24,2020-03-20,simple,0.011141597163260904
24,2020-03-23,simple,0.01070070066070252
24,2020-03-24,simple,0.013529720015032458
24,2020-03-25,simple,0.012173540035289074
24,2020-03-26,simple,0.011993454695859673
24,2020-03-27,simple,0.011375047710220425
24,2020-03-30,simple,0.010807027364677016
24,2020-03-31,simple,0.00994826245163399
24,2020-04-01,simple,0.010042785921325612
24,2020-04-02,simple,0.009450899180539724
24,2020-04-03,simple,0.009056635151867038
24,2020-04-06,simple,0.009513561788057057
24,2020-04-07,simple,0.00903538403561228
24,2020-04-08,simple,0.00889931154145285
24,2020-04-09,simple,0.008842835819649864
24,2020-04-13,simple,0.008600324262382551
24,2020-04-14,simple,0.00843227394168459
24,2020-04-15,simple,0.008321087753337683
24,2020-04-16,simple,0.008027208983823187
24,2020-04-17,simple,0.007969222654389858
24,2020-04-20,simple,0.007814371013054293
24,2020-04-21,simple,0.007535006343128809
24,2020-04-22,simple,0.007212078807608876
24,2020-04-23,simple,0.006395738029293087
24,2020-04-24,simple,0.006124939699019979
24,2020-04-27,simple,0.005817001222210437
24,2020-04-28,simple,0.005626249487150279
24,2020-04-29,simple,0.005648007418726118
24,2020-04-30,simple,0.00575383007854283
24,2020-05-01,simple,0.005514497007932766
24,2020-05-04,simple,0.005417893269321613
24,2020-05-05,simple,0.005301835791214294
24,2020-05-06,simple,0.00473857189435646
24,2020-05-07,simple,0.004788847266868118
24,2020-05-08,simple,0.004713269133429957
24,2020-05-11,simple,0.004470686552626903
24,2020-05-12,simple,0.0044806338363279265
24,2020-05-13,simple,0.004510668159403826
24,2020-05-14,simple,0.004394640698433672
24,2020-05-15,simple,0.004423183612724715
24,2020-05-18,simple,0.004607023210789796
24,2020-05-19,simple,0.004520517473083343
24,2020-05-20,simple,0.004432590285188037
24,2020-05-21,simple,0.004373167995509647
24,2020-05-22,simple,0.004301470558938279
24,2020-05-26,simple,0.004436709004998402
24,2020-05-27,simple,0.0044263508177535575
24,2020-05-28,simple,0.004408104017190733
24,2020-05-29,simple,0.004172606301036338
24,2020-06-01,simple,0.004025755721952114
24,2020-06-02,simple,0.003848096080895431
24,2020-06-03,simple,0.004047018596284352
24,2020-06-04,simple,0.004033381143735809
24,2020-06-05,simple,0.00419378958594338
24,2020-06-08,simple,0.00410701364019158
24,2020-06-09,simple,0.003962586130621568
24,2020-06-10,simple,0.004020282505165096
24,2020-06-11,simple,0.004363348004170784
24,2020-06-12,simple,0.004180938663537822
24,2020-06-15,simple,0.00405398506262265
24,2020-06-16,simple,0.004076830477460311
24,2020-06-17,simple,0.0036619454103992864
24,2020-06-18,simple,0.003570702954728336
24,2020-06-19,simple,0.0034851160571332863
24,2020-06-22,simple,0.003458579169658586
24,2020-06-23,simple,0.003488783009586182
24,2020-06-24,simple,0.003466606815704263
24,2020-06-25,simple,0.0033798225452619296
24,2020-06-26,simple,0.00342268338355338
24,2020-06-29,simple,0.0035256389450622197
24,2020-06-30,simple,0.003499071699903832
24,2020-07-01,simple,0.0036003547336198507
24,2020-07-02,simple,0.0033354501823110285
24,2020-07-06,simple,0.0033706026511434554
24,2020-07-07,simple,0.003246869766690767
24,2020-07-08,simple,0.0032361418832007605
24,2020-07-09,simple,0.003242868072446296
24,2020-07-10,simple,0.003144753467868046
24,2020-07-13,simple,0.00262505633003585
24,2020-07-14,simple,0.0026186772454190976
24,2020-07-15,simple,0.002774096498650185
24,2020-07-16,simple,0.002629138615148306
24,2020-07-17,simple,0.0025762819096879336
24,2020-07-20,simple,0.0026203323253734655
24,2020-07-21,simple,0.002654093238212715
24,2020-07-22,simple,0.0026532814135498653
24,2020-07-23,simple,0.002680346382784813
24,2020-07-24,simple,0.0025111447275429147
24,2020-07-27,simple,0.0024705595529258976
24,2020-07-28,simple,0.002327029225624142
24,2020-07-29,simple,0.002192042139020151
24,2020-07-30,simple,0.0021537205422325584
24,2020-07-31,simple,0.002060979931937097
24,2020-08-03,simple,0.0021598515266076897
24,2020-08-04,simple,0.0021250130133397436
24,2020-08-05,simple,0.0020411840271167938
24,2020-08-06,simple,0.0020197932787240458
24,2020-08-07,simple,0.0020258288183219123
24,2020-08-10,simple,0.0020380210859985296
24,2020-08-11,simple,0.0020478971712337125
24,2020-08-12,simple,0.001975012726728065
24,2020-08-13,simple,0.001815280391438114
24,2020-08-14,simple,0.0018013148090072835
24,2020-08-17,simple,0.0017953630328269834
24,2020-08-18,simple,0.0017367935162752794
24,2020-08-19,simple,0.0016420554491959104
24,2020-08-20,simple,0.002046992654677184
24,2020-08-21,simple,0.0020401783874698146
24,2020-08-24,simple,0.002104101817546078
24,2020-08-25,simple,0.002036500822271928
24,2020-08-26,simple,0.0020442534520278078
24,2020-08-27,simple,0.0020019597144555366
24,2020-08-28,simple,0.0019898451117292388
24,2020-08-31,simple,0.0019500826418139782
24,2020-09-01,simple,0.0018814565129883906
24,2020-09-02,simple,0.0018765680331816893
24,2020-09-03,simple,0.002015640528015486
24,2020-09-04,simple,0.001973043012138557
24,2020-09-08,simple,0.001994197632870629
24,2020-09-09,simple,0.0019860910597742035
24,2020-09-10,simple,0.0019647736477279546
24,2020-09-11,simple,0.0019551603665094153
24,2020-09-14,simple,0.0020232166517985765
