seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
24,False,0.09999718063937181,0.08582198997488912,False,0.09982086362546695,0.03329540883151738
