seed,nan_simple,avg_max_weight_simple,avg_turnover_simple,nan_enhanced,avg_max_weight_enhanced,avg_turnover_enhanced
6,False,0.0999979864593448,0.10032347828302142,False,0.09980233786303462,0.03680179593511183
