seed,date,strategy,NYSE:MTZ,NASDAQ:FIVN,NASDAQ:PCRX,NASDAQ:ITCI,NASDAQ:VRRM,NYSE:ENVA,NYSE:EVRG,NASDAQ:WIX,NYSE:FDP,NYSE:ETRN,NYSE:OC,NASDAQ:KIDS,NYSE:ARCH,NYSE:MDU,NASDAQ:SFM,NYSE:MTRN,NYSE:KMT,NYSE:LXFR,NASDAQ:ADBE,NASDAQ:CGBD,NASDAQ:PRDO,NASDAQ:GBDC,NASDAQ:IDXX,NYSE:VVV,NYSE:LXU,NYSE:CHGG,NYSE:PGR,NYSE:CACI,NASDAQ:LKFN,NYSE:TMHC,NASDAQ:NBTB,NYSE:MAN,NYSE:MS,NYSE:TFC,NYSE:HRTG,NASDAQ:PBYI,NYSE:CNP,NASDAQ:SEDG,NYSE:OLN,NYSE:PBH,NASDAQ:SPT,NASDAQ:SRCE,NYSE:DDS,NYSE:SFBS,NYSE:KGC,NASDAQ:CHTR,NASDAQ:POOL,NASDAQ:UBSI,NYSE:STC,NASDAQ:SLGN
6,2020-03-18,Simple + Baseline,-1.6973072935753384e-08,-1.5817567944174648e-07,0.09999992730691538,-3.259946095244297e-08,7.970108822640112e-09,1.2022820537205873e-07,0.0999999212449881,-2.1687495763919583e-08,0.09999987304973977,1.5723783652623427e-08,-2.881855043977968e-08,-2.1059833182961953e-08,2.667116257023565e-08,2.5489863839273118e-08,-4.062728972960247e-08,2.1977413690151095e-08,-2.0561539646949383e-08,0.09999988567047816,-1.5248610374121887e-07,6.088942549837136e-08,1.1603573800624949e-08,1.1365117911006903e-08,-3.306207048932827e-08,3.369558117038853e-08,-3.965964483526337e-08,-4.64280685127786e-09,-6.716959578682005e-08,-2.1103384884689187e-08,-3.368314341725833e-08,1.4152009166449139e-08,0.09999992926660492,-3.865374848014485e-08,-3.132877797236963e-08,1.4164039585158865e-06,-2.7438961171747123e-08,0.09999989581253713,-1.3660002585654016e-09,-2.9171472842744008e-08,-4.294133656351081e-08,0.09999991429170564,-2.7191088228781505e-08,-1.3309201087935893e-08,0.09999988496228611,0.09999992694248439,-2.255460804246354e-09,1.8029878056120394e-07,0.09999990514959405,-3.6947906528931495e-08,-9.909102243428616e-09,-5.734922055213994e-08
6,2020-03-19,Simple + Baseline,-2.9542820513837613e-08,-1.0771301757590931e-07,-8.536548606577319e-06,-3.408315209156586e-08,-9.407039502287653e-09,6.272852725974996e-08,2.9707770568604773e-06,0.10000232194327222,0.09999990326581984,-6.485419219250281e-09,-3.4366259179333794e-08,-2.9399906196051852e-08,6.74242192602279e-09,-3.2853919895286257e-09,-3.739607258440011e-08,-4.272235771998991e-09,-2.1165240678090404e-08,0.09999991049678035,-1.0585881364772629e-07,0.10000230955996828,-4.8667233552861185e-09,-9.477794212370942e-09,-3.101299707205395e-08,1.0339453050727716e-08,-4.0339935393126836e-08,-1.6809006616541975e-08,-4.951229301667784e-08,-2.770682354365168e-08,-3.5193289884141916e-08,-8.863365061706961e-09,-8.587983600769975e-07,-3.007424303770568e-08,-3.1191737321093803e-08,8.112954841701744e-07,-2.8350501807944425e-08,0.09999990961360321,-9.411750596300944e-09,-2.948694816588782e-08,0.10000234061528976,0.09999992893971373,-3.0101767411961014e-08,-2.329610203259728e-08,0.09999990498738538,0.0999999359976142,-9.499722102133108e-09,8.845692892782734e-08,0.0999999231444187,-3.733464563931747e-08,-2.105726595102328e-08,-4.6726408190513825e-08
6,2020-03-20,Simple + Baseline,3.6325850039536125e-08,0.09999888815960109,0.10000018896301892,0.1000004158528648,3.9700279332935866e-08,2.185281722522894e-08,-3.993008387412223e-08,4.0391177259888793e-10,0.0999999585280924,0.10000000019399684,1.794802978838297e-08,-9.849139970472618e-07,4.864693786219077e-08,2.288002530192666e-08,1.1369333998568313e-07,2.3906445196650824e-08,-1.0068172743078013e-08,0.09999995876906598,8.108558443084957e-08,1.159337162267216e-08,6.320041449182207e-08,2.8456375621191703e-08,-1.0480743260299472e-07,3.9732538482959275e-08,1.1163480752572117e-07,5.77780319514896e-08,1.4259376925983148e-07,9.567715234463e-08,3.897017179244015e-10,3.0081194467427766e-08,-1.0558680595468216e-07,-1.3613895606846917e-07,8.933142389494926e-08,0.10000038667489584,1.0045821948364585e-07,0.10000008038460013,1.1900790089061984e-07,2.1922130817653098e-08,-3.669332105180337e-09,0.10000000888148551,1.3479313476399425e-07,2.3470487054755344e-08,0.10000000710268844,-3.877825295225631e-08,4.2578976166427964e-08,8.843460663812647e-08,-8.516832513633976e-08,1.0805261631863893e-08,6.277571052549315e-08,-6.54752059650497e-08
6,2020-03-23,Simple + Baseline,-4.4389925146299823e-08,0.09999978577224089,1.321175588886362e-07,0.10000020203989024,-1.0097088059365878e-08,-3.147111351285869e-08,-2.1389667950611347e-08,-5.6460445968639254e-08,0.1000000953003115,0.04270429296731967,-1.1217809964998791e-07,-7.013821455534755e-08,1.9620585877341018e-08,-4.033161038607085e-08,3.3998007813875694e-07,-5.515346057097101e-08,-1.9388970387432284e-08,0.09999993256066968,0.09999410774480831,-2.973382156813175e-08,1.0302146494387109e-08,-1.5198127236853026e-08,2.218964157060101e-07,2.730582113848975e-08,0.0999999530332493,0.09999992953560208,4.991525399615914e-07,4.402191100771219e-08,-1.3903061850086267e-07,-3.447004490571709e-08,-4.342024453395233e-08,1.3179467074639537e-07,1.2983145909547312e-07,1.4431880298133278e-07,7.622197796251146e-10,0.10000000588842681,1.524171782068612e-07,-9.423653215238597e-08,-1.7357411496445805e-08,0.10000007745357604,1.4536432180276616e-07,-8.928988117517108e-08,0.0329718660842812,-9.19743674828329e-08,-6.284363874381763e-08,0.024328604659180623,-1.1267419932903567e-07,-1.4067918139498854e-07,-3.0824335635394932e-09,4.808030309989498e-07
6,2020-03-24,Simple + Baseline,2.4147217985617196e-08,0.10000001121429405,2.8233979693714e-09,0.10000003378136084,3.673999907732597e-08,1.0865649316919804e-08,-1.3350777501824703e-07,4.12206207555303e-09,0.09999980342174473,0.048764111550611444,-5.453803195354408e-08,9.808193112333477e-08,1.1658859163777179e-07,2.4626997033740815e-08,1.0835297389585143e-07,2.2851715091496096e-08,-6.095595747697322e-08,0.09999981620995328,-2.256746780204246e-07,1.194776269865829e-08,6.316591588129094e-08,3.177349847820844e-08,-7.988973475444286e-08,-1.0089117443295586e-08,0.10000002374834087,0.1000000439407996,3.480473351846647e-07,5.57608656918131e-08,-7.217424848722288e-08,-1.168935779879001e-08,-1.0452597245049831e-07,-9.312002591555222e-08,-4.902608625653699e-08,-1.8312338501390807e-08,2.5225489885847428e-08,0.09999993696024942,2.3558058623074012e-08,-8.06208157017329e-08,3.5315428316223776e-08,0.09999988794816853,4.6202460574318666e-08,-2.1579380688435653e-08,0.0677509574695121,-8.702232761856082e-08,-5.822471569716475e-08,0.0834854694612676,-1.5928028792617813e-07,-8.348573433763764e-08,3.3621111408221414e-08,1.855013049741137e-07
6,2020-03-25,Simple + Baseline,7.404118612582576e-09,0.10000000431962483,1.7004541208127323e-08,0.10000000903160619,1.0565853641410173e-08,1.901985823358239e-09,-8.6690342666869e-09,5.494028326411939e-09,0.09999995895364441,2.8137360476513284e-09,1.373619092892798e-09,7.708459745399758e-09,1.5507449299174524e-08,3.113090635513195e-09,1.1095472165467818e-08,-1.27472610916725e-09,3.9050044051614745e-09,0.0999999784401991,-5.201959827558566e-08,3.3598814907654585e-09,5.50343037739952e-09,1.1072432040433877e-08,-6.570767993302527e-09,7.498641983265175e-09,0.10000001580392376,0.09999999350974342,8.203480136503871e-08,1.6767688352412016e-08,-1.6340352889122947e-08,0.10000000763032794,-1.1874428234322172e-08,-8.310972744799019e-09,2.0964925063301473e-09,7.664811813143384e-09,-1.1323809098054408e-08,0.10000001238441739,1.0677076898374269e-08,-1.2254632427552224e-09,1.4813164533225284e-08,0.0999999885872881,0.06385773327758468,-7.456863042948299e-10,4.342230745582067e-09,-9.397134265365587e-09,-8.376479863248111e-09,0.03614217195071599,-2.1665712813161576e-08,-1.1520863915571476e-08,9.026749947786914e-09,3.2681339570797986e-08
6,2020-03-26,Simple + Baseline,1.6468275382188329e-06,0.10000235971328052,1.0158948172372387e-06,0.1000008005772353,4.010672240212799e-07,3.5386937404851337e-07,-6.406164186984432e-07,0.019246302837316938,0.10000281904124939,4.273285951085233e-07,1.3662026420710781e-06,2.387807317055691e-06,9.277437174297629e-07,5.31468021143451e-07,-1.6705400074015587e-06,8.845045665020898e-07,-1.8792280155463336e-07,0.08071232942461286,3.7736040011451867e-06,4.964184223089846e-07,1.9322151832105514e-07,5.575098321378575e-07,-9.780196412136702e-07,-2.901997004809312e-09,0.1000035728065839,0.10000142985580386,-2.3136235802801106e-06,4.2180238452711866e-07,3.1006599482646354e-07,0.1000020828817464,6.880745971531493e-07,-1.021477209200355e-06,-2.525455839625788e-07,-5.844428470618797e-07,2.9430382935734303e-07,0.10000399057003626,-8.113288264127796e-07,6.405254579850233e-07,1.3816264569859526e-06,0.0999999420100135,1.9857517825629465e-06,8.185269524043474e-07,1.0719395139237224e-06,1.109979977247551e-06,6.589773343472581e-07,0.10000283970991562,2.658693707158114e-06,1.528837317733022e-06,1.2348985757553817e-06,2.014922062069411e-07
6,2020-03-27,Simple + Baseline,-2.383401305433587e-08,0.09999971336200032,2.01375849292161e-08,0.09999999460630253,1.6752920923901014e-08,4.922519984392061e-08,-1.1308002045652887e-07,3.731850506830641e-10,-2.3536430588499205e-07,5.660612531691558e-09,3.153953080098766e-08,-4.162993670086716e-07,1.6500439091000638e-07,-6.859754087708804e-09,-5.364438342758692e-07,-4.204861382475444e-09,1.9786215689760464e-08,-1.2070938982814224e-07,-3.537462126397911e-07,8.326146430582469e-09,2.2423021631273213e-08,5.791817668016991e-08,0.050749410147638244,4.0539416244324685e-08,0.10000001565615572,0.09999996642876971,-6.21729332405055e-07,0.09999995663631621,-5.8041610982391015e-08,0.0005924212207320955,-1.6368550547280747e-07,-9.594455294266903e-08,-1.5217659971665095e-08,-1.0674737257776268e-07,-1.8899071913314115e-07,0.09999996012378992,0.04866129443848356,7.724885420262663e-08,9.854418836947218e-08,0.09999979683630594,2.2764383435242127e-07,-9.60442197720163e-09,4.562692880909818e-08,-1.0328201194034522e-07,9.267174603164507e-08,0.09999989211062262,0.09999984212555377,-1.5816939947334085e-08,1.761363933886266e-09,-5.411691172417247e-08
6,2020-03-30,Simple + Baseline,-3.3850599633158234e-07,0.10000109577428487,-1.7741569975542062e-07,0.100000683769899,-4.48366935667232e-08,1.1228278374886094e-07,5.632689417977e-07,-3.899099798298767e-07,-7.324781492040199e-07,-4.801448621232414e-07,1.026501869045806e-07,0.0999994713607197,-2.390581757296615e-07,-2.2239029470489804e-07,3.177450894343739e-07,-2.8481171752940936e-07,6.462865663922288e-07,-2.7590563717202894e-07,-4.517412085419349e-07,-2.418338122478017e-07,3.8270741496337425e-07,9.280366440213454e-09,0.08462681229508015,2.699183323879302e-07,0.10000035816426214,0.10000005994644397,1.1636716265978076e-06,0.0048220565814320075,-2.697110760801739e-07,0.010545842811463197,-3.6599614107141335e-07,7.236830042088539e-07,4.850552670363966e-07,1.5829169164294525e-07,2.2523473448732617e-07,0.09999962112245422,1.2240767019796535e-06,4.036433679166602e-07,-2.7193788072994904e-07,0.10000026207405747,2.724943537065302e-07,-1.2783167931934138e-07,-8.077510044551012e-08,-4.770831801294171e-07,4.637625373838843e-07,0.10000049073515545,0.09999994714614922,-1.4779901218891741e-07,4.6272637597470194e-08,1.3464966800034933e-06
6,2020-03-31,Simple + Baseline,0.07477121601534158,0.10000010438849342,-1.2723525940982461e-08,0.09999997135861906,-2.8625100565169167e-08,-4.480041351644443e-08,-4.470314066553395e-08,-6.633671330795247e-08,7.043941972067749e-08,7.728843981776289e-08,-1.1800955701274541e-07,0.0252490135239364,2.3751635001160368e-08,-5.835926892219932e-08,1.152793493856832e-07,-3.435359444399813e-08,-5.96165193278745e-08,0.07248547198082936,-1.6397571813461081e-07,-2.6298331200705282e-08,-9.534972113321853e-08,-8.733365714549304e-08,0.0999997279869486,-4.3398035076304034e-08,0.09999978527178317,0.09999987082821982,2.167354597460358e-07,-1.9609571728718265e-07,5.008790616342068e-09,-9.859188601784959e-08,-4.2071311009986714e-08,1.047452706811995e-07,-7.5619826363446e-09,-3.749916582873621e-08,9.341693155795684e-08,0.09999984297135797,-6.677906611377403e-08,-5.669019660706619e-08,-8.028495883112041e-08,0.09999990694704858,-2.349280006805289e-08,-5.031769966715601e-08,8.832951499097873e-09,-7.440590572850597e-08,-5.920339179229077e-08,-2.1814017632235765e-07,0.09018104058210183,-3.107101181344869e-08,-7.705107075490141e-08,0.037315336796537805
