seed,asset
20,NYSE:INSW
20,NYSE:FF
20,NYSE:HLF
20,NASDAQ:SPT
20,NASDAQ:MRNA
20,NASDAQ:VRA
20,NASDAQ:DOOO
20,NASDAQ:MGNI
20,NASDAQ:RNST
20,NYSE:VZ
20,NASDAQ:IRDM
20,NASDAQ:LSCC
20,NYSE:CIVI
20,NASDAQ:SPNS
20,NASDAQ:SEDG
20,NYSE:AG
20,NASDAQ:NTNX
20,NASDAQ:UCTT
20,NASDAQ:EVBG
20,NYSE:OLN
20,NYSE:FNV
20,NYSE:RNG
20,NYSE:YETI
20,NYSE:QSR
20,NASDAQ:AVGO
20,NYSE:WLK
20,NASDAQ:PNNT
20,NASDAQ:LASR
20,NASDAQ:DGII
20,NASDAQ:PNTG
20,NASDAQ:SITM
20,NASDAQ:COST
20,NASDAQ:VSEC
20,NASDAQ:GO
20,NASDAQ:QUIK
20,NASDAQ:ABCB
20,NASDAQ:VRRM
20,NASDAQ:GBDC
20,NYSE:SON
20,NASDAQ:FAST
20,NYSE:MXL
20,NYSE:AON
20,NYSE:TMHC
20,NYSE:HPQ
20,NYSE:CE
20,NYSE:KEY
20,NASDAQ:NBIX
20,NYSE:FHI
20,NYSE:HLIO
20,NASDAQ:ONEW
20,NASDAQ:HOPE
20,NASDAQ:LKFN
20,NASDAQ:TTMI
20,NYSE:USPH
20,NYSE:VVV
20,NASDAQ:EBAY
20,NYSE:HRTG
20,NASDAQ:MRSN
20,NYSE:INSP
20,NASDAQ:HLIT
20,NYSE:EVRG
20,NYSE:LPX
20,NASDAQ:OLED
20,NASDAQ:RVMD
20,NYSE:ALLY
20,NYSE:CRK
20,NASDAQ:OFIX
20,NYSE:EVRI
20,NASDAQ:ROST
20,NYSE:GKOS
20,NYSE:AWR
20,NYSE:GIL
20,NASDAQ:MBWM
20,NYSE:SBOW
20,NYSE:MRK
20,NYSE:CB
20,NASDAQ:ORLY
20,NYSE:AVNS
20,NASDAQ:KALU
20,NYSE:MS
20,NASDAQ:MNRO
20,NYSE:NX
20,NYSE:MAN
20,NASDAQ:TXN
20,NASDAQ:MORN
20,NYSE:MLR
20,NASDAQ:LIVN
20,NYSE:ROG
20,NYSE:BCC
20,NASDAQ:MAT
20,NASDAQ:QCOM
20,NYSE:VVI
20,NASDAQ:POWI
20,NYSE:NUE
20,NASDAQ:RMBS
20,NASDAQ:MCRB
20,NASDAQ:CENX
20,NASDAQ:ADMA
20,NYSE:MTDR
20,NASDAQ:CRNT
