seed,asset
6,NYSE:MTZ
6,NASDAQ:FIVN
6,NASDAQ:PCRX
6,NASDAQ:ITCI
6,NASDAQ:VRRM
6,NYSE:ENVA
6,NYSE:EVRG
6,NASDAQ:WIX
6,NYSE:FDP
6,NYSE:ETRN
6,NYSE:OC
6,NASDAQ:KIDS
6,NYSE:ARCH
6,NYSE:MDU
6,NASDAQ:SFM
6,NYSE:MTRN
6,NYSE:KMT
6,NYSE:LXFR
6,NASDAQ:ADBE
6,NASDAQ:CGBD
6,NASDAQ:PRDO
6,NASDAQ:GBDC
6,NASDAQ:IDXX
6,NYSE:VVV
6,NYSE:LXU
6,NYSE:CHGG
6,NYSE:PGR
6,NYSE:CACI
6,NASDAQ:LKFN
6,NYSE:TMHC
6,NASDAQ:NBTB
6,NYSE:MAN
6,NYSE:MS
6,NYSE:TFC
6,NYSE:HRTG
6,NASDAQ:PBYI
6,NYSE:CNP
6,NASDAQ:SEDG
6,NYSE:OLN
6,NYSE:PBH
6,NASDAQ:SPT
6,NASDAQ:SRCE
6,NYSE:DDS
6,NYSE:SFBS
6,NYSE:KGC
6,NASDAQ:CHTR
6,NASDAQ:POOL
6,NASDAQ:UBSI
6,NYSE:STC
6,NASDAQ:SLGN
